objectid,name,totalvotes,usersrated
58602,San Francisco Cable Car,24,1117
147,Crude  The Oil Game,21,1027
232520,Pioneers,19,736
188314,Topoum,17,589
181960,Portal of Heroes,25,1021
181761,Plums,19,1231
257759,The River,15,1217
35350,Field Commander  Alexander,20,712
1770,Aliens,20,701
4174,Lifeboat,43,2580
30539,Get Bit! Deluxe Tin Edition,47,5689
22398,10 Days in Asia,19,1084
17449,Beowulf  The Legend,60,2206
22551,Risk  Star Wars Original Trilogy Edition,31,1003
248949,Skull Tales  Full Sail!,10,537
2639,Panzer Leader,21,1515
11949,Shifting Sands,19,551
135649,\u03a4\u03b1 \u03a4\u03c1\u03af\u03b1 \u039c\u03b9\u03ba\u03c1\u03ac \u0393\u03bf\u03c5\u03c1\u03bf\u03c5\u03bd\u03ac\u03ba\u03b9\u03b1,18,1619
1293,Scrabble Boggle,56,6426
176565,Ninja Camp,14,962
3267,Pizarro & Co.,21,1357
177659,The Manhattan Project 2  Minutes to Midnight,19,523
299,De Bellis Antiquitatis,14,623
193210,Dice Stars,20,1051
1265,Mystery Rummy  Jekyll & Hyde,12,1212
117942,Zooloretto  The Dice Game,39,1710
1260,Rook for 2,23,2369
184491,Spaceteam,17,1199
827,Attila,28,1553
108722,Dreadfleet,25,914
132428,BioShock Infinite  The Siege of Columbia,25,999
248900,Ceylon,25,683
58,Kings & Things*,27,1577
214484,HEXplore It  The Valley of the Dead King,24,483
18500,Sator Arepo Tenet Opera Rotas,23,814
39242,Black Friday,17,1282
635,Formula Motor Racing,31,1876
124668,The Dwarves,24,819
155451,Guild Ball,7,405
35614,Where There Is Discord  War in the South Atlantic,21,390
137776,Praetor,34,1227
141791,Pi\u00f1ata,8,849
172155,Ascension  Dawn of Champions,4,568
153,Take 5!,24,1717
142271,Anomia  Party Edition,7,762
124380,Ladies & Gentlemen,20,1444
41569,The Great Fire of London 1666,27,1438
5205,G.E.V.,9,814
284760,Disney Villainous  Evil Comes Prepared,5,449
66837,1862  Railway Mania in the Eastern Counties,14,325
31722,Steam over Holland,33,511
177249,The Manhattan Project  Chain Reaction \u2013 Deluxe Edition,23,1553
202288,Medici  The Card Game,23,926
169,En Garde,12,1520
31790,Crusade and Revolution  The Spanish Civil War,14,314
230342,InBetween,11,842
182351,Thief's Market,27,1440
33107,Senji,66,1428
19996,Velhojen y\u00f6,15,1071
140125,Fallen,17,468
155708,Tiny Epic Defenders,37,2341
24509,Ruse and Bruise,30,1751
7806,King Up!,33,2042
32441,Bezzerwizzer,35,2313
1758,Advanced Heroquest,19,1163
14083,Fire in the Sky  The Great Pacific War 1941-1945,16,487
168433,The World of Smog  On Her Majesty's Service,16,877
142854,Infection  Humanity's Last Gasp,19,538
97915,Bios  Megafauna,28,756
83040,Leader 1  Hell of the North,14,428
19948,Rum & Pirates,27,1708
3409,The Napoleonic Wars,22,741
206327,The King's Guild,10,507
4583,Pinochle,32,896
162559,Smash Up  Munchkin,4,1203
182082,Carcassonne  Over Hill and Dale,11,539
229414,Tulip Bubble,15,609
17484,Silent War,23,579
35285,Preu\u00dfische Ostbahn,22,774
267127,Aerion,13,433
815,Chrononauts,43,5111
73664,CABO,19,695
420,Rail Baron,25,1509
191055,Kerala  The Way of the Elephant,19,818
156442,Asking for Trobils,9,696
3234,Dschunke,16,1048
280789,Pandemic  Rapid Response,14,843
215371,CrossTalk,12,641
216199,Smash Up  Big in Japan,1,496
272427,Terramara,18,495
271088,Ishtar  Gardens of Babylon,24,620
152237,Pairs  Tak Edition,16,1922
37231,Comuni,28,1015
36367,Dust Tactics,23,692
228133,Crystal Clans,5,633
251890,Gunkimono,9,620
252877,Wreck Raiders,16,498
127095,Origin,16,988
6613,Downtown  Air War Over Hanoi,8,410
32165,Darjeeling,26,1288
224316,Unlock! The Elite,10,671
3263,Ukraine '43,6,390
78954,Mousquetaires du Roy,22,785
38872,Jet Set,23,941
37301,Double Decktet,10,472
232595,Skulk Hollow,4,440
96713,Deadwood,24,1775
19854,Federation Commander  Klingon Border,9,544
140519,Myth,71,1575
44,David & Goliath,31,1533
178944,BATTALIA  The Creation,30,779
68076,Conflict of Heroes  Guadalcanal \u2013 The Pacific 1942,8,350
258308,Fuji,27,873
207991,Quodd Heroes,22,509
84838,Yomi (second edition)  Vendetta,12,428
176524,Hoplomachus  Origins,13,383
3605,The Third World War,8,418
12681,Neuland,38,1367
181260,Burano,26,866
37165,Warhammer 40,17,1049
177197,Ek\u00f6,22,738
56885,The Werewolves of Miller's Hollow  The Village,9,691
163640,Eminent Domain  Microcosm,12,1376
114387,Thebes  The Tomb Raiders,10,778
2381,Scrabble Scattergories,51,7625
245353,Unlock! Tombstone Express,10,770
84772,Sun,17,707
21641,Aqu\u00e4dukt,36,1597
210900,Topiary,19,863
134520,Phantom Leader Deluxe,13,369
24920,Storm Over Stalingrad,15,590
122889,Dominare,19,817
79073,Resident Evil Deck Building Game,28,1697
150926,Roll Through the Ages  The Iron Age,14,1040
175695,Minerva,18,691
20022,Terra Nova,40,1603
257,Kill Doctor Lucky  Director's Cut,69,6204
464,High Tail It!,17,766
3348,Santa Fe Rails,17,838
149853,Bullfrogs,18,894
167698,Magic  The Gathering \u2013 Arena of the Planeswalkers,37,2617
144734,Arcane Academy,9,864
93538,Battleship Galaxies  The Saturn Offensive Game Set,17,1184
10788,Hellenes  Campaigns of the Peloponnesian War,14,484
245655,The King's Dilemma,16,340
138788,Dungeon Roll,175,7096
265402,In the Hall of the Mountain King,12,374
180901,Joraku,9,638
76674,String Railway,25,1788
234931,Star Wars  Destiny \u2013 Two-Player Game,4,578
172546,Parfum,17,1370
246297,Shadows  Amsterdam,18,961
131118,Asgard,22,781
3655,The Settlers of Canaan,9,1274
5942,Mystery Rummy  Al Capone and the Chicago Underworld,24,779
2238,PanzerBlitz,29,1596
125977,Cataclysm  A Second World War,25,457
56707,Colonia,26,1133
120605,Neuroshima  Convoy,16,918
15033,Australia,24,1353
258210,Blitzkrieg!,18,377
105624,Poseidon's Kingdom,7,755
192834,Fight for Olympus,14,899
1597,Streetcar,19,1449
102148,NOIR  Deductive Mystery Game,19,1154
177079,Die Legenden von Andor  Chada & Thorn,15,919
108044,Nefarious  The Mad Scientist Game,26,2243
179071,The Great Dinosaur Rush,9,599
79131,Star Trek  Expeditions,26,1428
129122,Band of Brothers  Ghost Panzer,9,326
133956,Axis & Allies  WWI 1914,30,697
97357,Sunrise City,29,997
231484,Carnival of Monsters,13,553
422,1835,15,673
34320,Shanghaien,17,1140
247104,Blitz Bowl,8,374
25794,Axis & Allies Naval Miniatures  War at Sea,12,717
69601,1880  China,13,290
130792,Der verzauberte Turm,24,904
173047,Nevermore,17,1021
35342,Hold the Line,15,514
231819,Sonar,10,800
223779,Pocket Mars,25,1283
272380,SH\u014cBU,5,361
65673,Masques,31,1314
39813,Qwirkle Cubes,10,1126
33003,The Caucasus Campaign,14,407
218129,Catch the Moon,11,829
190639,Zany Penguins,20,896
4616,Arimaa,25,618
174155,Lignum,14,489
249746,Nanty Narking,13,405
68228,Railways of the World  The Card Game,17,881
139245,Dilluvia Project,19,502
189453,Victorian Masterminds,13,695
212765,\u3053\u3068\u308a\u30d5\u30a1\u30a4\u30c8!,26,732
107190,Flash Duel  Second Edition,18,759
235817,Space Explorers,20,652
103132,Rapa Nui,26,760
143096,Camp Grizzly,15,588
148532,Ghost Blitz  5 to 12,8,714
56786,Kuhhandel Master,16,910
84469,F\u00fcrstenfeld,24,1180
266966,Dice Throne  Season Two \u2013 Gunslinger v. Samurai,2,395
149119,Spirits of the Rice Paddy,19,838
117914,Milestones,17,1034
178134,London Dread,12,844
25674,Khronos,33,1709
127493,Bolt Action,19,445
177965,Rush & Bash,11,808
184346,Go Nuts for Donuts,25,1202
258074,Volfyirion,9,490
251053,\u30d0\u30b9\u30eb\u30fc\u30c8\u3092\u3064\u304f\u308d\u3046,9,488
208775,Qwixx Deluxe,4,572
170199,Solarius Mission,17,460
30,Dark Tower,19,1189
253398,Lost Cities  Rivals,17,710
154173,7 Ronin,14,674
41490,Phantom Leader,23,466
2795,Car Wars Deluxe Edition,20,2068
174614,Apotheca,16,927
152899,Pixel Tactics 3,2,552
200,Entdecker,16,1370
129320,Castle Dice,14,923
9,El Caballero,29,1345
160968,Homeland  The Game,30,943
20806,Three-Dragon Ante,17,1512
1017,Fresh Fish,22,892
137397,Via Appia,21,982
68858,Tanto Cuore  Expanding the House,3,452
1561,Super Cluedo,21,1180
192947,Camel Up Cards,14,910
139562,Rockwell,14,556
231999,Finished!,18,800
19679,Hordes,7,462
5795,Richelieu,18,1009
329,Russian Front,14,634
155173,Subdivision,14,1196
10081,Axis & Allies  D-Day,26,1889
6366,Dungeons & Dragons  The Fantasy Adventure Board Game,36,1630
246201,Lincoln,10,512
38032,Byzanz,17,1007
115293,Fortress America,17,796
444,Midnight Party,25,1527
437,Master Labyrinth,35,2310
156266,Apex Theropod Deck-Building Game,33,538
228668,Dungeons & Dragons  Tomb of Annihilation Board Game,9,422
165662,Haru Ichiban,9,871
159469,Ortus Regni,12,429
40444,Livingstone,23,1407
101020,PAX,21,767
161546,Timeline  American History,8,883
380,Polarity,19,1689
140863,Council of Verona,26,1766
142830,Chaosmos,21,717
156180,Eggs and Empires,18,827
22278,The Thief of Baghdad,22,1468
160559,Simurgh,9,823
156373,Chimera,10,584
122891,Courtier,18,887
169274,Pixel Tactics Deluxe,3,444
189848,Munchkin Marvel,4,869
130899,12 Days,17,1172
8829,Nobody is Perfect,18,739
2582,Pass Word,22,2221
256874,Legendary Encounters  The X-Files Deck Building Game,12,361
124847,1911 Amundsen vs Scott,25,858
28025,Wicked Witches Way,17,1447
34127,Ticket to Ride  The Card Game,89,3809
128664,Timeline,14,1349
184522,Dead Last,15,1592
74390,Rolling Freight,16,716
175360,W1815,6,436
218050,Hotshots,14,600
186721,Healthy Heart Hospital,20,515
131891,Lost Legends,22,1247
207062,Dungeons & Dragons  Rock Paper Wizard,8,908
181617,Beasty Bar  New Beasts in Town,6,551
23985,Midgard,19,995
178613,Star Trek  Five-Year Mission,15,1270
214,Tactix,35,2354
190400,Aventuria  Adventure Card Game,15,463
142325,\u5c0f\u65e9\u5ddd,19,1633
160418,Wing Leader  Victories 1940-1942,9,345
200456,Ascension X  War of Shadows,8,409
95234,Cthulhu Gloom,18,1644
199493,Escape the Room  Secret of Dr. Gravely's Retreat,29,590
172971,Crossing,15,973
25071,Munchkin Cthulhu  Guest Artist Edition,34,4721
4370,Fische Fluppen Frikadellen,20,971
205127,Haven,7,493
626,War and Peace,15,1041
12346,Spooky Stairs,23,1422
118497,Trick of the Rails,22,822
30356,Heartland,17,691
1444,SPQR,8,459
1917,Stratego,103,12674
29109,Dust,39,1394
2981,Breaking Away,7,442
179245,World Championship Russian Roulette,11,681
33643,Whoowasit?,20,716
193670,Darkest Night (Second edition),25,392
193867,1822  The Railways of Great Britain,11,256
29773,Cheeky Monkey,22,966
25234,Catan Histories  Struggle for Rome,14,1314
1645,War of 1812,12,619
268201,Dice Throne,6,343
213492,Pyramids,13,749
24070,Afrika (second edition),15,396
277085,Love Letter,15,394
10819,Navia Dratp  Starter Set 2,11,552
191612,Skies Above the Reich,20,315
173341,Loopin' Chewie,32,1538
204837,Game of Thrones  The Iron Throne,10,768
1430,Caesar  Epic Battle of Alesia,11,584
338,Bargain Hunter,21,765
203102,Buffy the Vampire Slayer  The Board Game,17,831
4090,2nd Fleet,9,532
267813,Adventure Games  The Dungeon,17,449
13883,Jenseits von Theben,6,530
240225,Roll to the Top! LAMINATE,7,640
192547,Go Cuckoo!,6,785
32014,Confucius,28,687
147116,The Witcher Adventure Game,32,2064
256877,Hail Hydra,12,837
205907,RuneWars  Miniatures Game,9,466
60131,Ugg-Tect,20,1753
248918,Court of the Dead  Mourners Call,9,376
155,Was sticht?,12,603
135654,New Dawn,17,649
153728,Fields of Despair  France 1914-1918,11,326
42743,Opera,17,983
85,Quebec 1759,11,677
219708,\u6642\u5147\u6559\u6388 \u6b72\u6708\u5821\u58d8,10,949
68247,The Mines of Zavandor,23,946
30662,Travel Carcassonne,6,479
21892,Augsburg 1520,15,1203
247367,Air,5,360
128063,Uchronia,23,1122
149787,Perdition's Mouth  Abyssal Rift,15,483
161547,Timeline  Americana,5,867
20609,Asia Engulfed,14,411
230191,The Island of El Dorado,12,1091
9408,Dos Rios,35,1313
31133,Ice Flow,37,1354
1038,Tantrix,30,1780
34599,Toledo,42,1902
136440,Canterbury,16,601
208480,Wordsy,4,551
180198,Rolling America,6,1313
2165,Pok\u00e9mon Trading Card Game,35,3015
225729,Arkham Noir  Case #1 \u2013 The Witch Cult Murders,12,682
207729,The Edge  Dawnfall,13,363
227545,Spy Club,6,497
206490,An Infamous Traffic,24,441
40214,Bombay,31,1576
3553,Close Action  The Age of Fighting Sail Vol. 1,12,356
66085,Keltis  Das Orakel,7,630
53168,Triumvirate,9,745
218208,Ticket to Ride  First Journey (Europe),12,598
285265,Rune Stones,8,480
25584,If Wishes Were Fishes!,21,1126
185709,Beasts of Balance,9,622
173294,DC Comics Dice Masters  War of Light,1,449
186864,Tiefe Taschen,8,469
31503,Slide 5,23,1037
229741,Shadows in Kyoto,3,588
38194,Cheaty Mages!,29,1852
195867,Pap\u00e0 Paolo,13,594
10660,Micropul,25,766
171835,Posthuman,42,1136
3128,Clippers,17,918
73863,Grimoire,23,1289
248117,Carson City  The Card Game,20,579
4204,Tunisia,12,372
264241,Mandala,6,374
29687,Leaping Lemmings,27,1157
18291,Unpublished Prototype,42,705
21380,Conquest of the Fallen Lands,22,746
67600,D-Day at Tarawa,11,295
222219,Kero,9,509
257066,Sierra West,28,555
75789,Mai-Star,11,1005
154443,Madame Ching,26,1080
31056,Micro Mutants  Evolution,16,901
172242,Exploding Kittens  NSFW Deck,44,6542
357,Excape,35,1508
11265,Wellington  The Peninsula War 1812-1814,16,619
183572,Dungeons & Dragons Dice Masters  Faer\u00fbn Under Siege,1,368
371,Mystery Rummy  Murders in the Rue Morgue,14,770
176803,Overseers,15,860
135116,Seventh Hero,23,1451
160964,Star Wars  Empire vs. Rebellion,13,1538
137155,Potato Man,35,764
178591,Lunarchitects,10,422
154910,Darklight  Memento Mori,13,414
6795,Battleball,19,2017
172540,Dragoon,6,719
240980,Blood on the Clocktower,22,468
212346,Shadows of Brimstone  Forbidden Fortress,7,306
202755,Guildhall Fantasy  Fellowship,10,484
84889,Cave Evil,14,342
29410,Municipium,25,773
198707,Hostage Negotiator  Crime Wave,4,376
85769,Panzer (second edition),13,361
180602,Game of trains \u8ff7\u9014\u5c0f\u706b\u8eca,25,1468
171129,Spinderella,19,1129
9028,Tongiaki  Journey into the Unknown,75,2256
12632,Goldbr\u00e4u,25,1243
152757,Doodle Quest,5,701
191925,El Bandido,30,1057
247342,Village Pillage,15,566
155689,Dungeons & Dragons  Attack Wing,28,518
284435,Nova Luna,15,459
232524,Welcome To DinoWorld,8,574
27739,Hearts and Minds  Vietnam 1965-1975,12,365
178302,Welcome to Centerville,14,546
29663,Star Fleet Battles  Captain's Edition Basic Set,8,450
7349,The Korean War,9,382
3141,The Bucket King,24,1521
210040,Illimat,16,537
205057,Word Domination,15,517
29308,Beowulf  The Movie Board Game,38,1495
2652,Wise and Otherwise,13,920
166158,Dark Tales,17,977
75547,Shipwrights of the North Sea,25,1227
227273,Cosmogenesis,10,400
87821,Kingdom of Solomon,16,575
130390,Ruhrschifffahrt 1769-1890,8,430
180231,OctoDice,22,955
2389,Othello,61,6365
20080,Aqua Romana,22,1536
27172,Ponte del Diavolo,8,993
52328,Malifaux,28,406
187353,Marvel Dice Masters  Civil War,2,385
2689,British Rails,13,651
183896,Firefly Fluxx,6,928
3986,Battle for Germany,19,514
58601,Advanced Squad Leader  Starter Kit Expansion Pack #1,3,266
22287,The Pirates,21,1636
19,Wacky Wacky West,20,1645
186995,Doctor Who  Time of the Daleks,12,596
237211,Valhalla,27,713
30804,Song of Blades and Heroes,12,354
5684,18EU,20,337
41003,Keltis  Der Weg der Steine Mitbringspiel,28,1095
17804,Dungeons & Dragons Basic Game,6,774
3837,Rat-a-Tat Cat,35,2565
102898,Sewer Pirats,17,824
250780,Sherlock  Last Call,14,538
38749,Catan Geographies  Germany,7,637
123160,Battle For Souls,20,584
2932,Hnefatafl,12,1051
219101,Pavlov's House,15,311
1213,Nuclear Escalation,6,937
2455,India Rails,15,521
139131,Hoplomachus  Rise of Rome,7,275
6719,Liberty  The American Revolution 1775-83,8,474
181329,Team Play,13,544
231197,Raxxon,15,650
173096,A Tale of Pirates,6,487
270138,Terror Below,11,586
2247,Zero!,9,582
37208,Court of the Medici,14,868
179933,Agility,4,470
1710,The Siege of Jerusalem (Third Edition),11,531
13293,Vs System,12,785
154634,Yardmaster,18,1360
19650,Il Principe,19,1168
96613,Alcatraz  The Scapegoat,25,1402
230408,Monopoly Gamer,15,1328
293,\u5e73\u8861\u5929\u4f7f,10,1340
943,Ligretto,43,3083
104994,City Tycoon,33,945
2290,Phantoms vs Phantoms,23,1352
136594,Dragon's Hoard,17,1113
188076,Taluva Deluxe,7,291
3154,Nautilus,14,1333
200171,Legendary  Big Trouble in Little China,10,531
193840,The Dragon & Flagon,11,1072
7104,Ace of Aces  Powerhouse Series,4,456
253719,Getaway Driver,13,505
713,Nuclear War,33,2751
191538,Leo muss zum Friseur,19,769
265683,Second Chance,16,738
1036,Speculation,25,720
541,Das Motorsportspiel DTM N\u00fcrburgring,12,370
38657,Cities,19,1141
131449,Captains of Industry,11,485
200924,Order of the Gilded Compass,8,559
22198,Great Wall of China,47,1941
41302,First Orchard,23,759
260332,Hokkaido,10,439
150146,Rattlebones,15,927
252556,Bosk,10,495
670,Starship Troopers,16,1143
19363,Havoc  The Hundred Years War,15,752
141,Andromeda,22,1271
196354,Era of Tribes,20,337
186323,Tavarua,9,450
269199,Dizzle,9,543
86955,Munchkin Zombies  Guest Artist Edition,17,2889
175878,504,21,1381
35035,World at War  Blood and Bridges,14,379
75448,Tanto Cuore  Romantic Vacation,2,377
116858,Noah,28,1026
174744,Mogul,4,611
269752,Noctiluca,16,508
42898,Pocket Battles  Celts vs. Romans,23,1210
215308,Indulgence,8,583
1459,Sharp Shooters,16,1145
146735,Munchkin Adventure Time,9,1409
3464,Melee,11,634
172881,Quartz,9,654
4212,Here Come the Rebels,6,333
1585,Burma,9,309
267,Tycoon,7,651
2228,War of the Ring,22,903
25420,Ur,25,941
32989,Axis Empires  Totaler Krieg!,17,239
241987,Dual Powers  Revolution 1917,17,336
782,Win,18,798
125993,France '40,9,315
80642,Antics!,3,521
245197,Deadwood 1876,17,774
148271,Metallum,6,456
6581,Korea  The Forgotten War,7,278
173441,Bring Your Own Book,4,574
2998,Reds! The Russian Civil War 1918-1921,10,441
260757,Lift Off,18,423
545,Kaleidos,9,733
1666,Battle Hymn,11,385
64826,Moongha Invaders  Mad Scientists and Atomic Monsters Attack the Earth!,12,685
179820,Tail Feathers,9,519
92120,Atlantis Rising,27,890
40531,Cosmic Encounter,14,1235
4529,Hellas,16,2021
254192,Harry Potter  Hogwarts Battle \u2013 Defence Against the Dark Arts,7,419
192120,Meeple War,12,741
18289,Key Largo,12,828
8817,Call of Cthulhu  Collectible Card Game,13,662
125050,Pay Dirt,17,648
1372,Rise of the Luftwaffe,8,502
186701,Burger Up,10,647
182770,DC Comics Dice Masters  World's Finest,1,344
84159,Junta  Viva el Presidente!,25,1229
20079,\u30d1\u30b7\u30d5\u30a3\u30c3\u30af\u30fb\u30bf\u30a4\u30d5\u30fc\u30f3,22,767
215437,Codex  Card-Time Strategy \u2013 Core Set,6,343
