objectid,name,totalvotes,usersrated
209734,Conflicting Legends,3,99
252684,Supertall,1,66
204892,You Gotta Be Kitten Me!,3,122
649,Thieves of Bagdad,1,117
52332,Sherlock Deluxe,3,45
153724,Pie Factory,3,286
270223,Ab durch die Mauer,0,36
270140,Go Gecko Go!,0,47
96703,Aether Captains  Clockwork Cabal,1,73
198668,Top Hats And Treachery,1,33
238531,Lockwood's Asylum,4,30
6008,Ruweisat Ridge  The First Battle of El Alamein,1,66
276280,Spring on a String,1,34
178051,SCAPE,11,198
1110,Kathai,1,169
184780,Dark Assembly,0,39
165471,Col-Or-Form,2,43
193328,Blanc-Manger Coco,4,217
68943,Matter,6,126
127129,Batman  Arkham City Escape,2,220
292375,The Great Wall,0,46
209320,Druids,2,31
236905,Castles of Caleira,1,58
8245,Bloody Buna,1,38
1000,Corona,0,39
158059,God Hates Charades,0,60
12577,Stupiduel,3,80
174618,Sch\u00e4ferst\u00fcndchen,2,63
272522,Fuzzy Mage Fight,2,51
3022,Cluedo  The Great Detective Video Game,5,273
18083,Anno Domini  M\u00fcnzen,1,38
4794,Soldier King,2,112
260592,Processing  A Game of Serving Humanity,1,42
169550,Looting Atlantis,3,49
35122,Yetisburg  Titanic Battles in History,2,272
57310,Hau La,1,69
155700,Happy Birthday!,3,113
208543,Dwarves  Dig,2,65
241964,Home on Lagrange,2,38
64955,Hexenflug,1,100
11674,The Lost Battalion  The Meuse-Argonne Offensive,2,41
5198,Stalin's Tanks,1,59
68504,Outrider,5,39
232800,Lancelot,3,121
3615,Agincourt  The Triumph of Archery over Armor,2,75
16332,The Battle of Tanga 1914,2,37
37741,Secrets of the Third Reich,2,35
132452,Pink Hijinks,2,109
255928,Burger Battle,2,30
149885,Te Kuiti,0,60
286834,Superlemming,1,35
10878,Visual Game,1,102
244506,Last Stand,1,34
85468,Anno Domini  Fussball,1,37
247029,Sojourn,2,63
26306,Vietnam Solitaire,5,40
263736,Warhammer  Age of Sigmar \u2013 The Rise & Fall of Anvalor,4,44
19304,Rebels & Redcoats  Volume III,1,39
282237,Heist  One Team,2,34
90004,Kniffel Extreme,0,53
272636,Dragon's Cave,1,32
26604,Forceball,2,81
134069,Alexander's Campaign,2,35
28817,Blindes Huhn,2,108
24885,Not Tonight Josephine,1,30
2119,221B Baker St.  Sherlock Holmes & the Time Machine,6,210
250963,The Island of Doctor Lucky,2,39
204407,Who Soiled the Toilet?,1,39
2096,Caprice,1,133
5755,Guadalcanal,4,141
226,Isi,1,39
11499,Chariot,0,54
20617,Battles of the Ancient World Volume II,3,56
10611,The Battle for Jerusalem,4,32
213834,Four Elements,1,46
3081,Rubik's Flip,1,112
91512,Bella Bl\u00fcmchen,3,79
9010,Dvorak,1,32
5777,Electronic Detective,1,100
8046,Battle Manual for ALIEN SPACE,1,38
41428,Consensus Movie Edition,2,36
177868,Game Election,1,43
94140,Mirror,1,78
195149,DETHRONED  The Real-Time Combat Card Game,3,30
150143,Guerra en el Pac\u00edfico,3,39
135557,Wizard's Brew,6,148
37370,Seii Taishogun,1,35
19908,Clue   Limited Gift Edition,0,46
17448,Rocketmen  Battle of Titans,2,162
19634,Crossword Pyramids,2,53
7978,Mason-Dixon  The Second American Civil War,1,56
5001,Telepaths,0,98
118537,Fortress Sevastopol,2,31
255651,Pocket Dragon,3,68
16268,Monster Mayhem,1,48
11707,USN Deluxe,3,46
256700,Wonderland Xiii,1,38
8985,The Lord of the Rings Labyrinth,0,79
163062,Mare Nostrum,2,40
9790,Triumph & Fall of the Desert Fox,0,38
38763,11 de Setembre. Setge 1714,4,38
256085,Spyfall  Time Travel,2,32
256502,Whales Destroying The World,2,51
200593,Quest Stories,1,47
187673,H\u00e9rois & Monstros,1,37
230955,El Aprendiz de Merl\u00edn,1,34
210097,Nisyros,2,47
230081,Pizza Master,2,39
23614,Imperial Sunset  The Battle of Leyte Gulf 1944,2,47
142219,All Quiet on the Martian Front,3,40
8909,Lu Zhan Jun Qi,3,112
145649,Nowheresville  Bandit Paradise,2,55
1405,Adventurer,1,78
15159,Colour Match-Ups,0,39
709,Dragons of Glory,2,67
277903,7,1,34
2161,Tyranid Attack,1,98
155414,Angola,0,30
179606,Mafia,5,69
3725,Qwitch,3,246
218235,Ticket to Mars,2,79
23404,Les morts aux trousses,0,48
3666,Raider!,0,44
11357,Brewhouse Bash,6,57
20514,Dagger Thrusts,2,48
148138,Mat Goceng,5,54
40352,Wir spielen Einkaufen,4,43
17591,Mohawk,6,35
20643,Friesen-T\u00f6rn,1,48
116739,Decision  Iraq,3,33
228310,Captain Dice (\u30ad\u30e3\u30d7\u30c6\u30f3\u30c0\u30a4\u30b9),2,39
34890,Assault on Sevastopol,0,36
206594,Witch Slapped!,1,31
144993,Clusterfight!,5,39
33857,Prince of Chaos  Battle for Tae Orn,7,57
192283,Emojito!,1,118
199382,Kingsport Festival  The Card Game,1,86
256707,Trick Shot,0,39
17146,Rommel at Bay,1,38
95503,Donkey  It's a Kick!,0,46
138616,Shift  The Single Card CCG,3,133
24013,Bitter Victory   The Invasion of Sicily,3,84
8743,Saipan,0,41
15721,Staxis,2,192
229640,Munchkin Spell Skool,0,43
129308,Border War  Angola Raiders,2,60
162288,Nightlight,1,66
9863,Champs de Bataille III  D'Alexandre \u00e0 Hannibal,3,35
268665,Suzume-Jong,2,31
5727,Europe at War,1,62
12479,Usborne Battlegame Books  Fighting Ships,1,38
6742,Dungeons & Dragons Chainmail,1,115
6448,Murder Mystery Party  A Taste for Wine and Murder,2,32
165797,Der unendliche Fluss,1,89
21479,Razzle Dazzle,4,52
39070,Rappakalja Extreme,4,84
9113,Ypres,1,41
37392,Fleets 2025  East China Sea,2,40
262208,Dungeon Drop,0,33
41148,Fuzzy Tiger,0,64
209344,Rewordable,2,72
39375,The Battle of Red Cliffs,3,81
277080,Titans,1,84
200957,NecronomiCORP,0,57
1896,The American Dream Game,2,55
130014,Hinge of Fate,0,31
7065,Pusher,2,74
178098,Sherwood's Legacy,3,58
138016,WordARound  Holiday,1,121
112462,Schlock Mercenary  Capital Offensive,2,80
23957,Stand at Mortain,7,142
17735,Jailbreak,3,82
7939,Vector,1,42
4894,Three For All!,1,50
117558,Escape  Fighting for Freedom,5,31
129038,Wolsung Steampunk Skirmish Game,3,37
147009,Zombie Kidz,2,159
8888,August Fury,1,37
254322,Marvel Strike Teams,0,45
6885,Rebels & Redcoats  Volume I,1,54
248385,IT Startup,1,45
5346,Skittle-Bowl,3,77
39998,Epic Trading Card Game,4,38
2263,Crusades II,1,58
231476,Robotech  Attack on the SDF-1,0,30
35635,Get to the Chopper!!!,4,48
2040,Trippples,4,165
107181,Scene It? Harry Potter  The Complete Cinematic Journey,0,57
137968,Schmovie,2,105
138729,Hull Breach  Loyalty & Vigilance,1,41
96564,Engage,10,37
143703,NanoBot Battle Arena,0,63
176642,\u3072\u3068\u3072\u3089 (Hitohira),1,39
151410,Cross Hares  Testing Ground,6,140
173408,Legends of Empires,1,54
69721,Scrabble Trickster,0,76
56195,Galaktico,2,44
14523,Sergeants! On the Eastern Front,0,78
255640,Vikings  Scourge of the North,1,45
1832,Spree! Hong Kong Edition,0,293
185244,Autumn,3,38
112445,Disaster Looms!,8,184
21457,CoverUp,3,76
184490,Mein Schatz,3,52
34195,Kawaguchi's Gamble  Edson's Ridge,1,48
21506,\u73e0\u74a3\u5999\u7b97,0,176
154633,Clue (Second Crime Scene Edition),1,250
10968,Crash Canyon,1,62
23643,Nine Navies War,1,48
6086,Okinawa,4,94
69,Bollox,3,42
5704,Capt'n Clever,3,317
19623,Handy,0,117
88045,From Overlord to Berlin,1,33
2889,Golem,3,32
261370,Sarah's Vision,0,52
270350,Fickle,1,46
209850,Riff Route,2,83
217344,Die G\u00e4rten von Versailles,0,59
256999,Project  ELITE,0,41
86433,Morphology,1,65
14299,Tunisie 1943,4,33
118051,Spinnengift und Kr\u00f6tenschleim,2,63
124918,Raid the Pantry,3,45
231575,Hero's Crossing,6,55
184247,Expedition Zetta,2,68
11983,FabFib,0,145
166650,Gingerdead House,4,203
5321,The Battle of the Little Big Horn,0,77
171665,Scotland Yard Junior,4,59
3402,Modigliani,1,36
2415,Tara,3,49
13771,Hellfire Pass,0,51
92177,Articulate! Your Life,0,84
8336,Top Speed,2,83
8965,Le Bloq,3,81
12562,Sunrise of Victory,1,42
246723,Krom,0,33
69582,Buzz It!,1,323
21666,Mad Scientist University,1,158
10308,The Campaigns of Frederick the Great,0,61
246346,Cat'astrophes,2,76
224815,Deca Slayer,0,42
163031,Cartography,3,74
98352,O \u00daltimo Grande Campe\u00e3o,3,80
286751,Zombicide (2nd Edition),3,41
5303,APBA Pro Hockey,2,63
9438,First Blood  The Guadalcanal Campaign,2,62
226237,RPGQuest  A Jornada do Her\u00f3i,1,35
192016,Castlecards,4,50
228509,TravelBattle,2,34
72373,R-Eco Recycle,0,60
243694,Cryptocurrency,1,55
29415,HeroCard Nightmare,1,105
116948,Cartoona,4,254
31887,AmuseAmaze,3,117
218943,WordSpiel,0,38
11160,Think  Memo Crime,0,87
249047,The Abandons,6,72
89807,Bradley's D-Day,2,30
35961,Beim Jupiter  G\u00f6ttliche Sticheleien,1,60
182225,Drinking Quest,2,71
10822,The Seven Years World War,1,41
145274,Quest  Awakening of Melior,3,37
6036,Tet '68,0,63
931,Intersection,3,39
155203,Nobody is Perfect  20th Anniversary Edition,0,34
2092,Elfengold,1,107
362,Elefantenparade,3,180
2304,Knock Out,1,89
2369,Fiasko,3,81
6146,S.F.3.D. Original,1,31
1079,Tokami,2,37
13742,Void 1.1,0,38
235252,GoTown,1,92
4427,Super Cluedo Challenge,2,180
273065,The Genius Square,2,31
130603,Start 11!  The Board Game,2,62
264157,Star Trek  Conflick in the Neutral Zone,1,38
12319,Quandary,1,54
4320,The Air-Eaters Strike Back!,0,47
680,Dune,3,323
144412,Power Play  Schemes & Skulduggery,2,36
127093,Stormy Seas,1,31
6920,The Omega War,2,42
246534,Rick and Morty  The Rickshank Rickdemption Deck-Building Game,1,41
30879,Police 07,2,86
201917,Mech Command RTS,2,37
183649,Escape the Nightmare,2,70
5723,Shattered States,1,46
154515,Vampir Mau Mau,3,94
162038,Private Die,0,47
17157,Forbidden,2,70
70597,Trollland,4,103
207335,Mandrago,1,33
238510,Keepers,0,46
257814,Cats,1,38
7354,Bomber,2,45
231331,Tilting at Windmills,2,45
11937,Red Army  The Destruction of Army Group Center,3,65
221643,Strawberry Ninja,4,236
220930,Optimates et Populares,0,35
165737,Flip 9,0,79
20610,Rapid Fire! (second edition),1,35
89898,Faux\u2022Cabulary,2,185
6995,Castle Danger,5,40
1082,Invers,5,99
113700,Dash! A whimsical race through Singapore,2,54
13919,Shiloh  The Battle for Tennessee,3,46
127433,Dahschur  Die Rote Pyramide,7,57
2205,The Lost World Jurassic Park Game,3,175
933,New Orleans Big Band,3,121
220674,Mercatores,0,54
32429,Mouse Match,1,64
187032,Lettow-Vorbeck East Africa 1914-1918,2,32
20302,Punch!,5,74
68201,Topology,2,37
268183,Warhammer  The Game of Fantasy Battles (5th Edition),0,31
24186,Treasure Fleet,1,66
182276,Marvel Heroclix  Infinity Challenge \u2013 Premiere Edition,1,38
2757,Marine  2002,1,82
8902,Das Quiz des 20. Jahrhunderts,0,32
136086,Die Welt  Singapur,0,54
3102,Banque Fatale,0,88
260307,Kaboom Universe,6,47
1716,Knights of the Air,2,203
36944,Electronic Guesstures,0,67
90375,Mieses Karma,4,92
241761,Timeline  Histoire de France,2,35
254759,Corruptia,5,31
4317,Mayday,1,144
19351,Dark Millennium  The Warhammer 40,0,96
142981,The Greek Civil War,2,34
54073,Fish Stix,1,72
5055,The Great War 1914-1918,1,40
147251,Lembitu,3,51
170583,Capture  A Medieval Wargame,1,35
38679,Tenka,2,55
130685,Construction Zone,2,128
245644,Kobold,2,30
3979,Wabanti,2,80
252712,Carrossel,1,51
63433,Tantrix Gobble,2,38
167238,Zombie Terror,0,45
203238,Tricky Dungeon,4,39
445,Die Osterinsel,1,207
30020,La Belle Alliance,2,49
5955,Patton Goes to War,0,52
194966,Among Thieves,1,37
10038,Fateful Lightning,0,33
101668,Time's Up! Green Edition,0,30
284082,Adventure Games  The Volcanic Island,2,31
192321,Rory's Story Cubes  Scooby Doo,0,33
192984,Revenge of the Dictators,4,221
2214,Saga,1,150
121043,Pass-Ackwords,1,43
103843,Fandooble,3,90
287222,Juices,1,50
200632,QANGO,3,131
4010,Bodyguard Overlord,1,35
179973,GobbleStones,1,105
21437,Agora Barcelona,0,41
2341,Confrontation,3,36
5778,Chancellorsville (second edition),2,102
1987,Emperor of China,2,108
102698,Hull Breach!,5,31
6897,The '45,0,62
3485,Anno Domini,5,133
12160,APBA American Saddle Racing,0,42
39324,Pass the Popcorn! Game,1,236
4593,Blooming Gardens,1,97
248196,Pumpkin Patch  Bad Seeds,2,50
176557,My Fair Princess,1,42
194088,\u03a6\u03c1\u03bf\u03c5\u03c4\u03bf\u03c3\u03b1\u03bb\u03ac\u03c4\u03b1,1,91
248421,Sonic the Hedgehog  Crash Course,4,46
125547,Grimoire Shuffle,2,59
182960,Termity,3,70
215389,Head of Mousehold,0,35
28522,Finger Ball,4,56
20543,Pirates!,3,179
208073,XYbrid,2,44
191999,Uglydoll Loonacy,1,41
202223,Zoop,2,72
291,Courtisans of Versailles,2,168
76442,Those Pesky Humans!,2,145
155577,Jungle Speed  20 Years,0,38
239452,Judge Dredd  Block War,1,56
16875,Darter,1,36
906,Abilene,4,131
55999,Les Nettoyeurs,3,31
229297,Before the Earth Explodes,1,59
8990,Bantu,3,50
98780,Aether Captains  The Search,1,51
169470,Lemuria,2,47
4764,Casino Yahtzee,3,98
17352,Subbuteo Cricket,1,47
176887,Perspective,5,103
234274,Wing It  The Game of Extreme Storytelling,1,39
166260,Demonslayer  Siege of Mt. Kunlun,2,61
9794,Rummoli,3,218
109786,Serica  Plains of Dust,3,35
191432,Town of Salem  The Card Game,2,89
6088,Rommel,5,59
174696,Hexx & Hopp,2,82
135107,Paradise Fallen  The Card Game,3,139
1590,Stocks and Bonds,9,581
12520,B\u00e9lisaire,1,36
19554,Plext,0,58
257924,Globe Twister,1,55
17557,Super Farmer,13,1147
14013,In Extremis,1,30
138201,They Who Were 8,3,153
25045,Mechaton   Giant Fighty Robots,4,42
26363,Nomads of Arabia  The Wandering Herds Game,3,82
783,Letter Head,1,81
89478,Imaginiff  10th Anniversary Edition,1,93
221982,Animagicians,2,37
11129,Krim  von Manstein's Battles for Sevastopol,1,57
9111,War of 1812,0,35
251405,Creatures and Cupcakes,1,48
269145,M\u016b,2,64
96266,Aether Captains  Triad,2,30
4021,Road to Richmond,4,104
179912,Gladiator  Quest for the Rudis,0,45
164022,On To Paris 1870-71  The Franco Prussian War,2,30
236577,Five Ravens,1,30
54986,duck! duck! SAFARI!,0,83
10084,Stuff Yer Face,3,47
79312,Zombie Survival  The Board Game,6,297
219348,Trivial Pursuit  Star Wars \u2013 The Black Series Edition,0,53
125608,The Current Number of the Beast,4,139
24994,Island of Death  Invasion of Malta,1,40
222741,DIG,3,91
129031,Relic Knights  Darkspace Calamity,2,49
229910,Gangs of Britannia,1,34
3036,Kung Fu 2100,3,72
186905,Monopoly  Pok\u00e9mon Kanto Edition,2,93
264326,K'uh Nah,2,36
87876,The Card Game of Oz,7,61
10394,Avalanche  The Salerno Landings,1,35
149459,Assaultous,0,35
6460,The Testimony of Jacob Hollow,4,237
254427,Incubation,2,62
7562,Monty's D-Day,1,61
161429,Who Stole the Cookie?,2,78
179581,Havenfall,1,35
182101,Dark Matter,5,64
69632,Murder In Greenrock Village Hotel,3,56
283259,Mint Condition,1,54
166341,7 & 7,3,54
257700,Munchkin Warhammer 40,0,49
6503,Harpoon  Captain's Edition,0,113
173240,Fruit Picking,0,40
200257,We Come in Peace,2,62
206437,Drinking Quest  Journey into Draught,1,70
166532,Cubo,4,257
17644,Rebels & Redcoats  Volume II,1,41
69761,Panzer General  Russian Assault,5,89
32333,Die Wiege der Renaissance,1,119
186089,Sapotagem,0,57
12672,It Came to Pass,3,68
192496,Clash of the Cards,3,48
198836,Tricky Wishes,7,874
5881,Tet Offensive,2,60
103937,If I'm Going Down...,4,108
18701,Ludus Gladiatorius,1,74
11925,Quizzle,0,33
10785,D-Day  The Great Crusade,1,44
269418,On The Rocks,2,34
184460,Back to the Future  An Adventure Through Time,2,181
134884,ZnajZnak,3,45
42188,Make 'n' Break CHALLENGE,1,59
198060,Lex in Lemniscate,1,39
258783,Into The Black Forest,2,33
31935,Scrabble Roll 'n Score,1,146
200836,Da Yunhe  Der Grosse Kaiserkanal,0,44
104558,Burdigala,0,84
185302,Xtronaut  The Game of Solar System Exploration,5,104
140600,Scalawag!,1,65
79216,Plateau X,2,94
58707,Truth Be Told,1,86
236827,Vudulhu,1,49
41305,Orchard  The Card Game,1,53
3617,Operation Pegasus,1,57
182581,Super Hazard Quest,1,53
650,Fairy Meat,1,84
2733,Stimmvieh,3,47
130202,Cock & Bull  The American Pub Game,1,57
1816,Mississippi,3,147
10264,The First Afghan War,1,46
230488,Hexcalibur,2,30
3812,Breakout & Pursuit,2,63
174491,Steam Court,2,36
8804,Stoner Fluxx,6,702
2319,Trade,2,34
11766,SS Amerika,1,55
7723,Yeoman,1,57
231315,Wanted  Rich or Dead,3,59
159384,Medieval Battle,0,30
291563,50 Clues  The Home Temple,1,53
24024,Attacktix Battle Figure Game  Transformers,1,47
8329,Pegasus Bridge  The Beginning of D-Day \u2013 June 6,1,118
185769,Remember When ...,1,38
227468,Ancient Artifacts,0,64
1378,Odysseus,4,209
151448,Danmaku!!,4,37
223286,Bullets and Teeth,3,70
56759,Tricky Trek,0,98
257994,Trappist One,5,46
257316,Weapon Wars,0,30
2284,Pennywise,2,104
152824,Enigm\u00e0rius,1,38
26582,X\u0113ko Mission  Madagascar,7,61
3064,CribbGolf,2,95
244939,Greedy Dragons,2,35
30261,Bushwhackin' Varmints out of Sergio's Butte,3,83
176634,Arcanya  Magic Academy,2,45
121787,RY\u016a,4,209
199800,Hatflings!,2,39
6771,Sceptre 1027 A.D.,3,44
52827,ZoxSo,6,52
1346,Crazy Race,1,145
1268,What's That on My Head?,3,40
206938,\u6416\u6efe\u5deb\u5947,2,46
23521,Ringgz,6,206
1364,Pillage & Plunder,0,68
37732,Boss Kito,3,172
103016,Expedition Sumatra  Dadu Dadu,0,32
153830,Wordy Word,1,74
196342,Word Porters \u5fc3\u96fb\u611f\u61c9,0,42
1952,Long Short,0,45
4172,Veracruz,1,138
10065,Pok\u00e9mon Master Trainer II,1,72
5226,Rocroi 1643,1,33
955,Super Giant Monster Showdown,1,91
1869,Sport of Kings,4,159
13979,The Big Push  The Battle of the Somme,2,48
8911,On to Moscow,0,52
175735,Rocca Town,0,34
173121,Pirato Poker,2,34
239621,Human Era,1,66
235760,Tribe,0,51
2720,Shooting Stars,0,53
2606,Pacific Patrol,1,65
18870,Wykersham,0,37
205156,Amis Cube,1,41
1045,Malawi,1,50
149332,Trivial Pursuit  World of Warcraft,1,79
84230,Pirates 2 ed.  Governor's Daughter,1,81
6509,The Oilman Game,2,83
38637,Age of Scheme  Routes to Riches,43,91
244725,Show & Tile,0,44
193854,Gnomi,2,48
21634,Cincinnati,1,97
160550,GodZ,1,84
10716,Kemps,6,80
11466,Peppino the Clown,2,30
127572,Battleship Live,1,44
25313,An Evening With Bram Stoker's Dracula,2,38
1985,Overturn,3,78
12455,Attila  Scourge O'God,0,38
24927,Scrabble Scramble To Go!,5,127
6478,Dictionary Dabble,0,40
147931,End of Atlantis  Revised Edition,0,63
13316,Operation Overlord  Normandy 1944 and Expansion,1,30
69233,Slot Siddersteen Het kaartspel,1,40
8571,Austerlitz 1805  Napoleon's Greatest Victory,3,94
238329,Dan and Phil's Truth Bombs,1,55
8326,The Fall of Rome,5,152
153723,Dr. McNinja's Legendary Showdown,5,124
87288,Cinco,3,102
3560,Ice War,1,122
8122,Konane,7,53
20954,Alpen Express,3,43
198044,Sign,1,59
8101,Team Yankee,0,120
104239,bezzerwizzer kompakt,1,40
39787,Bindle Rails,5,57
1029,Lieber bairisch sterben,2,38
8693,1918  Operation Michel \u2013 March 21-30,2,51
168077,Dragon Ball Z TCG (2014 edition),1,31
129322,Kaijudo,3,91
43693,Delve the Card Game,0,80
270269,Ninja Academy,1,69
183459,Halfling Feast,1,88
36751,DC HeroClix  Batman (Alpha),0,49
67037,Schatz der Kobolde,0,31
164778,Encounters  Bravest Warriors,1,70
191049,Smugglers,2,202
181390,Buttons,2,151
172465,Tabletop Pathologic,3,60
39802,Mountain of Inferno,3,175
235071,Re-Chord,1,39
170423,Comment j'ai adopt\u00e9 un gnou,1,34
86882,Medieval Mastery,3,156
164670,Mr House,1,90
263809,Zombie Bus,1,34
219988,In Tenebris Lux,1,57
149705,Croquet  A Cardboard Game,2,33
186265,Minecraft Card Game?,9,782
16673,Over the Top,0,31
16355,The Difference Between Women & Men,2,146
130053,Compatibility 15th Anniversary Edition,2,34
36510,The Game of Life Express,3,52
12662,To the Wolf's Lair!,0,32
4518,Sauerbaum,1,70
118627,Kalifiko,0,48
131199,Soluna,1,89
183305,Science Ninjas  Valence,1,48
12963,Succession  Intrigue in the Royal Court,3,272
166977,Gangster Dice,2,34
28253,C.S.A. America's Civil War 1861-1865,3,34
283353,Tee oder Kaffee,1,35
58696,Bugs,2,126
3528,Priceless,1,106
209053,Wicked Apples,1,34
791,L\u00f6wendynastie,2,82
40440,Sector 41,7,126
173336,Million Club,1,112
262141,Dungeon Brawler,2,38
90855,Scavengers,3,85
194231,Poker Assault,1,56
35254,Monopoly  Indiana Jones,1,90
2826,Jackpot Yahtzee,0,80
9759,Outta Control,0,33
99062,Famous Divisions  Grossdeutschland Panzer,0,36
205496,PaiMiahhh,1,34
144874,Trailer Park Boys Board Game,0,41
18791,Star Wars  Attack of the Clones Card Game,2,105
253862,Little Monster That Came For Lunch And Stayed For Tea,2,52
256151,Veracruz 1631,1,40
203673,Complicated Board Game the Card Game,0,46
37099,Bharg,5,63
5668,Mini Mastermind,4,443
187834,Come To Fishing Village!,0,58
10906,Beggars and Thieves,4,55
13593,Drive on Damascus,1,41
803,Dragonhunt,5,238
12679,Scottish Highland Whisky Race,0,60
145586,sQuizz,1,42
212883,Tzulan Quest,1,49
187000,Block Out!,1,51
84017,Football Leader,8,30
14137,Party Animals,2,114
271043,UNDO  Blood in the Gutter,2,152
29736,Little Italy,12,248
30021,Wavre,3,42
186142,Mythomakya,0,58
1632,Shapeshifters,2,75
1012,Die Magier,4,139
2354,Scan,0,63
8363,Turning Point  The Battle of Stalingrad,0,52
248366,Brutality,2,49
277017,Colourbrain  Disney Edition,0,49
270237,Red Peak,0,46
16617,The Wilderness Campaign  Lee vs. Grant,0,37
5492,Zar,3,42
35137,Bezzerwizzer Familieudgave,1,75
510,Eschnapur,1,205
60574,Mausgeflippt,3,111
2160,Robots!,1,58
99880,Drop Site,4,71
5223,Champs de Bataille II  La bataille de Kadesh,2,30
94456,Color Stix,1,40
848,Tip Tap,1,93
256792,The Oregon Trail Game  Journey to Willamette Valley,0,97
216367,Taiwan Monsters Brawl,3,47
28596,GridIron Master,0,47
220199,Snappy Dressers,2,73
26795,Day of the Chariot  Kadesh,1,57
36413,Pressure Point,1,68
89972,15,2,102
7815,Secrets of the Deep,2,82
5743,Win Place Show,0,34
151416,Creative Clash,0,79
412,Yukon Company,0,45
9062,Borodino '41,1,49
4971,Viva Espa\u00f1a,2,39
17119,Head-to-Head Poker,1,195
410,D'raf,0,78
93997,Mille et un tr\u00e9sors,3,42
164975,Bloody Sands Dice,2,32
4855,Crazy Race,2,61
209322,Sabbat Magica,2,32
124248,T\u00f3ncc,8,41
1698,X-Men  Under Siege,2,214
1140,Ballonrennen,4,108
11469,Phalanx,2,42
158967,Kaleido,0,47
173372,Hawken  Real-Time Card Game \u2013 Sharpshooter vs. Bruiser,1,36
220124,5ive  King's Court,5,42
24025,Attacktix Battle Figure Game Marvel Superheroes,1,71
140675,Enchanted Cupcake Party Game,2,82
89386,Quiz  Iisen Ikima Show !,2,40
256589,Rallyman  GT,2,30
179560,Wo ist bitte Umtata? Die schr\u00e4gen Seiten Europas,0,60
156406,The Chronicles of Dragon Wing,2,30
231368,Arboria,0,54
6982,Mission Command Air,4,242
15311,Halli Galli Extreme,8,267
2917,Age of Chivalry,3,55
218615,Tropico,2,41
238041,CLUE  The Legend of Zelda,0,32
138127,Night Eternal  The Game,0,67
3358,Affenraffen,1,88
171543,Pronto,0,60
220541,Museum Heist,0,71
164201,Okoshki,0,35
18256,Quartile,0,31
230146,Obelisk,0,33
13299,1918  Imperial Germany's Last Chance,0,44
269623,Unicorn Glitterluck  Cloud Stacking,3,34
218489,Clutch Baseball,1,51
236199,Steven Universe y las Gemas de Cristal,1,32
56208,The Lash of the Turk,2,34
1873,Babylon 5  The Board Game \u2013 2259 Edition,4,200
190264,Eye Found It  Journey Through Time,1,64
1331,Showdown Yahtzee,2,171
154674,Castle Assault,2,90
100278,Tripolo,3,36
3954,Baseball Strategy,5,209
24109,Monkey Auto Races,11,31
260,Starship Troopers  Prepare For Battle!,3,197
108079,Bibliogamo,1,45
263763,Stworze International Edition,4,31
159865,Tark Mees Taskus,0,83
64656,Wampum,3,109
33359,Weilong,4,106
201560,Neverland's Legacy,0,36
164091,Reis de Portugal,0,38
132322,Snug as a Bug in a Rug,1,42
34311,Strategy & Tactics #255  First Battle of Britain,1,38
4379,Bug-Eyed Monsters,1,77
67034,VeloCity,4,131
158774,Psychological Warfare,2,52
1004,Der Feuersalamander,2,91
24280,Mimic,3,95
282287,Rescue Animals,0,36
189434,Lab Wars,4,92
25569,Spicy Farkel,1,75
166648,Imagidice!,1,39
185246,AGES,1,36
16018,Greek Tragedy,1,47
1753,Im M\u00e4rchenwald,0,129
225740,Skull Port,3,39
203215,Robit Riddle  Storybook Adventures,1,40
155113,Ark of Animals,2,60
4413,Star Trek III,1,103
190047,Into the Black  Boarding Party,3,32
126213,When Zombies Attack!,1,54
156023,El Cin\u00e9filo,1,39
256391,Queen Bee,0,36
519,Mush,2,115
131346,New York Kings,2,36
179304,Fisticuffs!,0,36
174218,You're Fired!,1,38
22266,Zig-Zag,5,326
7254,The Battle of Shiloh  Grant vs. Johnston,0,46
227316,Lost in Time,1,47
100015,Zoom Zoom Ka-Boom!!,4,35
7366,Flix,1,46
116735,Oil War  Iran Strikes,2,31
7557,Battlegame Book 1  The Wild West,1,39
191906,Family Flutter-By,1,92
32598,Manimals  Dinos 1,1,39
102792,Zero,1,174
9915,Denain 1712,2,37
149112,Kill Shakespeare,4,107
140179,De Poorters van Nieuwstad,6,135
203002,Zampa La Granja,0,46
145578,CLUE  The Big Bang Theory,4,220
280143,Volcanic Isle,1,31
10634,Napoleon and the Archduke Charles  The Battle of Abensberg,1,79
56410,Activity kompakt,1,68
289018,On a Scale of One to T-Rex,1,30
172159,King's Champion,1,40
158341,Zaginione Dziedzictwo  Wie\u017ca Bia\u0142oz\u0142ota,0,51
183839,Flip a Bird,3,77
180295,Smoke & Mirrors,0,44
86538,Black Stories 6,1,64
199497,Squirmish  The Card Game of Brawling Beasties,1,38
183528,Captain Black,1,48
266842,The Walking Dead  Something to Fear,2,33
97582,Kwizniac Kidz,0,54
164428,Ultimate Scheme,2,35
8043,Gear Krieg Wargame,0,30
166246,Sifaka,2,47
2474,G\u00f6tterd\u00e4mmerung,1,51
3108,Goblin,0,42
154681,Flizz & Miez,5,76
9853,Champs de Bataille IV  Asie,1,32
165640,Crop Cycle,0,35
35354,Dry Gulch Junction,1,52
17967,Origins of World War I,5,35
17958,Aargh!,2,71
33801,UNO  The Simpsons \u2013 Special Edition Card Game,0,126
147136,Elemental Blast  Gold Edition,1,58
