objectid,cat1,cat2,cat3,cat3,cat4,cat5
218615,card,NaN,NaN,NaN,NaN,NaN
238041,Bluffing, Deduction, murder_mystery, Adaptation,NaN,NaN
138127,Adaptation,NaN,NaN,NaN,NaN,NaN
3358,Animals, Childrens Game, Memory,NaN,NaN,NaN
171543,Word Game,NaN,NaN,NaN,NaN,NaN
220541,Bluffing,NaN,NaN,NaN,NaN,NaN
164201,card,NaN,NaN,NaN,NaN,NaN
18256,strategy, Math, Number,NaN,NaN,NaN
230146,strategy, Maze, Print & Play,NaN,NaN,NaN
13299,War, War,NaN,NaN,NaN,NaN
269623,Dexterity, Childrens Game, Fantasy,NaN,NaN,NaN
218489,Collectible, Sports,NaN,NaN,NaN,NaN
236199,Adventure, card, Childrens Game, Adaptation,NaN,NaN
56208,Renaissance, War,NaN,NaN,NaN,NaN
1873,card, Economic, Exploration, Adaptation, Negotiation, Political
190264,Childrens Game, Educational, Memory,NaN,NaN,NaN
1331,Dice,NaN,NaN,NaN,NaN,NaN
154674,card, Fantasy, Medieval, War,NaN,NaN
100278,Animals, Childrens Game, Educational,NaN,NaN,NaN
3954,Dice, Math, Memory, Sports,NaN,NaN
24109,Dexterity, Racing,NaN,NaN,NaN,NaN
260,Adaptation, Sci_Fi, War,NaN,NaN,NaN
108079,Medieval, Print & Play, Renaissance,NaN,NaN,NaN
263763,Adventure, Ancient, Fantasy, Mythology,NaN,NaN
159865,card, Educational, Party Game, Real-time, Trivia,NaN
64656,card,NaN,NaN,NaN,NaN,NaN
33359,Dice, Mythology, Print & Play,NaN,NaN,NaN
201560,Adventure, Dice, Fantasy, Adaptation, Pirates,NaN
164091,card,NaN,NaN,NaN,NaN,NaN
132322,Animals, Childrens Game, Dice,NaN,NaN,NaN
34311,Aviation, War, War,NaN,NaN,NaN
4379,Sci_Fi, War,NaN,NaN,NaN,NaN
67034,Racing,NaN,NaN,NaN,NaN,NaN
158774,card,NaN,NaN,NaN,NaN,NaN
1004,Deduction, Fantasy, Memory,NaN,NaN,NaN
24280,strategy, card,NaN,NaN,NaN,NaN
282287,Animals, Dice, Environmental, Real-time,NaN,NaN
189434,Educational, Party Game, Sci_Fi,NaN,NaN,NaN
25569,Dice, Math,NaN,NaN,NaN,NaN
166648,Dice,NaN,NaN,NaN,NaN,NaN
185246,Ancient, War, Medieval, War, War,NaN
16018,War, War,NaN,NaN,NaN,NaN
1753,Childrens Game,NaN,NaN,NaN,NaN,NaN
225740,card, Dice, Pirates,NaN,NaN,NaN
203215,Adventure, Book, Sci_Fi,NaN,NaN,NaN
155113,Animals, Childrens Game, Humor, Real-time, Religious,NaN
4413,Adventure, Economic, Adaptation, Sci_Fi, War,NaN
190047,Dice, Exploration, Pirates, Sci_Fi,NaN,NaN
126213,Dice, Horror, Party Game, Zombies,NaN,NaN
156023,Adaptation, Party Game, Trivia,NaN,NaN,NaN
256391,Animals, card, Dice, Fighting, Miniatures,NaN
519,Racing,NaN,NaN,NaN,NaN,NaN
131346,Mafia,NaN,NaN,NaN,NaN,NaN
179304,card, Fighting, Humor, Party Game,NaN,NaN
174218,card, Deduction, Humor,NaN,NaN,NaN
22266,Dexterity, Bluffing, card, Racing, Real-time,NaN
7254,American War, War,NaN,NaN,NaN,NaN
227316,Ancient, card, Educational, Medieval, War, War
100015,Racing,NaN,NaN,NaN,NaN,NaN
7366,strategy, Dexterity,NaN,NaN,NaN,NaN
116735,War, War,NaN,NaN,NaN,NaN
7557,War, Fighting, Trains, War,NaN,NaN
191906,Animals, Childrens Game, Real-time,NaN,NaN,NaN
32598,Animals, card, Childrens Game, Educational, Real-time,NaN
102792,Party Game, Trivia,NaN,NaN,NaN,NaN
9915,Age of Reason, War,NaN,NaN,NaN,NaN
149112,Adaptation,NaN,NaN,NaN,NaN,NaN
140179,Economic, industry_manuf, Medieval,NaN,NaN,NaN
203002,Animals, Childrens Game, Memory,NaN,NaN,NaN
145578,Deduction, murder_mystery,NaN,NaN,NaN,NaN
280143,Arcane Wonders, Pendragon Game Studio,NaN,NaN,NaN,NaN
10634,War, War,NaN,NaN,NaN,NaN
56410,card, Party Game,NaN,NaN,NaN,NaN
289018,Humor, Party Game,NaN,NaN,NaN,NaN
172159,card, Dice, Fighting, Medieval,NaN,NaN
158341,Bluffing, card, Deduction,NaN,NaN,NaN
183839,card,NaN,NaN,NaN,NaN,NaN
180295,Bluffing,NaN,NaN,NaN,NaN,NaN
86538,card, Deduction, Horror, Humor, murder_mystery, Party Game
199497,card, Childrens Game, Fighting, Humor,NaN,NaN
183528,Adventure, Childrens Game, Electronic, Pirates,NaN,NaN
266842,card, Adaptation, Zombies,NaN,NaN,NaN
97582,Trivia,NaN,NaN,NaN,NaN,NaN
164428,Humor, secret_agent,NaN,NaN,NaN,NaN
8043,Collectible, Miniatures, War, War,NaN,NaN
166246,Animals, card,NaN,NaN,NaN,NaN
2474,War, War,NaN,NaN,NaN,NaN
3108,Fantasy, Print & Play, War,NaN,NaN,NaN
154681,Animals, Childrens Game, Racing, Sports,NaN,NaN
9853,Medieval, War,NaN,NaN,NaN,NaN
165640,card, Educational, Farming,NaN,NaN,NaN
35354,American West, card, City Building,NaN,NaN,NaN
17967,Political, Print & Play, War, War,NaN,NaN
17958,Childrens Game, Memory, Pirates,NaN,NaN,NaN
33801,card, Adaptation,NaN,NaN,NaN,NaN
147136,card, Fantasy, Party Game,NaN,NaN,NaN
134618,Puzzle,NaN,NaN,NaN,NaN,NaN
137179,card, Print & Play,NaN,NaN,NaN,NaN
283699,strategy, Fantasy, Mythology,NaN,NaN,NaN
142158,Childrens Game,NaN,NaN,NaN,NaN,NaN
7799,American War, War,NaN,NaN,NaN,NaN
171889,Animals, Dice, Racing,NaN,NaN,NaN
1341,card,NaN,NaN,NaN,NaN,NaN
168457,strategy,NaN,NaN,NaN,NaN,NaN
34692,Adventure, Childrens Game, Educational, Exploration, Prehistoric,NaN
10780,Dexterity, card, Childrens Game, Dice, Adaptation,NaN
136415,Animals, Bluffing, card, Childrens Game,NaN,NaN
171912,card, Deduction, murder_mystery,NaN,NaN,NaN
28050,strategy,NaN,NaN,NaN,NaN,NaN
29146,(Public Domain), (Self-Published),NaN,NaN,NaN,NaN
8728,Maze, Miniatures, Sci_Fi,NaN,NaN,NaN
230130,Bluffing, card, Deduction, Fantasy, Horror, Mafia
91653,Animals, card, Childrens Game, Memory,NaN,NaN
4780,card, Fantasy, Adaptation,NaN,NaN,NaN
6507,War, War, War,NaN,NaN,NaN
159041,Economic, Medieval,NaN,NaN,NaN,NaN
10266,Ancient, Medieval, Miniatures, Renaissance, War,NaN
111097,card, Adaptation,NaN,NaN,NaN,NaN
5343,Dexterity, Childrens Game, Deduction,NaN,NaN,NaN
219502,Bluffing, Medieval,NaN,NaN,NaN,NaN
180,strategy, card,NaN,NaN,NaN,NaN
116194,Dexterity, card, Humor, Party Game,NaN,NaN
59309,Childrens Game, Memory,NaN,NaN,NaN,NaN
147616,strategy, Deduction, War, Pirates,NaN,NaN
69347,strategy,NaN,NaN,NaN,NaN,NaN
195158,Horror, Miniatures, War, Zombies,NaN,NaN
36790,Bluffing, card,NaN,NaN,NaN,NaN
160871,War,NaN,NaN,NaN,NaN,NaN
66197,Sports,NaN,NaN,NaN,NaN,NaN
37103,strategy,NaN,NaN,NaN,NaN,NaN
40006,Dexterity, Childrens Game,NaN,NaN,NaN,NaN
131812,card, Humor, Adult, Party Game, Print & Play, Word Game
220980,card, Sci_Fi,NaN,NaN,NaN,NaN
36985,strategy, Environmental,NaN,NaN,NaN,NaN
25246,strategy, Game System, Puzzle,NaN,NaN,NaN
5933,War, War, Political, War,NaN,NaN
200314,Bluffing, card, Horror, murder_mystery,NaN,NaN
237153,Dexterity, card, Expansion for Base-game, Party Game,NaN,NaN
30286,strategy, Territory Building,NaN,NaN,NaN,NaN
9973,War, War,NaN,NaN,NaN,NaN
24483,card, Real-time,NaN,NaN,NaN,NaN
37686,Memory, murder_mystery, Party Game,NaN,NaN,NaN
234614,Dice,NaN,NaN,NaN,NaN,NaN
2159,Racing,NaN,NaN,NaN,NaN,NaN
12629,American War, War,NaN,NaN,NaN,NaN
145653,card, Fantasy,NaN,NaN,NaN,NaN
175867,card, Deduction, secret_agent,NaN,NaN,NaN
31401,card, City Building, Medieval,NaN,NaN,NaN
7650,War, War,NaN,NaN,NaN,NaN
94476,card, City Building, Economic, Print & Play, Renaissance,NaN
188793,Fantasy, Adaptation, Trivia,NaN,NaN,NaN
173752,Bluffing, card, Deduction, Math,NaN,NaN
247567,Dice, War, War,NaN,NaN,NaN
10776,Medieval, War,NaN,NaN,NaN,NaN
7931,War,NaN,NaN,NaN,NaN,NaN
80908,card, Puzzle, Real-time,NaN,NaN,NaN
159573,Animals, Childrens Game,NaN,NaN,NaN,NaN
2597,Animals, Adaptation, Sci_Fi,NaN,NaN,NaN
282,Medieval, War,NaN,NaN,NaN,NaN
235899,Animals, Humor, Mafia,NaN,NaN,NaN
243757,card, Deduction,NaN,NaN,NaN,NaN
202581,card, Fantasy,NaN,NaN,NaN,NaN
43802,War, War,NaN,NaN,NaN,NaN
257598,Adaptation, Puzzle, Real-time,NaN,NaN,NaN
271774,card,NaN,NaN,NaN,NaN,NaN
166215,card, Fantasy,NaN,NaN,NaN,NaN
207764,card, Party Game,NaN,NaN,NaN,NaN
171663,strategy, Medieval,NaN,NaN,NaN,NaN
28017,Bluffing, Educational, Party Game, Word Game,NaN,NaN
155484,card, Economic, Memory,NaN,NaN,NaN
2362,Fantasy, Fighting, Miniatures,NaN,NaN,NaN
73244,War, War,NaN,NaN,NaN,NaN
85338,card, Pirates,NaN,NaN,NaN,NaN
23920,strategy, Economic, Medieval, Territory Building,NaN,NaN
157995,strategy,NaN,NaN,NaN,NaN,NaN
7921,American West, Childrens Game,NaN,NaN,NaN,NaN
216301,card, Deduction, murder_mystery,NaN,NaN,NaN
179,strategy,NaN,NaN,NaN,NaN,NaN
829,card, Humor, Music, Party Game,NaN,NaN
355,KOSMOS,NaN,NaN,NaN,NaN,NaN
27007,War, Political, Print & Play, War,NaN,NaN
57865,card, Collectible, Fantasy,NaN,NaN,NaN
15676,strategy,NaN,NaN,NaN,NaN,NaN
20050,card, Horror, Memory, Adaptation,NaN,NaN
197433,Deduction,NaN,NaN,NaN,NaN,NaN
173514,Adventure, Exploration, Fantasy, Fighting, Humor,NaN
18023,American Revolutionary War, Print & Play, War,NaN,NaN,NaN
226736,card, Print & Play, Space Exploration,NaN,NaN,NaN
35763,Dexterity, card,NaN,NaN,NaN,NaN
86849,Dexterity, Sports,NaN,NaN,NaN,NaN
150971,card, Renaissance,NaN,NaN,NaN,NaN
30370,Sci_Fi,NaN,NaN,NaN,NaN,NaN
5135,Bluffing, Party Game, Trivia,NaN,NaN,NaN
3155,strategy, Dexterity,NaN,NaN,NaN,NaN
15267,Educational, Math, Adaptation, Puzzle, Word Game,NaN
7522,War, War,NaN,NaN,NaN,NaN
162888,card, Fantasy,NaN,NaN,NaN,NaN
36554,Animals, Childrens Game, Memory,NaN,NaN,NaN
145897,Party Game,NaN,NaN,NaN,NaN,NaN
173253,card, Deduction, Horror, Humor, murder_mystery, Party Game
204429,card, Exploration,NaN,NaN,NaN,NaN
1649,Sci_Fi, War,NaN,NaN,NaN,NaN
86025,card, Pirates,NaN,NaN,NaN,NaN
1744,Dexterity, Childrens Game, Fantasy, Party Game, Real-time,NaN
7986,card, Memory, Racing,NaN,NaN,NaN
268762,Animals, card,NaN,NaN,NaN,NaN
28238,Animals, Childrens Game, Memory,NaN,NaN,NaN
10605,strategy, Bluffing, Deduction, Medieval, Memory, War
9913,Ancient, War,NaN,NaN,NaN,NaN
118539,Fighting, Medieval, Negotiation, Political,NaN,NaN
46925,Medieval,NaN,NaN,NaN,NaN,NaN
151191,card,NaN,NaN,NaN,NaN,NaN
16471,Medieval, War,NaN,NaN,NaN,NaN
225689,card, War,NaN,NaN,NaN,NaN
5167,strategy,NaN,NaN,NaN,NaN,NaN
188198,Bluffing, card, Deduction,NaN,NaN,NaN
136029,Trivia,NaN,NaN,NaN,NaN,NaN
29286,American War, Bluffing, Deduction, Memory,NaN,NaN
6042,War, War,NaN,NaN,NaN,NaN
39029,strategy, Medieval, Print & Play,NaN,NaN,NaN
5396,Pirates,NaN,NaN,NaN,NaN,NaN
73245,War, War,NaN,NaN,NaN,NaN
8201,Adventure, card, Racing, Travel,NaN,NaN
27751,strategy, card, Educational,NaN,NaN,NaN
8816,card, Fantasy, Real-time,NaN,NaN,NaN
184351,Animals, card, Environmental,NaN,NaN,NaN
134279,card, Mafia,NaN,NaN,NaN,NaN
112210,Adventure, Adaptation, Sci_Fi,NaN,NaN,NaN
193695,Bluffing, card, Humor, War, Negotiation, Party Game
148,Bluffing, Medieval,NaN,NaN,NaN,NaN
115370,card,NaN,NaN,NaN,NaN,NaN
127434,Ancient, Transportation,NaN,NaN,NaN,NaN
37391,Deduction, Dice, murder_mystery,NaN,NaN,NaN
35508,Medieval, War,NaN,NaN,NaN,NaN
20952,Animals, card, Childrens Game, Number,NaN,NaN
42685,strategy,NaN,NaN,NaN,NaN,NaN
130223,Animals, Dice,NaN,NaN,NaN,NaN
6049,War,NaN,NaN,NaN,NaN,NaN
33958,card,NaN,NaN,NaN,NaN,NaN
120770,card, Fighting,NaN,NaN,NaN,NaN
120444,Exploration, Fighting, Miniatures, Sci_Fi,NaN,NaN
7683,strategy,NaN,NaN,NaN,NaN,NaN
819,card, Humor, Medical,NaN,NaN,NaN
166183,Renaissance,NaN,NaN,NaN,NaN,NaN
2836,strategy, Dice, Fantasy,NaN,NaN,NaN
14468,Post-War, War,NaN,NaN,NaN,NaN
137780,Dexterity, card, Party Game, Trivia,NaN,NaN
140861,Dexterity, Adventure, War,NaN,NaN,NaN
36698,Medieval, War,NaN,NaN,NaN,NaN
37307,Animals, Childrens Game, Memory,NaN,NaN,NaN
84609,Party Game,NaN,NaN,NaN,NaN,NaN
141577,card, Childrens Game, Party Game, Word Game,NaN,NaN
163963,card, Sci_Fi,NaN,NaN,NaN,NaN
164829,Economic,NaN,NaN,NaN,NaN,NaN
10304,Ancient, War,NaN,NaN,NaN,NaN
33624,Dice, Party Game, Trivia,NaN,NaN,NaN
1167,Bluffing, Racing,NaN,NaN,NaN,NaN
12870,card,NaN,NaN,NaN,NaN,NaN
105004,strategy,NaN,NaN,NaN,NaN,NaN
228,card, Fighting,NaN,NaN,NaN,NaN
4574,Party Game, Word Game,NaN,NaN,NaN,NaN
146999,Dexterity,NaN,NaN,NaN,NaN,NaN
233080,strategy, Bluffing, card, Deduction, Fantasy, Game System
144631,Bluffing,NaN,NaN,NaN,NaN,NaN
35167,strategy,NaN,NaN,NaN,NaN,NaN
13328,strategy,NaN,NaN,NaN,NaN,NaN
144420,card, Adaptation, Party Game,NaN,NaN,NaN
2299,Economic, Political, Renaissance, Transportation, War,NaN
6748,card,NaN,NaN,NaN,NaN,NaN
258752,card, Number,NaN,NaN,NaN,NaN
231872,card, Fantasy, Medieval, Print & Play,NaN,NaN
67609,Dice, Mythology, Racing,NaN,NaN,NaN
273699,card, Fantasy,NaN,NaN,NaN,NaN
28454,Humor, Party Game, Word Game,NaN,NaN,NaN
6939,Age of Reason, American Revolutionary War, War,NaN,NaN,NaN
38334,strategy, Memory,NaN,NaN,NaN,NaN
175086,strategy, card, Fighting, Number,NaN,NaN
124757,card, Sports,NaN,NaN,NaN,NaN
268185,Fantasy, Miniatures, War,NaN,NaN,NaN
8979,Party Game, Puzzle, Trivia, Word Game,NaN,NaN
4983,Fantasy, Adaptation,NaN,NaN,NaN,NaN
179813,City Building, Transportation, Travel,NaN,NaN,NaN
252883,card, Adaptation, Fantasy, Fighting,NaN,NaN
84453,strategy,NaN,NaN,NaN,NaN,NaN
9350,Fantasy, Horror,NaN,NaN,NaN,NaN
66969,Ancient, Bluffing, card, Fantasy, War, Negotiation
1650,Adventure, Fantasy, Adaptation, Adaptation,NaN,NaN
165044,card, Space Exploration, War,NaN,NaN,NaN
1474,card,NaN,NaN,NaN,NaN,NaN
69356,card, Religious,NaN,NaN,NaN,NaN
5858,Deduction, Memory, Party Game,NaN,NaN,NaN
220478,Animals, card, Humor, Party Game,NaN,NaN
54707,Deduction, Transportation,NaN,NaN,NaN,NaN
18765,Music, Party Game,NaN,NaN,NaN,NaN
227599,Dice, Party Game,NaN,NaN,NaN,NaN
257045,Bluffing, Deduction, Sci_Fi,NaN,NaN,NaN
7622,War, War,NaN,NaN,NaN,NaN
125148,Dice, Adult, Real-time,NaN,NaN,NaN
141997,Mythology, Negotiation, Real-time,NaN,NaN,NaN
271759,Blue Orange (EU),NaN,NaN,NaN,NaN,NaN
5193,Medieval, War,NaN,NaN,NaN,NaN
18843,card, Fantasy, Fighting,NaN,NaN,NaN
3620,Economic, Trains, Transportation,NaN,NaN,NaN
238968,Adventure, Horror, Miniatures, murder_mystery,NaN,NaN
155406,card, Collectible, Sports,NaN,NaN,NaN
153478,Childrens Game, Real-time,NaN,NaN,NaN,NaN
24485,Dexterity, Party Game, Trivia,NaN,NaN,NaN
7464,Bluffing, card, War, War, War,NaN
19793,Trains,NaN,NaN,NaN,NaN,NaN
7956,Racing,NaN,NaN,NaN,NaN,NaN
129313,War, War,NaN,NaN,NaN,NaN
38263,card, Educational, Memory,NaN,NaN,NaN
4878,Deduction, murder_mystery,NaN,NaN,NaN,NaN
4163,card, Fantasy, Fighting,NaN,NaN,NaN
64431,card,NaN,NaN,NaN,NaN,NaN
879,Racing,NaN,NaN,NaN,NaN,NaN
2207,City Building, Economic, Negotiation,NaN,NaN,NaN
169768,card, Sci_Fi,NaN,NaN,NaN,NaN
175263,strategy, Animals, Dice, Number,NaN,NaN
182400,Humor,NaN,NaN,NaN,NaN,NaN
41496,Dexterity, Animals, Childrens Game, Educational,NaN,NaN
4012,War, War,NaN,NaN,NaN,NaN
63779,Real-time, Sci_Fi,NaN,NaN,NaN,NaN
172168,Dice,NaN,NaN,NaN,NaN,NaN
156077,Dexterity, American West, card,NaN,NaN,NaN
249289,card, Real-time,NaN,NaN,NaN,NaN
181615,Dexterity, Real-time,NaN,NaN,NaN,NaN
1277,strategy,NaN,NaN,NaN,NaN,NaN
132532,Dexterity, Animals, Childrens Game, Educational, War,NaN
44715,Animals, Childrens Game,NaN,NaN,NaN,NaN
165417,card, Negotiation, Pirates,NaN,NaN,NaN
155440,card,NaN,NaN,NaN,NaN,NaN
5258,Adventure, Adaptation, Real-time, Sci_Fi,NaN,NaN
2864,Economic, industry_manuf,NaN,NaN,NaN,NaN
162974,strategy, Dice,NaN,NaN,NaN,NaN
37743,Party Game,NaN,NaN,NaN,NaN,NaN
109643,Civilization, War,NaN,NaN,NaN,NaN
188753,Childrens Game, Dice, Fantasy, Sci_Fi,NaN,NaN
94916,card, Print & Play, Zombies,NaN,NaN,NaN
57458,LudoArt Verlag,NaN,NaN,NaN,NaN,NaN
41788,War, War,NaN,NaN,NaN,NaN
32086,War, War,NaN,NaN,NaN,NaN
1680,card,NaN,NaN,NaN,NaN,NaN
195476,card,NaN,NaN,NaN,NaN,NaN
36412,Fantasy, Fighting, Print & Play,NaN,NaN,NaN
19127,card,NaN,NaN,NaN,NaN,NaN
129625,Bluffing, card, Deduction,NaN,NaN,NaN
3993,Fantasy, Horror, War,NaN,NaN,NaN
231960,Party Game, Puzzle,NaN,NaN,NaN,NaN
24020,War, War,NaN,NaN,NaN,NaN
254195,Adaptation, Adaptation, Trivia,NaN,NaN,NaN
176400,card, Dice, Medieval, Negotiation, Political,NaN
2400,Bluffing, Fighting, Mafia, Negotiation,NaN,NaN
6414,card, Deduction,NaN,NaN,NaN,NaN
164202,card, Humor,NaN,NaN,NaN,NaN
2428,American War, War,NaN,NaN,NaN,NaN
184266,Economic,NaN,NaN,NaN,NaN,NaN
148522,Adventure, Dice, Fantasy,NaN,NaN,NaN
14077,Adventure, Exploration, Fantasy, Fighting, Miniatures,NaN
5335,American War, War,NaN,NaN,NaN,NaN
174943,strategy, Fighting, Medieval,NaN,NaN,NaN
219661,strategy, Farming, Print & Play,NaN,NaN,NaN
158163,card, Zombies,NaN,NaN,NaN,NaN
234615,Dice,NaN,NaN,NaN,NaN,NaN
22407,Medieval, Political, War,NaN,NaN,NaN
139728,card, Racing, Sports,NaN,NaN,NaN
192201,Piatnik,NaN,NaN,NaN,NaN,NaN
163688,Arabian, Dice, Economic, Print & Play, Racing,NaN
69973,Party Game,NaN,NaN,NaN,NaN,NaN
32688,Electronic, Adaptation, Party Game, Trivia,NaN,NaN
27781,Aviation, card, Transportation, Travel,NaN,NaN
94363,strategy,NaN,NaN,NaN,NaN,NaN
73240,War, War,NaN,NaN,NaN,NaN
164808,strategy,NaN,NaN,NaN,NaN,NaN
96672,card, Adaptation,NaN,NaN,NaN,NaN
286533,card,NaN,NaN,NaN,NaN,NaN
213578,Adventure, Fantasy, Fighting, Miniatures,NaN,NaN
1570,War, War,NaN,NaN,NaN,NaN
244584,Party Game,NaN,NaN,NaN,NaN,NaN
19540,strategy,NaN,NaN,NaN,NaN,NaN
1622,strategy,NaN,NaN,NaN,NaN,NaN
9668,Trivia, Word Game,NaN,NaN,NaN,NaN
85948,strategy,NaN,NaN,NaN,NaN,NaN
4677,American War, War,NaN,NaN,NaN,NaN
127994,card, Adaptation, Sci_Fi,NaN,NaN,NaN
119193,card,NaN,NaN,NaN,NaN,NaN
175742,Dexterity, card, Sci_Fi,NaN,NaN,NaN
154244,American War, Zombies,NaN,NaN,NaN,NaN
11127,War, War,NaN,NaN,NaN,NaN
253568,card, Medieval, Negotiation,NaN,NaN,NaN
258818,Dexterity, Childrens Game, Real-time,NaN,NaN,NaN
3500,Memory,NaN,NaN,NaN,NaN,NaN
172480,Childrens Game, Deduction, Electronic,NaN,NaN,NaN
126168,card, Sci_Fi,NaN,NaN,NaN,NaN
21412,Party Game,NaN,NaN,NaN,NaN,NaN
242742,card, Maze,NaN,NaN,NaN,NaN
4048,American War, War,NaN,NaN,NaN,NaN
224039,Deduction, Sci_Fi, secret_agent, War,NaN,NaN
127258,Deduction, Fantasy, Mythology, Party Game,NaN,NaN
1528,Game System,NaN,NaN,NaN,NaN,NaN
91440,Dexterity, Childrens Game,NaN,NaN,NaN,NaN
806,Trains,NaN,NaN,NaN,NaN,NaN
156224,card, Fantasy, Mythology,NaN,NaN,NaN
175313,card, Childrens Game, Party Game, Pirates,NaN,NaN
143588,card, Deduction, Memory, secret_agent,NaN,NaN
182915,strategy, Fantasy,NaN,NaN,NaN,NaN
6896,War, War,NaN,NaN,NaN,NaN
25448,strategy,NaN,NaN,NaN,NaN,NaN
150691,card, Educational, War,NaN,NaN,NaN
84778,Animals, Childrens Game,NaN,NaN,NaN,NaN
42493,Racing,NaN,NaN,NaN,NaN,NaN
187769,Dice, Number, Puzzle,NaN,NaN,NaN
177002,card, Adaptation, Party Game,NaN,NaN,NaN
138799,strategy, Fantasy,NaN,NaN,NaN,NaN
138091,Bluffing, card, Deduction, Medieval,NaN,NaN
7526,Medieval, Political, War,NaN,NaN,NaN
11855,Medieval, War,NaN,NaN,NaN,NaN
12795,Sports,NaN,NaN,NaN,NaN,NaN
246728,card, Dice,NaN,NaN,NaN,NaN
122867,card, Fantasy,NaN,NaN,NaN,NaN
12280,Party Game, Word Game,NaN,NaN,NaN,NaN
3916,murder_mystery, Party Game,NaN,NaN,NaN,NaN
195489,card, Political,NaN,NaN,NaN,NaN
76481,Aviation, War, War,NaN,NaN,NaN
175739,Childrens Game, Adaptation, Party Game, Trivia,NaN,NaN
89611,Dexterity, Dice, Real-time,NaN,NaN,NaN
227318,card, Deduction, murder_mystery,NaN,NaN,NaN
272889,Party Game,NaN,NaN,NaN,NaN,NaN
688,War,NaN,NaN,NaN,NaN,NaN
213260,Ancient, Bluffing, City Building, Fighting, Territory Building,NaN
21141,Educational, Print & Play, War, War,NaN,NaN
2532,City Building,NaN,NaN,NaN,NaN,NaN
244269,Animals, Bluffing, card, Fantasy,NaN,NaN
15731,card, Childrens Game,NaN,NaN,NaN,NaN
4316,Economic, industry_manuf, Sci_Fi, War,NaN,NaN
85076,Medieval, War,NaN,NaN,NaN,NaN
146765,Bluffing, card, Number,NaN,NaN,NaN
180133,Bluffing, card,NaN,NaN,NaN,NaN
10265,War, War,NaN,NaN,NaN,NaN
9345,Childrens Game,NaN,NaN,NaN,NaN,NaN
88011,Aviation, Civilization, Fighting, Sci_Fi, Space Exploration,NaN
104798,Animals, Childrens Game,NaN,NaN,NaN,NaN
657,Bluffing, card, Fantasy,NaN,NaN,NaN
162727,industry_manuf, War,NaN,NaN,NaN,NaN
5199,Fantasy, War,NaN,NaN,NaN,NaN
282525,Bluffing, card,NaN,NaN,NaN,NaN
6625,War, War, War,NaN,NaN,NaN
257955,card,NaN,NaN,NaN,NaN,NaN
112840,strategy, Maze,NaN,NaN,NaN,NaN
270443,card,NaN,NaN,NaN,NaN,NaN
148430,Mafia,NaN,NaN,NaN,NaN,NaN
124760,card, Sports,NaN,NaN,NaN,NaN
10893,card, City Building, Civilization, Collectible, Fantasy, Fighting
14151,Word Game,NaN,NaN,NaN,NaN,NaN
222584,strategy, card, Puzzle,NaN,NaN,NaN
125436,Party Game, Word Game,NaN,NaN,NaN,NaN
205667,card, Deduction, Educational, Adaptation,NaN,NaN
6944,War, War,NaN,NaN,NaN,NaN
244460,card, Fantasy, Memory, Party Game,NaN,NaN
87926,Dexterity,NaN,NaN,NaN,NaN,NaN
108711,Economic, Medieval,NaN,NaN,NaN,NaN
7795,War, War,NaN,NaN,NaN,NaN
233284,card, Humor,NaN,NaN,NaN,NaN
27852,Arabian, Medieval, Political, War,NaN,NaN
5870,Real-time, Word Game,NaN,NaN,NaN,NaN
8731,War, War, War,NaN,NaN,NaN
43041,card, Deduction, Horror, Humor, murder_mystery, Party Game
228419,Bluffing, card, War, Travel,NaN,NaN
153213,Animals, Dice, Farming, Territory Building,NaN,NaN
2779,Fantasy, War,NaN,NaN,NaN,NaN
916,Childrens Game, Memory, War, Pirates,NaN,NaN
267133,999 Games,NaN,NaN,NaN,NaN,NaN
162654,card, City Building,NaN,NaN,NaN,NaN
130734,card, Economic,NaN,NaN,NaN,NaN
1953,card, Fantasy,NaN,NaN,NaN,NaN
205263,card, Childrens Game, Fantasy,NaN,NaN,NaN
164645,card, Sci_Fi,NaN,NaN,NaN,NaN
157291,Animals, Humor, Party Game,NaN,NaN,NaN
8748,War, War,NaN,NaN,NaN,NaN
21987,Childrens Game,NaN,NaN,NaN,NaN,NaN
7141,Renaissance, War,NaN,NaN,NaN,NaN
13715,strategy,NaN,NaN,NaN,NaN,NaN
203421,card,NaN,NaN,NaN,NaN,NaN
165587,card,NaN,NaN,NaN,NaN,NaN
1468,Party Game, Trivia,NaN,NaN,NaN,NaN
99227,Print & Play, Racing,NaN,NaN,NaN,NaN
133992,Collectible,NaN,NaN,NaN,NaN,NaN
4620,Educational, Memory, Real-time,NaN,NaN,NaN
261838,Fantasy,NaN,NaN,NaN,NaN,NaN
10171,War,NaN,NaN,NaN,NaN,NaN
168446,Puzzle, Real-time,NaN,NaN,NaN,NaN
76447,Humor,NaN,NaN,NaN,NaN,NaN
276880,Bluffing, card, Childrens Game,NaN,NaN,NaN
11060,War, War,NaN,NaN,NaN,NaN
182869,strategy,NaN,NaN,NaN,NaN,NaN
279649,card,NaN,NaN,NaN,NaN,NaN
73230,War, War,NaN,NaN,NaN,NaN
886,Economic, Renaissance,NaN,NaN,NaN,NaN
26080,Adventure, card,NaN,NaN,NaN,NaN
27339,strategy,NaN,NaN,NaN,NaN,NaN
349,Age of Reason, card,NaN,NaN,NaN,NaN
126255,Dice, Print & Play,NaN,NaN,NaN,NaN
