objectid,cat1,cat2,cat3,cat3,cat4,cat5
234616,Dice,NaN,NaN,NaN,NaN,NaN
5893,Childrens Game, Horror, Adaptation,NaN,NaN,NaN
256397,Dexterity, card, Party Game, Real-time,NaN,NaN
10946,American War, War, War,NaN,NaN,NaN
1588,Farming, Memory,NaN,NaN,NaN,NaN
217424,Bluffing, card, Fighting, Medieval,NaN,NaN
256480,card, Fantasy,NaN,NaN,NaN,NaN
107834,American West, Bluffing, Territory Building,NaN,NaN,NaN
1235,Animals, Farming,NaN,NaN,NaN,NaN
4036,War, War,NaN,NaN,NaN,NaN
2668,Party Game, Word Game,NaN,NaN,NaN,NaN
7112,War, War,NaN,NaN,NaN,NaN
533,card, Fantasy, Maze,NaN,NaN,NaN
209014,card, Fighting, Humor,NaN,NaN,NaN
13361,Economic, Educational, Space Exploration,NaN,NaN,NaN
39527,strategy,NaN,NaN,NaN,NaN,NaN
1688,card, Fighting, Sci_Fi,NaN,NaN,NaN
93679,card, Fantasy, Print & Play, Sci_Fi,NaN,NaN
231196,Dice, Fantasy,NaN,NaN,NaN,NaN
226426,Sci_Fi,NaN,NaN,NaN,NaN,NaN
8159,Sports,NaN,NaN,NaN,NaN,NaN
6566,Dice, Negotiation, Party Game, Puzzle, Real-time, Word Game
245134,Ravensburger Spieleverlag GmbH,NaN,NaN,NaN,NaN,NaN
183677,card, Adaptation, Dice, Negotiation,NaN,NaN
5380,strategy, Medieval,NaN,NaN,NaN,NaN
89610,Deduction, Medieval,NaN,NaN,NaN,NaN
246740,Dexterity, card, Prehistoric,NaN,NaN,NaN
209716,Fantasy, Political,NaN,NaN,NaN,NaN
166443,Dexterity, Party Game,NaN,NaN,NaN,NaN
3643,card, Fantasy, Fighting,NaN,NaN,NaN
135213,Dexterity, Real-time,NaN,NaN,NaN,NaN
7995,strategy,NaN,NaN,NaN,NaN,NaN
1691,Deduction, murder_mystery,NaN,NaN,NaN,NaN
29020,Memory, Party Game,NaN,NaN,NaN,NaN
2384,Adventure, card, Exploration, Racing,NaN,NaN
231302,Animals, Party Game,NaN,NaN,NaN,NaN
215110,Bluffing, card, Deduction, Fantasy, Negotiation, Political
20240,card,NaN,NaN,NaN,NaN,NaN
165190,Dexterity, card,NaN,NaN,NaN,NaN
8749,War, War,NaN,NaN,NaN,NaN
6044,Ancient, War,NaN,NaN,NaN,NaN
15066,strategy, Animals, Memory, Adaptation,NaN,NaN
211485,strategy, Fantasy, Fighting,NaN,NaN,NaN
10188,Electronic, Memory, Adaptation, Trivia,NaN,NaN
1504,Adventure, Arabian,NaN,NaN,NaN,NaN
23270,Dexterity, Sports,NaN,NaN,NaN,NaN
71304,card, Adaptation, Sci_Fi,NaN,NaN,NaN
7566,Adaptation, Sci_Fi, War,NaN,NaN,NaN
259525,Fantasy,NaN,NaN,NaN,NaN,NaN
171500,American West,NaN,NaN,NaN,NaN,NaN
151070,Ancient, Dice, Fighting, Mythology,NaN,NaN
82577,Deduction, Exploration,NaN,NaN,NaN,NaN
16403,Dexterity, Animals, Childrens Game, Dice,NaN,NaN
124372,Memory, Adaptation,NaN,NaN,NaN,NaN
93402,Dexterity, Racing,NaN,NaN,NaN,NaN
192500,Dexterity,NaN,NaN,NaN,NaN,NaN
22464,card,NaN,NaN,NaN,NaN,NaN
167463,Dice,NaN,NaN,NaN,NaN,NaN
183976,card, Dice,NaN,NaN,NaN,NaN
137156,Dexterity, Horror, Real-time, Zombies,NaN,NaN
105305,Animals, Childrens Game, Farming,NaN,NaN,NaN
209649,nikamundus,NaN,NaN,NaN,NaN,NaN
2989,card,NaN,NaN,NaN,NaN,NaN
9048,Dice,NaN,NaN,NaN,NaN,NaN
501,Childrens Game, Racing,NaN,NaN,NaN,NaN
151640,Dexterity, card, Dice, Fantasy, Party Game,NaN
162295,Music,NaN,NaN,NaN,NaN,NaN
17787,Miniatures, War,NaN,NaN,NaN,NaN
271447,Bluffing, card, Deduction, Party Game,NaN,NaN
39534,card,NaN,NaN,NaN,NaN,NaN
192268,Travel,NaN,NaN,NaN,NaN,NaN
74203,Fantasy,NaN,NaN,NaN,NaN,NaN
11131,American War, Post-War, War,NaN,NaN,NaN
23642,War, War,NaN,NaN,NaN,NaN
202516,card, Party Game,NaN,NaN,NaN,NaN
40653,Childrens Game,NaN,NaN,NaN,NaN,NaN
147852,card, Sci_Fi,NaN,NaN,NaN,NaN
238912,Dice, Fighting,NaN,NaN,NaN,NaN
285992,Adaptation,NaN,NaN,NaN,NaN,NaN
4935,War, War, War,NaN,NaN,NaN
12291,Animals, Childrens Game, Dice,NaN,NaN,NaN
3008,Sports,NaN,NaN,NaN,NaN,NaN
7847,War, War,NaN,NaN,NaN,NaN
3377,Deduction, Party Game, Trivia,NaN,NaN,NaN
11085,Dexterity,NaN,NaN,NaN,NaN,NaN
488,card,NaN,NaN,NaN,NaN,NaN
199913,strategy, Childrens Game, Puzzle,NaN,NaN,NaN
1460,card,NaN,NaN,NaN,NaN,NaN
128219,Economic, Fantasy, industry_manuf,NaN,NaN,NaN
192352,Dexterity, Childrens Game, Dice,NaN,NaN,NaN
241492,Dexterity, Childrens Game,NaN,NaN,NaN,NaN
19186,Age of Reason, War,NaN,NaN,NaN,NaN
2209,American West, Economic,NaN,NaN,NaN,NaN
3924,Party Game, Real-time, Word Game,NaN,NaN,NaN
239523,card, Environmental, Humor, Party Game,NaN,NaN
201345,American West, Economic, industry_manuf, Negotiation, Territory Building,NaN
82223,Religious,NaN,NaN,NaN,NaN,NaN
153292,Bluffing, Party Game,NaN,NaN,NaN,NaN
33870,Dice, Fantasy, Fighting,NaN,NaN,NaN
231019,card, Party Game,NaN,NaN,NaN,NaN
6879,card,NaN,NaN,NaN,NaN,NaN
70912,card,NaN,NaN,NaN,NaN,NaN
5707,Animals, card, Childrens Game,NaN,NaN,NaN
1310,card, Adaptation,NaN,NaN,NaN,NaN
207911,Party Game, Trivia,NaN,NaN,NaN,NaN
6024,War, War,NaN,NaN,NaN,NaN
19414,Economic, Environmental, Farming,NaN,NaN,NaN
22910,card, Collectible, Fighting, Adaptation,NaN,NaN
144378,card, Humor, Adult, Party Game,NaN,NaN
1637,Puzzle, Real-time, Sci_Fi,NaN,NaN,NaN
14698,Economic, Environmental, Negotiation, Political,NaN,NaN
4957,Animals, Childrens Game, Environmental, Farming,NaN,NaN
99044,War, Renaissance, War,NaN,NaN,NaN
41329,Animals, card,NaN,NaN,NaN,NaN
148668,card, Childrens Game, Racing,NaN,NaN,NaN
9204,War, War,NaN,NaN,NaN,NaN
168728,Humor, Party Game, Religious,NaN,NaN,NaN
10508,Dexterity, Childrens Game, War, Racing,NaN,NaN
244702,Dexterity, card, Childrens Game, Real-time,NaN,NaN
42279,card,NaN,NaN,NaN,NaN,NaN
41065,Fighting, Medieval, Transportation,NaN,NaN,NaN
24083,Arabian,NaN,NaN,NaN,NaN,NaN
4778,Arabian, Miniatures, War, Real-time, War,NaN
200396,War, War,NaN,NaN,NaN,NaN
61383,Deduction, Humor, Word Game,NaN,NaN,NaN
22062,Dexterity, Puzzle,NaN,NaN,NaN,NaN
32187,card, Childrens Game, Memory,NaN,NaN,NaN
96342,card, Deduction, Horror, Humor, murder_mystery, Party Game
787,City Building, Mafia,NaN,NaN,NaN,NaN
233933,card, Humor,NaN,NaN,NaN,NaN
11527,War, War,NaN,NaN,NaN,NaN
64657,card,NaN,NaN,NaN,NaN,NaN
4455,American War, War,NaN,NaN,NaN,NaN
9861,War, War,NaN,NaN,NaN,NaN
3159,card, City Building,NaN,NaN,NaN,NaN
137931,Dice,NaN,NaN,NaN,NaN,NaN
40958,Animals, card, Childrens Game,NaN,NaN,NaN
8382,War, War,NaN,NaN,NaN,NaN
169574,card, Childrens Game, Memory, Party Game, Zombies,NaN
19399,Childrens Game,NaN,NaN,NaN,NaN,NaN
168436,card,NaN,NaN,NaN,NaN,NaN
20708,War, War,NaN,NaN,NaN,NaN
11399,War, War,NaN,NaN,NaN,NaN
4060,Bluffing, Fighting, Horror,NaN,NaN,NaN
47158,card, Collectible, Fantasy, Print & Play,NaN,NaN
254025,Fighting, War, Party Game,NaN,NaN,NaN
3716,Miniatures, War, War,NaN,NaN,NaN
208661,Adventure, card, Fantasy, Party Game,NaN,NaN
151801,card, Party Game, Real-time,NaN,NaN,NaN
5927,War, War,NaN,NaN,NaN,NaN
211882,Dice, Sci_Fi,NaN,NaN,NaN,NaN
10386,strategy, Game System,NaN,NaN,NaN,NaN
66611,City Building, Dice, Economic, Negotiation,NaN,NaN
180210,strategy,NaN,NaN,NaN,NaN,NaN
217268,Educational, Travel,NaN,NaN,NaN,NaN
22392,Yetem S.A.,NaN,NaN,NaN,NaN,NaN
103745,Economic, Fantasy, Medieval,NaN,NaN,NaN
5725,Ancient, Religious,NaN,NaN,NaN,NaN
180908,industry_manuf,NaN,NaN,NaN,NaN,NaN
159003,Exploration, Miniatures, Negotiation, Sci_Fi,NaN,NaN
2137,card, Collectible, Fantasy, Medieval,NaN,NaN
35481,Childrens Game, Real-time,NaN,NaN,NaN,NaN
18011,strategy,NaN,NaN,NaN,NaN,NaN
180157,Fantasy, Real-time,NaN,NaN,NaN,NaN
4554,strategy, Ancient,NaN,NaN,NaN,NaN
73242,War, War,NaN,NaN,NaN,NaN
210966,strategy, card, Childrens Game,NaN,NaN,NaN
46957,Dice,NaN,NaN,NaN,NaN,NaN
150422,War, War,NaN,NaN,NaN,NaN
29281,Deduction, Math, Memory, Adaptation, Music, Party Game
118326,Racing,NaN,NaN,NaN,NaN,NaN
198886,card, Fantasy, Fighting,NaN,NaN,NaN
210937,card,NaN,NaN,NaN,NaN,NaN
158268,card,NaN,NaN,NaN,NaN,NaN
138015,strategy, Puzzle,NaN,NaN,NaN,NaN
6125,War, War,NaN,NaN,NaN,NaN
239982,Adventure, Deduction, Exploration, Memory,NaN,NaN
184525,Party Game, Real-time,NaN,NaN,NaN,NaN
17298,strategy,NaN,NaN,NaN,NaN,NaN
161773,Childrens Game, Dice,NaN,NaN,NaN,NaN
8067,War, War, War,NaN,NaN,NaN
170337,Dexterity, Economic, Fantasy, Humor,NaN,NaN
173800,Animals, card, Party Game,NaN,NaN,NaN
180910,card, Civilization,NaN,NaN,NaN,NaN
200871,Animals, Childrens Game, Educational,NaN,NaN,NaN
209095,card, Adaptation,NaN,NaN,NaN,NaN
5897,Deduction, Memory,NaN,NaN,NaN,NaN
21001,card, Humor, murder_mystery,NaN,NaN,NaN
176651,Animals, card, Fighting, Humor,NaN,NaN
11512,War, War,NaN,NaN,NaN,NaN
27227,Party Game, Trivia, Word Game,NaN,NaN,NaN
144036,card, Childrens Game,NaN,NaN,NaN,NaN
37770,Racing,NaN,NaN,NaN,NaN,NaN
10584,Post-War, War,NaN,NaN,NaN,NaN
22176,Ancient, War,NaN,NaN,NaN,NaN
43486,Ancient, card,NaN,NaN,NaN,NaN
170608,strategy, card, Humor,NaN,NaN,NaN
215806,Adventure, Maze,NaN,NaN,NaN,NaN
243707,Animals, card,NaN,NaN,NaN,NaN
129952,Dexterity, Party Game, Word Game,NaN,NaN,NaN
277931,Medieval,NaN,NaN,NaN,NaN,NaN
188601,Bluffing, Adaptation, Party Game, Trivia,NaN,NaN
7230,War, War,NaN,NaN,NaN,NaN
159502,Dice,NaN,NaN,NaN,NaN,NaN
130841,Bluffing, card, Deduction, Fighting, Memory,NaN
5197,Sci_Fi, War,NaN,NaN,NaN,NaN
244738,card,NaN,NaN,NaN,NaN,NaN
3970,Book, Fighting, Sci_Fi,NaN,NaN,NaN
21012,strategy,NaN,NaN,NaN,NaN,NaN
25470,card,NaN,NaN,NaN,NaN,NaN
113456,strategy, card, War,NaN,NaN,NaN
113066,strategy, Fantasy,NaN,NaN,NaN,NaN
109005,Animals, Bluffing, card,NaN,NaN,NaN
4740,War, War, War,NaN,NaN,NaN
3746,Adaptation, Sci_Fi, Trivia,NaN,NaN,NaN
8426,Fantasy, Fighting, Medieval, War,NaN,NaN
132261,Civilization, Fighting, Sci_Fi, Space Exploration,NaN,NaN
2709,Fantasy, War,NaN,NaN,NaN,NaN
246203,Dexterity, Real-time,NaN,NaN,NaN,NaN
11339,War, War,NaN,NaN,NaN,NaN
965,Ancient, Dice, Racing,NaN,NaN,NaN
34218,card,NaN,NaN,NaN,NaN,NaN
256233,Adventure, Bluffing, card, Negotiation,NaN,NaN
20848,strategy, Bluffing, Deduction, Fantasy, Memory, Adaptation
11015,card,NaN,NaN,NaN,NaN,NaN
12506,War, War,NaN,NaN,NaN,NaN
108862,card,NaN,NaN,NaN,NaN,NaN
159501,card, Sci_Fi,NaN,NaN,NaN,NaN
1602,strategy, Ancient, Dice,NaN,NaN,NaN
124647,Dexterity, Party Game,NaN,NaN,NaN,NaN
150530,strategy,NaN,NaN,NaN,NaN,NaN
5194,War, Post-War, War,NaN,NaN,NaN
31556,War, War,NaN,NaN,NaN,NaN
20630,strategy, Ancient,NaN,NaN,NaN,NaN
20710,War, War,NaN,NaN,NaN,NaN
94596,Childrens Game, Dice,NaN,NaN,NaN,NaN
10014,War, War, War,NaN,NaN,NaN
3829,Economic, Trains, Transportation,NaN,NaN,NaN
127721,Exploration, War, War,NaN,NaN,NaN
142963,Adventure, card,NaN,NaN,NaN,NaN
147590,card, Number,NaN,NaN,NaN,NaN
7368,War, War,NaN,NaN,NaN,NaN
1878,Exploration, Space Exploration, Transportation,NaN,NaN,NaN
500,Economic,NaN,NaN,NaN,NaN,NaN
13357,Party Game,NaN,NaN,NaN,NaN,NaN
25204,card, Childrens Game, Adaptation,NaN,NaN,NaN
227018,card, Party Game,NaN,NaN,NaN,NaN
153388,Animals, card,NaN,NaN,NaN,NaN
9233,War, War, War,NaN,NaN,NaN
14377,Racing, Sports,NaN,NaN,NaN,NaN
224999,card,NaN,NaN,NaN,NaN,NaN
13832,strategy, Environmental,NaN,NaN,NaN,NaN
182799,Economic, Trains,NaN,NaN,NaN,NaN
118325,card, Childrens Game, Sci_Fi,NaN,NaN,NaN
127436,card, Fantasy, Adaptation, Adaptation,NaN,NaN
245240,Bluffing, card, Fantasy,NaN,NaN,NaN
261525,Animals, card, Fantasy,NaN,NaN,NaN
5438,War, War, War,NaN,NaN,NaN
137047,Animals, card,NaN,NaN,NaN,NaN
93555,Educational, Math, Number,NaN,NaN,NaN
42470,Educational, Medieval,NaN,NaN,NaN,NaN
18732,Childrens Game, Adaptation, Fighting, Adaptation,NaN,NaN
21849,card, Childrens Game,NaN,NaN,NaN,NaN
133637,Adventure, Dice, Electronic, Exploration, Adaptation,NaN
5453,Fighting, Medieval, War,NaN,NaN,NaN
282216,card, Deduction, Fantasy, Medieval,NaN,NaN
41107,card, Number,NaN,NaN,NaN,NaN
194536,Dice, Adaptation,NaN,NaN,NaN,NaN
73238,War, War,NaN,NaN,NaN,NaN
8960,War,NaN,NaN,NaN,NaN,NaN
1348,Adventure, Animals, Exploration, Maze,NaN,NaN
140244,Ancient, Fighting, Miniatures,NaN,NaN,NaN
180202,Economic, Trains, Transportation,NaN,NaN,NaN
183344,Childrens Game, Dice, Farming, Prehistoric,NaN,NaN
1289,strategy, Medieval,NaN,NaN,NaN,NaN
68251,Exploration, Fantasy, Fighting,NaN,NaN,NaN
154682,Bluffing, card, Racing, Sports,NaN,NaN
209033,Bluffing, card, Deduction, Horror, Humor, Adaptation
229736,card, Humor, Party Game, Political,NaN,NaN
201144,War,NaN,NaN,NaN,NaN,NaN
611,Sports,NaN,NaN,NaN,NaN,NaN
292,card, Medieval,NaN,NaN,NaN,NaN
3540,strategy,NaN,NaN,NaN,NaN,NaN
29138,Dexterity, Puzzle,NaN,NaN,NaN,NaN
255677,strategy, Ancient, Puzzle, Territory Building,NaN,NaN
42275,Medieval, War,NaN,NaN,NaN,NaN
22594,card, Collectible, Fighting, Adaptation,NaN,NaN
285047,card, Zombies,NaN,NaN,NaN,NaN
11510,Medieval, War,NaN,NaN,NaN,NaN
142043,card, Prehistoric, Print & Play,NaN,NaN,NaN
16500,Medieval, Territory Building,NaN,NaN,NaN,NaN
153432,Dice,NaN,NaN,NaN,NaN,NaN
183511,Adventure, Miniatures, Sci_Fi, Space Exploration,NaN,NaN
22336,card, Deduction,NaN,NaN,NaN,NaN
1054,Economic, Trains,NaN,NaN,NaN,NaN
156113,card,NaN,NaN,NaN,NaN,NaN
20204,strategy, Bluffing, Memory,NaN,NaN,NaN
38466,Puzzle, Real-time,NaN,NaN,NaN,NaN
121295,Deduction, Fantasy, Horror, Negotiation,NaN,NaN
28306,strategy, Puzzle,NaN,NaN,NaN,NaN
110160,Animals, card,NaN,NaN,NaN,NaN
165585,card,NaN,NaN,NaN,NaN,NaN
191095,card,NaN,NaN,NaN,NaN,NaN
1875,strategy, Maze,NaN,NaN,NaN,NaN
38524,GameWorks Su00e0RL,NaN,NaN,NaN,NaN,NaN
21635,card, Childrens Game, Number,NaN,NaN,NaN
20953,Childrens Game, War, Pirates,NaN,NaN,NaN
33208,Humor, Party Game,NaN,NaN,NaN,NaN
10783,Dice, Humor,NaN,NaN,NaN,NaN
237311,Dexterity, Adventure, card, Dice, Exploration, Fantasy
20533,card,NaN,NaN,NaN,NaN,NaN
9843,War, War,NaN,NaN,NaN,NaN
4273,Adventure, Exploration, Fighting, Maze, Sci_Fi,NaN
8589,Dexterity, card, Childrens Game, Memory,NaN,NaN
196234,Bluffing, Print & Play, Territory Building,NaN,NaN,NaN
168220,Negotiation,NaN,NaN,NaN,NaN,NaN
233501,card,NaN,NaN,NaN,NaN,NaN
116978,Childrens Game, Deduction, Dice, Racing,NaN,NaN
262733,Adventure, Fighting, Miniatures, War, Zombies,NaN
6660,strategy,NaN,NaN,NaN,NaN,NaN
164010,Bluffing, Deduction, Party Game,NaN,NaN,NaN
193029,card,NaN,NaN,NaN,NaN,NaN
136177,Childrens Game, Dice, Racing,NaN,NaN,NaN
2134,card, Collectible, Fighting, Horror,NaN,NaN
118515,card, Childrens Game, Real-time,NaN,NaN,NaN
145209,Print & Play, Sci_Fi, Space Exploration,NaN,NaN,NaN
232510,Territory Building, Adaptation,NaN,NaN,NaN,NaN
73233,War, War,NaN,NaN,NaN,NaN
126471,strategy, secret_agent,NaN,NaN,NaN,NaN
35618,Childrens Game, War,NaN,NaN,NaN,NaN
9018,Fighting, Miniatures, War,NaN,NaN,NaN
12743,Fantasy, Adaptation, War,NaN,NaN,NaN
181928,strategy, card, War,NaN,NaN,NaN
232874,card, secret_agent,NaN,NaN,NaN,NaN
153107,card, Sports,NaN,NaN,NaN,NaN
124264,card, Zombies,NaN,NaN,NaN,NaN
210065,Dexterity, card, Childrens Game, Educational,NaN,NaN
263089,Animals, Bluffing, Negotiation, Political,NaN,NaN
4196,Childrens Game, Fantasy,NaN,NaN,NaN,NaN
160868,Adventure, Sci_Fi,NaN,NaN,NaN,NaN
69602,card,NaN,NaN,NaN,NaN,NaN
208807,Dexterity, Party Game,NaN,NaN,NaN,NaN
165095,card, Humor, Pirates,NaN,NaN,NaN
23081,card, Sci_Fi,NaN,NaN,NaN,NaN
29489,card, Word Game,NaN,NaN,NaN,NaN
25665,War, Political, War,NaN,NaN,NaN
188952,Animals, Deduction, Exploration,NaN,NaN,NaN
31558,War, War,NaN,NaN,NaN,NaN
252315,Exploration, Fantasy, Miniatures, War, Pirates,NaN
9084,Medieval, War,NaN,NaN,NaN,NaN
122168,Bluffing, card, Pirates,NaN,NaN,NaN
1936,card,NaN,NaN,NaN,NaN,NaN
139660,City Building, Deduction, Medieval, Puzzle,NaN,NaN
35548,Word Game,NaN,NaN,NaN,NaN,NaN
8848,Sci_Fi, War,NaN,NaN,NaN,NaN
175274,Adventure, Ancient, Fantasy, Fighting, Maze, Negotiation
5862,War, War, War,NaN,NaN,NaN
93678,Bluffing, card,NaN,NaN,NaN,NaN
3325,Music,NaN,NaN,NaN,NaN,NaN
3337,card,NaN,NaN,NaN,NaN,NaN
20732,American West, Travel,NaN,NaN,NaN,NaN
160353,card, Party Game,NaN,NaN,NaN,NaN
143520,Adventure, Bluffing, Fantasy, Real-time,NaN,NaN
91313,strategy,NaN,NaN,NaN,NaN,NaN
1833,Adventure, Fantasy, Adaptation,NaN,NaN,NaN
2098,card, Collectible, Fantasy, Fighting,NaN,NaN
261168,card, Sports,NaN,NaN,NaN,NaN
20642,strategy,NaN,NaN,NaN,NaN,NaN
175468,card, Fantasy,NaN,NaN,NaN,NaN
151530,Dice, Educational, Sports,NaN,NaN,NaN
146247,Bluffing, card, Fighting, Sci_Fi,NaN,NaN
17807,Miniatures, Sci_Fi, War,NaN,NaN,NaN
530,Racing,NaN,NaN,NaN,NaN,NaN
218988,Dice, Economic, Fighting,NaN,NaN,NaN
3319,strategy, Print & Play,NaN,NaN,NaN,NaN
39245,card,NaN,NaN,NaN,NaN,NaN
144383,card, Fantasy,NaN,NaN,NaN,NaN
4979,Adventure, Horror, Miniatures, Sci_Fi, War,NaN
27071,card, Childrens Game, Memory,NaN,NaN,NaN
35017,card, Fighting, Horror, Zombies,NaN,NaN
190523,card,NaN,NaN,NaN,NaN,NaN
4295,American War, War,NaN,NaN,NaN,NaN
130598,Educational, Exploration, Travel,NaN,NaN,NaN
17836,War, Miniatures, War, War,NaN,NaN
70325,Ancient, card,NaN,NaN,NaN,NaN
165447,Animals, Sci_Fi,NaN,NaN,NaN,NaN
254341,Bluffing, card, Party Game,NaN,NaN,NaN
4049,Adaptation, Sci_Fi, War,NaN,NaN,NaN
32025,Puzzle, Racing,NaN,NaN,NaN,NaN
246814,Fantasy, Territory Building,NaN,NaN,NaN,NaN
7048,card, Educational,NaN,NaN,NaN,NaN
47475,Fantasy, Medieval, Miniatures, War,NaN,NaN
93493,strategy,NaN,NaN,NaN,NaN,NaN
24127,card, Collectible, Fantasy, Miniatures,NaN,NaN
13818,Dexterity, Animals, Prehistoric,NaN,NaN,NaN
505,Fantasy, Racing,NaN,NaN,NaN,NaN
119109,Fantasy, Racing,NaN,NaN,NaN,NaN
25758,Dexterity, Childrens Game, Memory,NaN,NaN,NaN
215065,Bluffing, Deduction,NaN,NaN,NaN,NaN
12169,Medieval, War,NaN,NaN,NaN,NaN
129988,card, Party Game, Trivia,NaN,NaN,NaN
212688,card, Horror, Medieval,NaN,NaN,NaN
280202,Trains,NaN,NaN,NaN,NaN,NaN
280281,Collectible, Adaptation,NaN,NaN,NaN,NaN
11195,Animals, Childrens Game, Farming,NaN,NaN,NaN
29107,Animals, Childrens Game,NaN,NaN,NaN,NaN
33414,Childrens Game,NaN,NaN,NaN,NaN,NaN
3075,card,NaN,NaN,NaN,NaN,NaN
2111,card,NaN,NaN,NaN,NaN,NaN
8833,War, War,NaN,NaN,NaN,NaN
139963,Dexterity,NaN,NaN,NaN,NaN,NaN
23030,strategy,NaN,NaN,NaN,NaN,NaN
191879,card, Medieval,NaN,NaN,NaN,NaN
160608,Economic, Fantasy, Medieval,NaN,NaN,NaN
178053,Dexterity, Childrens Game, Pirates,NaN,NaN,NaN
7241,Aviation, War, War,NaN,NaN,NaN
201243,card, Humor, Party Game,NaN,NaN,NaN
94571,Economic, Fantasy,NaN,NaN,NaN,NaN
9033,Medieval, War,NaN,NaN,NaN,NaN
234465,Adventure, Childrens Game, War, Party Game, Pirates,NaN
110570,card, Deduction, Horror, Humor, murder_mystery, Party Game
1171,card, Math, Number, Puzzle, Real-time,NaN
16389,strategy,NaN,NaN,NaN,NaN,NaN
191081,Dexterity, Number,NaN,NaN,NaN,NaN
88960,Bluffing, card,NaN,NaN,NaN,NaN
2201,card, Collectible, Religious,NaN,NaN,NaN
49435,card, Fighting, Adaptation,NaN,NaN,NaN
131444,card, Real-time,NaN,NaN,NaN,NaN
3129,Economic, Trains,NaN,NaN,NaN,NaN
202674,City Building, Economic, Math,NaN,NaN,NaN
208801,Sci_Fi, War,NaN,NaN,NaN,NaN
33723,card, Educational, Word Game,NaN,NaN,NaN
223790,War, Racing, Sports,NaN,NaN,NaN
35492,War, War,NaN,NaN,NaN,NaN
143250,Fighting, Medieval, Mythology,NaN,NaN,NaN
286656,Puzzle,NaN,NaN,NaN,NaN,NaN
146204,card, Adaptation, Humor, War,NaN,NaN
587,strategy,NaN,NaN,NaN,NaN,NaN
6346,card, Collectible, Sports,NaN,NaN,NaN
218612,card, Memory,NaN,NaN,NaN,NaN
12776,strategy,NaN,NaN,NaN,NaN,NaN
5859,War, War,NaN,NaN,NaN,NaN
4434,Party Game,NaN,NaN,NaN,NaN,NaN
31380,card, Economic, Educational, Environmental, Political,NaN
93134,Animals, Adaptation, Dice,NaN,NaN,NaN
139842,Educational, Exploration, War, Negotiation, Trivia,NaN
11534,Post-War, War,NaN,NaN,NaN,NaN
101872,card, Humor, Print & Play,NaN,NaN,NaN
26244,Dexterity, Childrens Game, Educational, Real-time,NaN,NaN
26560,Adventure, Mafia,NaN,NaN,NaN,NaN
127646,card, Deduction, Horror, Humor, Medieval, murder_mystery
252373,strategy,NaN,NaN,NaN,NaN,NaN
5854,Dexterity, Real-time,NaN,NaN,NaN,NaN
32253,Dice, Exploration, Prehistoric,NaN,NaN,NaN
180208,card, Puzzle,NaN,NaN,NaN,NaN
161887,Adventure, card, Fantasy, Medieval, Racing,NaN
21990,Dexterity, Electronic, Party Game,NaN,NaN,NaN
2907,Economic, War, Adaptation, Transportation,NaN,NaN
4300,Ancient, War,NaN,NaN,NaN,NaN
15334,Humor, Party Game,NaN,NaN,NaN,NaN
7378,strategy,NaN,NaN,NaN,NaN,NaN
279014,Animals, Party Game,NaN,NaN,NaN,NaN
3552,Civilization, Sci_Fi,NaN,NaN,NaN,NaN
117823,Party Game,NaN,NaN,NaN,NaN,NaN
67112,Deduction, War, Political,NaN,NaN,NaN
124598,strategy, Ancient,NaN,NaN,NaN,NaN
59650,card, Collectible, Fantasy, Fighting,NaN,NaN
2856,card, Economic, Party Game,NaN,NaN,NaN
16272,American War, War,NaN,NaN,NaN,NaN
7081,card, Dice, Fantasy, Humor,NaN,NaN
8756,War, War,NaN,NaN,NaN,NaN
67499,Childrens Game,NaN,NaN,NaN,NaN,NaN
4177,card, Humor, Adaptation,NaN,NaN,NaN
11404,Deduction, Word Game,NaN,NaN,NaN,NaN
2599,Fantasy, War,NaN,NaN,NaN,NaN
9784,Dice, Fighting, War,NaN,NaN,NaN
43080,Bluffing, Educational, Trivia,NaN,NaN,NaN
205495,Arabian, Bluffing,NaN,NaN,NaN,NaN
68606,Adventure, Fantasy, Miniatures, Print & Play,NaN,NaN
144310,Adventure, Ancient, Exploration,NaN,NaN,NaN
9343,Dexterity, Childrens Game,NaN,NaN,NaN,NaN
115944,Civilization, Dice,NaN,NaN,NaN,NaN
10855,Animals, Racing,NaN,NaN,NaN,NaN
175778,Zombies,NaN,NaN,NaN,NaN,NaN
91394,Dexterity, Childrens Game,NaN,NaN,NaN,NaN
191923,Animals, card,NaN,NaN,NaN,NaN
135327,card,NaN,NaN,NaN,NaN,NaN
22305,Puzzle,NaN,NaN,NaN,NaN,NaN
26446,Animals, card, Deduction, Humor, Party Game,NaN
203266,card, Party Game,NaN,NaN,NaN,NaN
178177,Adventure, Fantasy,NaN,NaN,NaN,NaN
168900,Dice, Medieval,NaN,NaN,NaN,NaN
1076,Adaptation, Sci_Fi,NaN,NaN,NaN,NaN
73243,War, War,NaN,NaN,NaN,NaN
4213,card, Humor, Memory, Party Game,NaN,NaN
166333,card,NaN,NaN,NaN,NaN,NaN
147892,City Building, Economic, Political,NaN,NaN,NaN
287198,Dice,NaN,NaN,NaN,NaN,NaN
173389,ThinkFun,NaN,NaN,NaN,NaN,NaN
13767,Adaptation, Party Game, secret_agent, Trivia,NaN,NaN
233048,Animals, card, Educational, Party Game,NaN,NaN
11482,War, War,NaN,NaN,NaN,NaN
