objectid,name,yearpublished,sortindex,minplayers,maxplayers,minplaytime,maxplaytime,totalvotes,usersrated,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic
195547,LOAD  League of Ancient Defenders,2016,7831,2,6,90,180,9,301,Action Points, Area Movement, Dice Rolling,NaN,NaN,NaN
92759,Russian Civil War 1918-1922 (second edition),2011,7832,1,6,240,240,4,63,Hexagon Grid, Variable Player Powers,NaN,NaN,NaN,NaN
1319,Magic Hill,2001,7833,2,5,30,30,6,290,Memory,NaN,NaN,NaN,NaN,NaN
264314,Crave,2019,7834,2,6,25,35,2,65,Card Drafting, Deck, Hand Management, Take That, Team-Based Game, Variable Player Powers
209423,Zagor  Odissea Americana,2016,7835,2,5,60,90,1,66,Card Drafting, Cooperative Game, Dice Rolling, Variable Player Powers,NaN,NaN
43801,Afrika Korps  Decision in the Desert,2010,7836,1,2,240,240,2,60,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
2060,Probe,1964,7837,2,4,60,60,7,718,Card Game, Deduction, Word Game,NaN,NaN,NaN
27719,Trapper,2007,7838,2,4,30,60,2,193,Set Collection,NaN,NaN,NaN,NaN,NaN
273264,Iron Helm,2019,7839,1,1,30,45,2,51,Dice Rolling, Push Your Luck, Solo / Solitaire Game,NaN,NaN,NaN
27608,Hit or Miss,2006,7840,3,8,30,30,3,167,Party Game, Word Game,NaN,NaN,NaN,NaN
225736,Village of Legends,2017,7841,2,4,20,60,2,120,Deck,NaN,NaN,NaN,NaN,NaN
12736,The Battle for Dresden 1813,1995,7842,2,2,300,300,1,71,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
9867,Poitiers 1356 et Formigny 1450,1999,7843,2,2,45,45,3,64,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
112118,RED,2011,7844,3,3,20,20,3,83,Pattern Building, Tile Placement,NaN,NaN,NaN,NaN
130229,Out of Gears,2012,7845,2,8,30,30,3,151,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
9297,Oh,2004,7846,2,4,30,40,4,415,Pattern Building, Take That, Trading,NaN,NaN,NaN
1860,Dragon Dice  Scalders,1995,7847,2,4,30,30,14,1056,Dice Rolling,NaN,NaN,NaN,NaN,NaN
50764,Black Cross \/ Blue Sky,2010,7848,1,6,60,60,1,73,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
11428,Supermarina I  Command at Sea Volume II,1996,7849,2,12,150,150,0,56,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
189160,Top That!,2016,7850,2,4,15,15,1,207,Pattern Building,NaN,NaN,NaN,NaN,NaN
240094,Maki Stack,2018,7851,2,6,10,15,3,160,Team-Based Game,NaN,NaN,NaN,NaN,NaN
36661,One More Barrel,2008,7852,3,5,90,90,7,144,Area Majority / Influence, Simulation,NaN,NaN,NaN,NaN
187785,Glenn Drover's Empires  Galactic Rebellion,2016,7853,2,6,90,180,3,123,Area Majority / Influence, Worker Placement,NaN,NaN,NaN,NaN
2629,Ramses II,1997,7854,1,5,30,30,6,535,Grid Movement, Memory,NaN,NaN,NaN,NaN
122327,Pirates of the Spanish Main  Shuffling the Deck,2012,7855,2,4,30,30,4,218,Hand Management, Secret Unit Deployment,NaN,NaN,NaN,NaN
215392,Flip City  Wilderness,2017,7856,1,4,30,50,0,187,Deck, Push Your Luck,NaN,NaN,NaN,NaN
252542,The Romans,2019,7857,1,4,90,150,2,68,Area Majority / Influence, Dice Rolling, Worker Placement,NaN,NaN,NaN
235360,TOKYO JUTAKU,2018,7858,1,8,10,30,2,136,Area Movement, Grid Movement, Pattern Building, Pattern Recognition, Push Your Luck, Simulation
209450,L\u00e4nder toppen!,2016,7859,2,6,30,45,1,83,Set Collection,NaN,NaN,NaN,NaN,NaN
231573,Arkham Noir  Collector Case #1 \u2013 The Real Leeds,2017,7860,1,1,30,30,2,55,Hand Management, Set Collection,NaN,NaN,NaN,NaN
16792,Second World War at Sea  Strike South,2005,7861,2,2,120,120,2,76,Hexagon Grid, Paper-and-Pencil, Simultaneous Action Selection,NaN,NaN,NaN
30246,San Quentin Kings,2007,7862,3,5,90,120,2,73,Hand Management, Set Collection, Simultaneous Action Selection,NaN,NaN,NaN
944,Mag\u00b7Blast,1998,7863,2,6,60,60,3,359,Campaign / Battle Card Driven, Hand Management, Player Elimination, Take That, Variable Player Powers,NaN
206802,Spaghetti,2016,7864,2,4,20,30,4,192,Set Collection,NaN,NaN,NaN,NaN,NaN
2602,Solitaire for Two,2001,7865,1,4,30,45,5,86,Card Game, Puzzle,NaN,NaN,NaN,NaN
15156,Coloretto Amazonas,2005,7866,2,4,20,20,8,514,Set Collection,NaN,NaN,NaN,NaN,NaN
274432,Kauchuk,2019,7867,2,4,20,40,1,65,Area Majority / Influence, Card Drafting, Enclosure,NaN,NaN,NaN
177099,Great Scott!,2016,7868,3,5,20,45,1,90,Card Drafting, Set Collection, Storytelling,NaN,NaN,NaN
7164,Warhammer 40,2001,7869,2,2,45,45,5,268,Hand Management, Secret Unit Deployment,NaN,NaN,NaN,NaN
88079,Dux Bellorum,2012,7870,2,4,60,60,5,53,Dice Rolling,NaN,NaN,NaN,NaN,NaN
219,Volle H\u00fctte,1997,7871,3,5,30,30,4,162,Hand Management, Tile Placement,NaN,NaN,NaN,NaN
4914,Great War at Sea  1898,2000,7872,2,4,30,30,4,114,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
251350,Gem Rush (Second Edition),2018,7873,1,7,30,60,3,72,Cooperative Game, Hand Management, Modular Board, Set Collection, Tile Placement, Variable Player Powers
228372,Iberian Gauge,2017,7874,3,5,90,90,4,68,Economic, Trains, Transportation,NaN,NaN,NaN
3667,Star Fleet Battle Manual,1977,7875,2,8,45,90,0,70,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
12325,Perpetual Commotion,2003,7876,2,6,45,45,3,158,Hand Management, Pattern Building,NaN,NaN,NaN,NaN
257378,East Indiaman,2018,7877,2,4,60,90,2,75,Area Majority / Influence, Set Collection, Worker Placement,NaN,NaN,NaN
253499,A War of Whispers,2019,7878,2,4,30,60,6,67,Area Majority / Influence, Betting and Bluffing,NaN,NaN,NaN,NaN
251632,Bee Lives  We Will Only Know Summer,2019,7879,1,4,30,120,5,75,Modular Board, Tile Placement, Worker Placement,NaN,NaN,NaN
115976,Eaten By Zombies!  In Cahoots,2012,7880,2,2,20,20,2,179,Card Drafting, Deck, Hand Management,NaN,NaN,NaN
6240,The Crusades,1978,7881,2,8,240,240,3,161,Cooperative Game, Dice Rolling, Hexagon Grid, Simulation,NaN,NaN
248928,The White Tribe  Rhodesia's War 1966-1980,2018,7882,1,1,120,180,3,39,Area Majority / Influence, Area Movement, Chit-Pull System, Dice Rolling, Simulation, Solo / Solitaire Game
8690,Buzzword,2003,7883,4,12,45,45,4,594,Paper-and-Pencil, Team-Based Game,NaN,NaN,NaN,NaN
238136,Elementum,2018,7884,1,4,10,30,4,82,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
19653,Helden in der Unterwelt,2005,7885,1,4,90,90,3,121,Dice Rolling, Modular Board, Pick-up and Deliver,NaN,NaN,NaN
177062,Tank on Tank  East Front,2015,7886,1,2,20,45,3,60,Chit-Pull System, Dice Rolling, Hexagon Grid,NaN,NaN,NaN
283867,Offshore,2019,7887,2,5,60,60,1,85,Network and Route Building, Push Your Luck, Team-Based Game,NaN,NaN,NaN
156458,RoboRama,2014,7888,2,4,45,45,1,129,Action Queue, Hand Management,NaN,NaN,NaN,NaN
141430,Geek Out!,2013,7889,2,99,30,30,7,778,Auction/Bidding, Dice Rolling,NaN,NaN,NaN,NaN
262275,Dust in the Wings,2019,7890,2,4,30,30,2,122,Mancala, Pattern Building, Pattern Recognition,NaN,NaN,NaN
180867,Kitty Paw,2015,7891,1,4,15,30,8,516,Set Collection, Tile Placement,NaN,NaN,NaN,NaN
41624,Osmanli Harbi The Ottoman Fronts  1914 to 1918,2009,7892,2,2,360,360,3,54,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
55315,Maus au Chocolat,2009,7893,2,6,30,30,6,219,Set Collection, Variable Player Powers,NaN,NaN,NaN,NaN
3000,1806  Rossbach Avenged,1998,7894,2,4,120,120,3,84,Action Points, Hexagon Grid, Simulation,NaN,NaN,NaN
959,Luftschiff,1996,7895,1,2,60,60,2,72,Dice Rolling, Simulation,NaN,NaN,NaN,NaN
43023,Polizei-Alarm!,2009,7896,2,4,25,25,0,110,Dice Rolling, Secret Unit Deployment,NaN,NaN,NaN,NaN
643,Deadlands  Doomtown Range Wars,2000,7897,2,8,90,90,3,137,American West, Collectible Components, Fantasy,NaN,NaN,NaN
8815,Ler\u00e9ia,0,7898,2,6,60,60,2,91,Paper-and-Pencil, Voting,NaN,NaN,NaN,NaN
5038,Druid  Boudicca's Rebellion,1984,7899,2,2,180,180,1,89,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
193912,End of the Line,2016,7900,3,5,70,80,1,84,Action Queue, Worker Placement,NaN,NaN,NaN,NaN
259393,Lunes,2018,7901,1,1,10,15,2,60,Grid Movement, Memory, Modular Board, Pick-up and Deliver,NaN,NaN
195179,Shiba Inu House,2016,7902,1,5,15,30,3,202,Pattern Building, Tile Placement,NaN,NaN,NaN,NaN
182064,Nantucket,2016,7903,2,2,20,20,2,195,Worker Placement,NaN,NaN,NaN,NaN,NaN
279911,Escape Room In A Box  Flashback,2019,7904,2,8,30,90,0,58,Cooperative Game,NaN,NaN,NaN,NaN,NaN
1804,Inklings,1993,7905,4,6,45,45,2,128,Party Game, Word Game,NaN,NaN,NaN,NaN
81826,Disaster on Everest,2010,7906,1,1,60,60,2,94,Chit-Pull System, Pick-up and Deliver,NaN,NaN,NaN,NaN
170195,Oh My Gods!,2016,7907,3,5,15,15,2,69,Memory, Paper-and-Pencil, Take That, Variable Player Powers,NaN,NaN
281664,No Return  Es gibt kein Zur\u00fcck!,2019,7908,2,4,30,30,3,68,Abstract Strategy, Math,NaN,NaN,NaN,NaN
210660,Castellum  Maastricht,0,7909,2,4,120,200,0,76,Cooperative Game, Set Collection, Take That, Tile Placement, Worker Placement,NaN
9104,The Three Days of Gettysburg (second edition),2000,7910,2,2,360,360,1,65,Chit-Pull System, Dice Rolling, Hexagon Grid, Simulation,NaN,NaN
164760,Goblin's Breakfast,2015,7911,2,6,15,15,9,117,Card Game, Fantasy,NaN,NaN,NaN,NaN
251349,Miskatonic University  The Restricted Collection,2019,7912,2,5,30,45,3,151,Hand Management, Push Your Luck, Set Collection, Take That,NaN,NaN
282918,Garum,2019,7913,2,4,20,45,3,51,Area Majority / Influence, Hand Management, Modular Board, Pattern Building, Tile Placement, Worker Placement
192891,Daimyo's Fall,2018,7914,1,5,45,60,2,71,Deck, Hand Management, Variable Player Powers,NaN,NaN,NaN
205544,Rescue Polar Bears,2016,7915,1,4,30,60,2,84,Action Points, Cooperative Game, Dice Rolling, Hand Management, Modular Board, Pick-up and Deliver
2672,Der Herr der Ringe  Die Gef\u00e4hrten \u2013 Das Kartenspiel,2001,7916,2,4,45,45,5,334,Area Majority / Influence, Hand Management,NaN,NaN,NaN,NaN
25687,Fragile,2006,7917,1,4,35,35,3,135,Action Points,NaN,NaN,NaN,NaN,NaN
199790,Encantados,2016,7918,2,6,30,60,0,74,Set Collection, Take That,NaN,NaN,NaN,NaN
36788,Anno Domini  Wort Schrift Buch,2007,7919,2,8,30,30,3,81,Bluffing, Card Game, Educational, Trivia,NaN,NaN
141825,Dirigible Disaster,2013,7920,2,5,20,40,4,86,Cooperative Game, Dice Rolling,NaN,NaN,NaN,NaN
88950,Palenque,2011,7921,2,6,60,60,5,171,Action Points, Area Majority / Influence, Card Drafting, Enclosure, Grid Movement, Hand Management
34450,Bluff,1973,7922,2,6,30,30,0,111,Card Drafting, Dice Rolling,NaN,NaN,NaN,NaN
233016,The African Campaign  Designer Signature Edition,2017,7923,1,2,120,180,4,64,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
167580,Montmirail and Vauchamps 1814,2014,7924,2,2,240,240,0,38,Chit-Pull System, Hexagon Grid,NaN,NaN,NaN,NaN
7774,Striker,1981,7925,2,2,180,180,1,115,Simultaneous Action Selection,NaN,NaN,NaN,NaN,NaN
2088,Coup,1975,7926,2,6,90,90,3,134,Commodity Speculation, Tile Placement,NaN,NaN,NaN,NaN
231215,Merchants of Muziris,2017,7927,2,4,0,0,0,59,Card Drafting, Hand Management, Set Collection,NaN,NaN,NaN
169743,Moons,2017,7928,3,6,20,20,4,229,Set Collection, Trick-taking,NaN,NaN,NaN,NaN
114784,Rhein  River Trade,2016,7929,2,5,60,120,1,119,Auction/Bidding, Card Drafting, Pick-up and Deliver,NaN,NaN,NaN
14451,Nomic,1982,7930,2,99,10,180,12,72,Dice Rolling, Paper-and-Pencil, Voting,NaN,NaN,NaN
18341,The Comprehensive Guide to Board Wargaming,1977,7931,0,0,0,0,0,40,Book, Wargame,NaN,NaN,NaN,NaN
169795,Haithabu,2015,7932,2,4,90,90,8,181,Pick-up and Deliver, Trading, Worker Placement,NaN,NaN,NaN
43136,Chunky Fighters,2009,7933,2,99,10,10,4,196,Dice Rolling,NaN,NaN,NaN,NaN,NaN
198985,Day Night Z,0,7934,1,4,60,150,4,125,Area Movement, Campaign / Battle Card Driven, Cooperative Game, Dice Rolling, Modular Board, Simulation
244082,Outback,2018,7935,2,4,30,45,4,148,Dice Rolling, Pattern Building, Set Collection, Tile Placement,NaN,NaN
164917,Bananagrams WildTiles,2014,7936,1,8,15,15,1,115,Tile Placement,NaN,NaN,NaN,NaN,NaN
10445,Duel Masters Trading Card Game  2 Player Starter Set,2004,7937,2,4,30,30,4,204,Hand Management, Variable Player Powers,NaN,NaN,NaN,NaN
180387,Dungeon Solitaire  Tomb of the Four Kings,2015,7938,1,1,2,10,5,89,Pattern Building,NaN,NaN,NaN,NaN,NaN
10022,La R\u00e9volution fran\u00e7aise  La patrie en danger 1790-1796,1995,7939,4,6,180,180,5,66,Area Movement, Dice Rolling, Simulation,NaN,NaN,NaN
43393,Cubiko,2009,7940,2,4,10,10,2,111,Area Majority / Influence, Pattern Building,NaN,NaN,NaN,NaN
89918,Mount Drago,2011,7941,2,5,30,30,7,328,Hand Management,NaN,NaN,NaN,NaN,NaN
9858,The Russo-Japanese War,2004,7942,1,2,360,360,0,47,Dice Rolling, Hexagon Grid, Point to Point Movement, Secret Unit Deployment, Simulation,NaN
290,Gold Digger,1990,7943,2,5,20,20,8,658,Hand Management, Stock Holding,NaN,NaN,NaN,NaN
202296,Zauberei hoch drei,2016,7944,2,6,20,30,4,96,Cooperative Game, Dice Rolling, Memory,NaN,NaN,NaN
46530,The Red Dragon Inn  Gambling? I'm In!,2010,7945,2,8,5,5,1,244,Betting and Bluffing, Dice Rolling, Trick-taking, Variable Player Powers,NaN,NaN
227502,Medieval,2018,7946,1,6,90,180,2,96,Area Majority / Influence, Dice Rolling, Hand Management,NaN,NaN,NaN
5058,Operation Crusader,1978,7947,2,2,300,300,0,67,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
239,Wagram,1975,7948,2,2,90,90,0,95,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
242589,NATO Air Commander,2018,7949,1,1,45,60,4,55,Aviation / Flight, Modern Warfare, Wargame,NaN,NaN,NaN
266980,Steamopolis,2019,7950,1,4,60,100,1,66,Pick-up and Deliver, Set Collection, Worker Placement,NaN,NaN,NaN
246689,Munchkin Teenage Mutant Ninja Turtles,2018,7951,3,6,60,120,1,82,Card Drafting, Dice Rolling, Hand Management, Take That, Trading, Variable Player Powers
161923,Switching Tracks,2015,7952,2,5,60,60,4,97,Network and Route Building, Pick-up and Deliver, Point to Point Movement, Variable Player Powers,NaN,NaN
2226,Greyhounds,1985,7953,3,4,90,90,2,124,Betting and Bluffing, Simultaneous Action Selection,NaN,NaN,NaN,NaN
275800,Save the Meeples,2019,7954,2,4,40,60,0,82,Action Queue, Worker Placement,NaN,NaN,NaN,NaN
1635,Demonlord,1981,7955,2,2,90,90,3,91,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
9356,Pacific Fleet,1983,7956,2,2,360,360,1,50,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
247984,Moorea,2018,7957,2,5,30,30,2,149,Set Collection,NaN,NaN,NaN,NaN,NaN
39704,Emu Ranchers,2008,7958,2,2,15,15,4,98,Hand Management, Set Collection,NaN,NaN,NaN,NaN
152471,Manifest,2014,7959,2,5,45,45,4,99,Deck, Dice Rolling, Hand Management, Pick-up and Deliver, Point to Point Movement, Take That
260239,Dicium,2018,7960,1,4,30,60,1,86,Area Movement, Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN
84913,Caminos,2010,7961,2,4,25,25,5,86,Network and Route Building, Pattern Building, Team-Based Game, Tile Placement,NaN,NaN
184648,The Exiled  Siege,2016,7962,1,5,90,120,4,132,Cooperative Game, Point to Point Movement, Variable Player Powers,NaN,NaN,NaN
69318,Perpetual-Motion Machine,2010,7963,2,4,45,45,4,213,Hand Management, Set Collection,NaN,NaN,NaN,NaN
43332,Austerlitz 20,2009,7964,2,2,45,45,2,69,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
4357,Aspern-Essling,1999,7965,1,2,240,240,1,93,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
167404,Warsaw Rising Up 1945-1980,2016,7966,2,5,60,120,1,86,Card Drafting, Tile Placement, Worker Placement,NaN,NaN,NaN
6380,WarCry,2003,7967,2,4,20,20,3,143,Hand Management, Set Collection,NaN,NaN,NaN,NaN
142988,Hunters of Arcfall,2014,7968,2,6,30,30,7,172,Dice Rolling, Push Your Luck,NaN,NaN,NaN,NaN
132407,Stone & Relic,2013,7969,2,4,30,30,6,121,Area Majority / Influence, Hand Management,NaN,NaN,NaN,NaN
145549,Islands of the Damned  Wake Island and Peleliu,2015,7970,1,1,180,180,5,56,Area Movement,NaN,NaN,NaN,NaN,NaN
18963,En Garde!,2005,7971,2,6,45,45,6,511,Card Game, Fighting, Renaissance,NaN,NaN,NaN
108012,Collapsible D  The Final Minutes of the Titanic,2012,7972,3,6,30,30,5,114,Area Movement, Roll / Spin and Move,NaN,NaN,NaN,NaN
26474,Cold War Commander,2006,7973,2,2,150,150,3,55,Dice Rolling, Simulation,NaN,NaN,NaN,NaN
251228,Radetzky's March  The Hundred Hours Campaign,2018,7974,1,2,60,360,4,50,Chit-Pull System, Hexagon Grid, Simulation,NaN,NaN,NaN
176960,Wok on Fire,2015,7975,2,4,20,20,5,145,Set Collection,NaN,NaN,NaN,NaN,NaN
294,Keydom,1998,7976,2,5,90,90,2,76,Auction/Bidding, Set Collection, Worker Placement,NaN,NaN,NaN
165523,Rory's Story Cubes  Score,2014,7977,1,10,20,20,0,98,Cooperative Game, Dice Rolling, Pattern Recognition, Storytelling,NaN,NaN
99698,Micro Space Empire,2011,7978,1,1,10,10,5,109,Dice Rolling,NaN,NaN,NaN,NaN,NaN
2444,Carrier Strike!,1977,7979,2,4,45,45,4,268,Dice Rolling, Hexagon Grid, Roll / Spin and Move, Secret Unit Deployment,NaN,NaN
24230,Glik,2006,7980,2,4,30,30,7,126,Action Points, Modular Board,NaN,NaN,NaN,NaN
25142,Tal der Abenteuer  Die Schatzsuche im Himalaja,2006,7981,2,4,45,45,4,300,Hand Management, Set Collection,NaN,NaN,NaN,NaN
6918,1940,1980,7982,2,2,120,120,4,112,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
7008,Preference,1802,7983,3,4,120,120,5,69,Auction/Bidding, Betting and Bluffing, Trick-taking,NaN,NaN,NaN
3751,Palazzo Paletti,2001,7984,2,4,60,60,0,73,Action / Dexterity,NaN,NaN,NaN,NaN,NaN
2758,Bridgette,1970,7985,2,2,45,45,2,122,Auction/Bidding, Trick-taking,NaN,NaN,NaN,NaN
150831,Cuba  The Splendid Little War,2013,7986,2,2,120,120,3,59,Area Majority / Influence, Area Movement, Dice Rolling, Simulation,NaN,NaN
220380,Blorg in the Midwest,2017,7987,1,1,10,20,3,73,Deck, Hand Management, Simulation,NaN,NaN,NaN
158122,Migration  Book II \u2013 A Saga of Conflict,2014,7988,2,4,30,30,3,75,Deck, Enclosure, Hexagon Grid, Modular Board, Simultaneous Action Selection, Take That
17538,Jackson at the Crossroads  Cross Keys & Port Republic,1981,7989,1,2,240,240,0,52,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
191065,Castle Flutterstone,2016,7990,2,4,15,25,2,129,Action / Dexterity, Childrens Game,NaN,NaN,NaN,NaN
40949,Nur die Ziege z\u00e4hlt,2009,7991,3,6,30,30,4,207,Hand Management, Trick-taking,NaN,NaN,NaN,NaN
101206,Night Drop  6 June 44,2012,7992,2,2,180,180,3,54,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
687,Cabale,1999,7993,2,4,60,60,4,151,Abstract Strategy,NaN,NaN,NaN,NaN,NaN
262135,Anomaly,2019,7994,2,4,45,60,2,66,Area Movement, Command Cards, Hidden Movement, Secret Unit Deployment, Team-Based Game,NaN
232242,Wanted 7,2017,7995,2,6,20,40,3,99,Auction/Bidding, Hand Management, Set Collection,NaN,NaN,NaN
7849,Introduction to Advanced Dungeons & Dragons,1995,7996,2,7,120,120,0,83,Cooperative Game, Role Playing,NaN,NaN,NaN,NaN
148007,A Spoiled Victory  Dunkirk 1940,2014,7997,1,1,60,60,1,48,Action Points, Point to Point Movement,NaN,NaN,NaN,NaN
37912,Highway to the Reich (third edition),2008,7998,1,5,0,0,5,57,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
703,Roman Civil War,1993,7999,2,2,120,120,2,79,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
282006,50 Clues  The Pendulum of the Dead,2019,8000,1,5,90,90,1,67,Cooperative Game, Storytelling,NaN,NaN,NaN,NaN
21149,War of the Suns,2013,8001,2,4,1800,1800,1,57,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
39565,World War 5,2008,8002,2,4,15,15,6,134,Area Majority / Influence, Area Movement, Dice Rolling,NaN,NaN,NaN
5023,The Conquerors  The Romans and The Macedonians,1977,8003,2,2,240,240,0,83,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
246355,Dead & Breakfast,2018,8004,2,4,20,40,2,65,Network and Route Building, Pattern Building, Set Collection, Tile Placement,NaN,NaN
15047,Trivial Pursuit DVD  Star Wars Saga Edition,2005,8005,2,6,45,90,1,359,Roll / Spin and Move,NaN,NaN,NaN,NaN,NaN
135019,Formula E,2014,8006,3,6,60,60,1,164,Grid Movement, Hand Management, Point to Point Movement,NaN,NaN,NaN
26747,Space Junkyard,2009,8007,2,4,30,30,3,233,Tile Placement,NaN,NaN,NaN,NaN,NaN
7635,Torch,1985,8008,2,2,180,180,0,72,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
5830,Bloody 110,1989,8009,2,2,360,360,1,65,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
245085,Troll & Dragon,2018,8010,2,5,20,20,2,124,Dice Rolling, Push Your Luck,NaN,NaN,NaN,NaN
224678,Baseball Highlights  2045 \u2013 Spring Training,2017,8011,1,2,45,45,0,54,Deck, Variable Player Powers,NaN,NaN,NaN,NaN
274128,Epic Spell Wars of the Battle Wizards  ANNIHILAGEDDON Deck-Building Game,2019,8012,2,5,60,90,1,56,Deck, Hand Management, Take That,NaN,NaN,NaN
236178,Mini DiverCity,2018,8013,1,7,15,20,1,124,Cooperative Game, Hand Management, Memory, Set Collection, Variable Player Powers,NaN
191895,Toddles-Bobbles,2010,8014,2,6,15,15,1,106,Memory, Pattern Recognition,NaN,NaN,NaN,NaN
5953,Karambolage,1995,8015,2,4,20,30,2,174,Dice Rolling, Push Your Luck,NaN,NaN,NaN,NaN
6121,Tablut,1700,8016,2,2,45,45,3,145,Grid Movement, Point to Point Movement,NaN,NaN,NaN,NaN
4234,Hougoumont,1991,8017,1,2,120,120,3,100,Action Points, Hexagon Grid,NaN,NaN,NaN,NaN
172033,Crabz,2015,8018,2,4,20,20,2,159,Player Elimination, Point to Point Movement,NaN,NaN,NaN,NaN
5277,Overlord,1973,8019,2,4,180,180,1,79,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
1555,Dungeon Dice,1977,8020,2,4,30,30,8,376,Push Your Luck,NaN,NaN,NaN,NaN,NaN
15238,International Cricket,1985,8021,1,2,120,120,4,42,Simulation,NaN,NaN,NaN,NaN,NaN
218503,Wartime  The Battle of Valyance Vale,2017,8022,2,2,30,30,2,60,Action Timer, Modular Board,NaN,NaN,NaN,NaN
8751,Wurzburg,1975,8023,2,2,90,90,1,74,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
131321,The Valkyrie Incident,2013,8024,2,2,30,30,3,100,Deck, Hand Management,NaN,NaN,NaN,NaN
118559,Syracuse (415\/413 av. J.-C.),2012,8025,2,2,120,120,3,63,Action Points, Area Movement, Area-Impulse,NaN,NaN,NaN
23848,Hameln,2006,8026,3,5,60,60,5,312,Variable Phase Order,NaN,NaN,NaN,NaN,NaN
234860,Hack Trick  It's Hacking Time,2017,8027,2,2,15,15,2,79,Area Majority / Influence, Hand Management, Pattern Building,NaN,NaN,NaN
1321,Duomix,1995,8028,2,8,15,15,0,163,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
249039,5 Minute Chase,2018,8029,2,4,5,15,1,193,Tile Placement,NaN,NaN,NaN,NaN,NaN
127096,Metal Adventures,2015,8030,3,6,45,60,2,148,Card Drafting, Dice Rolling, Set Collection, Take That, Team-Based Game, Trading
31336,Corunea,2008,8031,2,4,30,30,15,115,Dice Rolling, Role Playing,NaN,NaN,NaN,NaN
168653,Wilderness Empires,2015,8032,1,4,90,90,2,66,Area Majority / Influence, Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Team-Based Game,NaN
40411,Flames of War  Open Fire,2009,8033,2,0,0,0,0,66,Dice Rolling, Secret Unit Deployment,NaN,NaN,NaN,NaN
6039,Antietam  Burnished Rows of Steel,1993,8034,1,2,240,240,4,99,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
