objectid,name,yearpublished,sortindex,minplayers,maxplayers,minplaytime,maxplaytime,totalvotes,usersrated,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic,boardgamemechanic
12252,Clash Along the Psel  The Battle of Kursk 1943,2004,7615,2,2,120,120,3,48,Dice Rolling, Hexagon Grid, Modular Board,NaN,NaN,NaN
132456,18Ruhr,2012,7616,3,6,300,300,3,45,Network and Route Building, Stock Holding, Tile Placement,NaN,NaN,NaN
257991,Igen?,2018,7617,2,6,30,60,7,83,Voting,NaN,NaN,NaN,NaN,NaN
414,Around the World in 80 Days,1986,7618,2,6,60,60,4,266,Card Drafting, Point to Point Movement,NaN,NaN,NaN,NaN
20253,Diaballik,2004,7619,2,2,20,20,1,124,Grid Movement, Point to Point Movement,NaN,NaN,NaN,NaN
28567,I Don't Know,2007,7620,2,999,5,5,4,85,Voting,NaN,NaN,NaN,NaN,NaN
36339,Sharp Practice,2008,7621,2,6,120,120,0,57,Roll / Spin and Move, Simulation, Variable Phase Order,NaN,NaN,NaN
256838,Nessos,2018,7622,3,6,20,20,4,135,Player Elimination, Take That,NaN,NaN,NaN,NaN
171708,Holdfast  Korea 1950-51,2015,7623,1,2,120,120,2,90,Action Points, Dice Rolling,NaN,NaN,NaN,NaN
18297,Experiment,2006,7624,3,6,30,30,4,256,Auction/Bidding, Set Collection,NaN,NaN,NaN,NaN
2173,Vendetta,1881,7625,4,4,45,45,9,385,Grid Movement, Player Elimination,NaN,NaN,NaN,NaN
230514,Tadmor,2017,7626,2,4,90,120,4,71,Action Queue, Set Collection, Trading, Worker Placement,NaN,NaN
538,Manager,1991,7627,3,6,60,60,2,129,Simultaneous Action Selection, Stock Holding,NaN,NaN,NaN,NaN
211641,The Horus Heresy  Burning of Prospero,2016,7628,2,2,30,90,1,63,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN
275589,Pocket Detective,2019,7629,1,6,45,60,2,71,Cooperative Game, Storytelling,NaN,NaN,NaN,NaN
207883,OutLawed!,2017,7630,2,5,15,30,1,104,Hand Management,NaN,NaN,NaN,NaN,NaN
122313,The Doge Ship,2012,7631,2,5,90,90,3,235,Action Points, Auction/Bidding, Dice Rolling,NaN,NaN,NaN
5992,Operation Grenade,1981,7632,2,2,240,240,3,156,Chit-Pull System, Hexagon Grid,NaN,NaN,NaN,NaN
5736,Ace of Aces  Balloon Buster,1985,7633,2,2,20,20,2,172,Simulation, Simultaneous Action Selection,NaN,NaN,NaN,NaN
122435,Mobile Frame Zero  Rapid Attack,2012,7634,2,5,150,150,2,63,Dice Rolling, Modular Board, Player Elimination, Variable Player Powers,NaN,NaN
3078,Pair-of-Dice Dice Combo,2001,7635,2,3,20,20,2,88,Dice Rolling, Grid Movement,NaN,NaN,NaN,NaN
212807,Backpacks & Blisters (second edition),2017,7636,1,6,20,60,4,82,Hand Management, Network and Route Building, Time Track,NaN,NaN,NaN
148309,Gazala  The Cauldron,2013,7637,2,2,180,180,3,63,Chit-Pull System, Hexagon Grid,NaN,NaN,NaN,NaN
194532,Vs System 2PCG  A-Force,2016,7638,2,2,30,30,1,57,Hand Management, Variable Player Powers,NaN,NaN,NaN,NaN
154677,Ave Cesar,2013,7639,4,7,60,60,7,103,Hand Management, Variable Phase Order, Variable Player Powers,NaN,NaN,NaN
2200,Falsche FuFFziger,1994,7640,3,6,90,90,4,123,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
53840,Adventure of D,2010,7641,1,4,30,30,5,98,Area Movement, Hand Management, Modular Board, Role Playing, Set Collection, Simultaneous Action Selection
145470,Don Capollo,2013,7642,3,6,45,45,2,102,Card Drafting, Set Collection,NaN,NaN,NaN,NaN
178958,The Lords of Rock,2016,7643,2,5,20,45,2,148,Hand Management, Take That,NaN,NaN,NaN,NaN
29278,18Rhl  Rhineland,2007,7644,3,6,240,240,4,57,Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement,NaN,NaN
19048,The Nacho Incident,2005,7645,2,4,45,45,6,246,Hand Management, Pick-up and Deliver, Simultaneous Action Selection,NaN,NaN,NaN
7501,Hunters from the Sky,1994,7646,2,2,240,240,1,100,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
34905,Backseat Drawing,2008,7647,4,10,20,30,7,204,Line Drawing, Team-Based Game,NaN,NaN,NaN,NaN
208663,Godforsaken Scavengers,2017,7648,1,6,20,45,1,151,Cooperative Game, Hand Management, Player Elimination, Push Your Luck, Storytelling, Trading
178361,Waka Tanka,2016,7649,3,6,20,30,2,171,Hand Management,NaN,NaN,NaN,NaN,NaN
184663,Covalence  A Molecule Building Game,2016,7650,2,4,15,40,3,151,Cooperative Game, Pattern Building,NaN,NaN,NaN,NaN
474,Cold War,1984,7651,4,4,180,180,4,215,Area Majority / Influence,NaN,NaN,NaN,NaN,NaN
269537,Mystery House  Adventures in a Box,2019,7652,1,5,60,60,1,164,Cooperative Game,NaN,NaN,NaN,NaN,NaN
62809,Jump Gate,2010,7653,2,6,45,45,4,157,Hand Management, Modular Board, Set Collection,NaN,NaN,NaN
204498,Match Madness,2016,7654,1,4,10,20,3,171,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
219509,Captain Silver,2017,7655,2,4,20,20,1,145,Childrens Game,NaN,NaN,NaN,NaN,NaN
224794,Carreau,2018,7656,2,4,20,30,1,64,Action Queue,NaN,NaN,NaN,NaN,NaN
5700,Air Bridge to Victory,1990,7657,2,4,240,240,4,149,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
13182,Korsun Pocket,1979,7658,2,6,360,6000,3,49,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
2412,Word Thief,1994,7659,2,4,45,45,3,211,Card Game, Word Game,NaN,NaN,NaN,NaN
4235,Fulda Gap  The First Battle of the Next War,1977,7660,2,2,300,300,3,157,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
343,Twins,1996,7661,3,6,30,30,0,176,Bluffing, Card Game,NaN,NaN,NaN,NaN
251037,1347  De Nigrae Pestis Ludo,2018,7662,2,6,50,180,6,143,Area Majority / Influence, Auction/Bidding, Take That, Worker Placement,NaN,NaN
202494,Encounters  Shadowrun,2016,7663,1,8,15,30,2,151,Dice Rolling, Push Your Luck,NaN,NaN,NaN,NaN
248375,SAGA Rulebook (2nd Edition),2018,7664,2,6,40,320,3,45,Action Queue, Deck, Dice Rolling, Player Elimination, Variable Player Powers,NaN
174517,Versailles,2015,7665,3,4,30,45,2,73,Card Game,NaN,NaN,NaN,NaN,NaN
204504,Outlaws  Last Man Standing,2018,7666,2,2,15,20,3,113,American West, Bluffing, Deduction,NaN,NaN,NaN
83196,Pig 10,2010,7667,2,8,15,20,4,180,Hand Management,NaN,NaN,NaN,NaN,NaN
5834,Campaign to Stalingrad,1992,7668,2,2,360,360,4,79,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
130729,Rancho,2012,7669,2,6,45,45,8,246,Dice Rolling, Enclosure, Set Collection, Tile Placement,NaN,NaN
189610,Vs System 2PCG  The Defenders,2016,7670,2,4,20,60,0,63,Hand Management, Variable Player Powers,NaN,NaN,NaN,NaN
286830,Tajuto,2019,7671,2,4,45,60,2,98,Action Points, Betting and Bluffing, Push Your Luck,NaN,NaN,NaN
41123,Pirate Versus Pirate,2010,7672,2,3,20,20,7,247,Dice Rolling, Pick-up and Deliver, Player Elimination, Roll / Spin and Move,NaN,NaN
283211,Harry Potter  Death Eaters Rising,2019,7673,2,4,45,90,1,73,Card Drafting, Cooperative Game, Dice Rolling,NaN,NaN,NaN
3275,Imperator,2002,7674,2,2,30,480,3,67,Area Movement,NaN,NaN,NaN,NaN,NaN
9616,Horus,2008,7675,2,4,60,60,14,404,Area Majority / Influence, Enclosure, Hand Management, Tile Placement,NaN,NaN
5333,Invasion  Norway,1995,7676,2,2,360,360,0,89,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
116860,The Cook-off,2013,7677,4,6,30,30,3,139,Action Queue, Simulation, Simultaneous Action Selection, Take That,NaN,NaN
8843,6-Jun,1999,7678,2,2,240,240,3,101,Chit-Pull System, Hexagon Grid, Simulation,NaN,NaN,NaN
102159,Champions 2020,2011,7679,2,2,40,60,6,88,Roll / Spin and Move, Simulation,NaN,NaN,NaN,NaN
140986,Viagem no Tempo,2013,7680,3,5,60,60,2,80,Action Queue, Point to Point Movement, Set Collection,NaN,NaN,NaN
226454,Miaui,2017,7681,3,6,20,20,3,114,Hand Management, Simultaneous Action Selection,NaN,NaN,NaN,NaN
177861,Paths to Hell,2016,7682,1,2,0,120,4,55,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
32995,Saigo no Kane,2008,7683,2,4,60,60,5,124,Set Collection,NaN,NaN,NaN,NaN,NaN
265113,ESCAPE Dysturbia  M\u00f6rderischer Maskenball,2018,7684,1,8,90,90,3,52,Cooperative Game,NaN,NaN,NaN,NaN,NaN
215482,Road Hog  Rule the Road,2017,7685,2,5,30,30,4,157,Dice Rolling, Hand Management, Modular Board, Point to Point Movement, Roll / Spin and Move, Take That
10168,Citadel  The Battle of Dien Bien Phu,1977,7686,1,2,360,360,2,60,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
235511,Team UP!,2018,7687,1,4,20,30,2,129,Action Queue, Cooperative Game, Push Your Luck, Tile Placement,NaN,NaN
28574,Magiczny Miecz,1993,7688,2,6,240,240,7,216,Dice Rolling, Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN
60228,Race for Berlin  The Final Struggle,2010,7689,2,2,180,180,8,90,Area Movement, Area-Impulse, Dice Rolling,NaN,NaN,NaN
142551,Titans Tactics,2013,7690,2,2,30,30,3,108,Grid Movement, Hand Management, Variable Player Powers,NaN,NaN,NaN
17022,Saganami Island Tactical Simulator,2005,7691,2,8,120,120,0,95,Hexagon Grid, Simulation, Simultaneous Action Selection,NaN,NaN,NaN
248761,Bat Cup,2018,7692,2,4,30,120,5,72,Action Queue, Card Drafting, Variable Player Powers,NaN,NaN,NaN
231624,Exploriana,2019,7693,2,5,45,60,3,68,Card Drafting, Push Your Luck, Set Collection, Worker Placement,NaN,NaN
12501,The Franco-Prussian War,1992,7694,2,2,360,600,3,97,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
16142,Geisterw\u00e4ldchen,2005,7695,2,6,30,30,4,176,Memory, Roll / Spin and Move,NaN,NaN,NaN,NaN
29860,Bataan!,2010,7696,1,2,0,0,5,58,Chit-Pull System, Dice Rolling, Hexagon Grid,NaN,NaN,NaN
134964,Moonbase Alpha,2012,7697,2,2,90,90,5,85,Area Movement, Dice Rolling, Hexagon Grid,NaN,NaN,NaN
278824,Rollecate,2019,7698,1,4,10,15,8,124,Dice Rolling, Hand Management, Network and Route Building, Push Your Luck, Set Collection, Tile Placement
2265,Ultimate Stratego,1997,7699,2,4,30,30,6,358,Area Movement, Memory, Secret Unit Deployment, Team-Based Game,NaN,NaN
1317,Auf falscher F\u00e4hrte,2001,7700,3,4,30,30,2,110,Trick-taking,NaN,NaN,NaN,NaN,NaN
190,Dolce Vita,1999,7701,3,5,30,30,4,191,Auction/Bidding,NaN,NaN,NaN,NaN,NaN
267661,Crossing the Line  Aachen 1944,2019,7702,1,2,0,0,1,49,Action Points, Dice Rolling, Hexagon Grid, Simulation,NaN,NaN
66896,Pockets,1892,7703,2,4,60,60,1,133,Action / Dexterity,NaN,NaN,NaN,NaN,NaN
269618,Crystallo,2018,7704,1,1,20,30,1,53,Pattern Building, Pattern Recognition, Set Collection, Tile Placement,NaN,NaN
11139,Bloody April  The Battle of Shiloh,1979,7705,2,6,1200,1200,0,92,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
159877,Hat-Trick,2014,7706,2,2,40,40,2,84,Grid Movement, Hand Management, Simulation, Simultaneous Action Selection,NaN,NaN
68186,Toe-to-Toe Nu'klr Combat with the Rooskies,2010,7707,1,1,15,15,4,137,Point to Point Movement, Secret Unit Deployment,NaN,NaN,NaN,NaN
156101,Dark Age Z,2015,7708,2,5,90,90,1,68,Hand Management,NaN,NaN,NaN,NaN,NaN
125022,Stratopolis,2012,7709,2,2,10,20,3,89,Area Majority / Influence,NaN,NaN,NaN,NaN,NaN
181694,Cha dango,2015,7710,2,6,15,25,1,93,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
266771,Too Many Poops,2018,7711,2,6,15,30,9,111,Hand Management, Set Collection, Take That,NaN,NaN,NaN
149621,Suspense  the Card Game,2013,7712,3,3,15,15,1,136,Hand Management, Push Your Luck,NaN,NaN,NaN,NaN
4375,Krone & Schwert,2002,7713,2,5,60,60,4,275,Action Points, Campaign / Battle Card Driven, Modular Board,NaN,NaN,NaN
161813,Hangtown,2015,7714,2,6,60,90,1,65,Deck, Dice Rolling, Hand Management, Simultaneous Action Selection, Variable Phase Order, Variable Player Powers
280131,Moon Base,2019,7715,2,2,30,60,1,64,Area Majority / Influence,NaN,NaN,NaN,NaN,NaN
11706,Lightning  D-Day,2004,7716,2,2,30,30,2,286,Simulation,NaN,NaN,NaN,NaN,NaN
183361,Shogunate,2016,7717,3,6,20,25,2,117,Action Queue, Simultaneous Action Selection,NaN,NaN,NaN,NaN
1772,Asteroid,1980,7718,2,2,120,180,2,143,Modular Board,NaN,NaN,NaN,NaN,NaN
118215,W\u00fcrfelwurst,2012,7719,2,4,15,15,3,190,Dice Rolling,NaN,NaN,NaN,NaN,NaN
10829,Krieg! World War II in Europe,1996,7720,2,3,300,1800,4,109,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
222424,Planecrafters,2017,7721,2,4,30,60,3,80,Hand Management, Set Collection,NaN,NaN,NaN,NaN
13920,Chickamauga  The Last Victory,1975,7722,2,2,120,120,2,86,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN
169102,Slaughterville,2015,7723,1,6,60,120,3,130,Action Points, Cooperative Game, Dice Rolling,NaN,NaN,NaN
267991,Conspiracy  The Solomon Gambit,2019,7724,2,4,30,60,1,81,Auction/Bidding, Pick-up and Deliver,NaN,NaN,NaN,NaN
220368,Sword Art Online Board Game  Sword of Fellows Deluxe Edition,2017,7725,1,4,30,30,6,161,Cooperative Game, Dice Rolling,NaN,NaN,NaN,NaN
182954,Rory's Story Cubes  Mythic,2015,7726,1,12,20,20,0,94,Cooperative Game, Dice Rolling, Pattern Recognition, Storytelling,NaN,NaN
165046,Slavika  Equinox,2014,7727,2,5,45,45,4,109,Area Majority / Influence, Auction/Bidding, Hand Management, Set Collection,NaN,NaN
209809,Hordes Primal Mk III,2016,7728,2,2,45,90,1,46,Dice Rolling,NaN,NaN,NaN,NaN,NaN
273779,Under Falling Skies,2019,7729,1,1,20,40,3,60,Dice Rolling, Modular Board, Worker Placement,NaN,NaN,NaN
72808,Saustall,2010,7730,2,4,45,45,3,152,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN
204803,Complots 2,2016,7731,2,8,15,15,1,86,Player Elimination, Take That, Variable Player Powers,NaN,NaN,NaN
160125,Gods' Gambit,2014,7732,2,6,20,20,6,149,Hand Management,NaN,NaN,NaN,NaN,NaN
159633,Start Player Express,2014,7733,2,99,1,1,0,101,Dice Rolling,NaN,NaN,NaN,NaN,NaN
134009,The Hobbit  An Unexpected Journey Strategy Battle Game,2012,7734,2,0,30,30,1,61,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN
1404,Strand-Cup,2000,7735,4,8,45,45,2,189,Team-Based Game,NaN,NaN,NaN,NaN,NaN
14186,Bao,0,7736,2,2,40,40,3,98,Mancala,NaN,NaN,NaN,NaN,NaN
184560,Lock 'n Load Tactical  Heroes of the Falklands,2015,7737,2,2,120,240,1,49,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
484,Stratego Legends  The Shattered Lands,1999,7738,2,8,60,60,8,700,Memory, Modular Board, Rock-Paper-Scissors, Secret Unit Deployment, Variable Player Powers,NaN
256572,The Walking Dead  Here's Negan \u2013 The Board Game,2018,7739,1,5,60,90,1,49,Dice Rolling, Modular Board,NaN,NaN,NaN,NaN
158098,Star Fleet Battles  Volume I,1983,7740,2,2,180,180,1,55,Hexagon Grid, Variable Player Powers,NaN,NaN,NaN,NaN
161966,Armymals,2014,7741,2,8,45,45,4,123,Action Queue, Card Drafting, Dice Rolling, Variable Phase Order, Variable Player Powers,NaN
182510,Ravage  Dungeons of Plunder,2018,7742,1,5,30,90,1,65,Area Movement, Card Drafting, Cooperative Game, Dice Rolling, Grid Movement, Modular Board
642,Oodles,1992,7743,3,10,20,20,2,252,Party Game, Trivia,NaN,NaN,NaN,NaN
260156,Ocean Crisis,2019,7744,2,5,30,60,0,62,Cooperative Game, Dice Rolling, Tile Placement, Worker Placement,NaN,NaN
180906,Portal of Morth,2015,7745,1,4,90,180,2,113,Cooperative Game, Dice Rolling, Grid Movement, Take That, Variable Player Powers,NaN
7590,Seastrike,1975,7746,1,2,60,60,2,72,Simulation,NaN,NaN,NaN,NaN,NaN
181031,Sweet Spot,2017,7747,1,4,20,45,2,61,Card Drafting, Hand Management,NaN,NaN,NaN,NaN
66851,Schlag den Raab  Das Spiel,2010,7748,2,6,60,60,5,159,Action / Dexterity, Movies / TV / Radio theme,NaN,NaN,NaN,NaN
6841,Transformers Armada   Battle for Cybertron,2003,7749,2,4,30,30,2,182,Campaign / Battle Card Driven, Roll / Spin and Move, Variable Player Powers,NaN,NaN,NaN
153870,Green Deal,2014,7750,3,5,60,90,6,136,Area Majority / Influence, Auction/Bidding, Simulation, Simultaneous Action Selection, Tile Placement,NaN
14559,Malvern Hill,1999,7751,1,2,240,240,1,64,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
9200,Heroes Incorporated,2004,7752,2,4,60,60,4,246,Dice Rolling, Role Playing, Variable Player Powers,NaN,NaN,NaN
165984,Anno Domini  Wissenschaft & Forschung,2014,7753,2,8,30,30,1,80,Bluffing, Card Game, Educational, Party Game, Trivia,NaN
65582,Regatta,2010,7754,2,4,20,20,2,229,Hand Management,NaN,NaN,NaN,NaN,NaN
232254,KAPOW!,2019,7755,2,4,20,60,3,64,Dice Rolling, Hand Management, Simultaneous Action Selection, Variable Player Powers,NaN,NaN
124706,Guts of Glory,2012,7756,2,4,30,30,5,162,Hand Management,NaN,NaN,NaN,NaN,NaN
19902,Shiloh  April 1862,2010,7757,2,2,180,180,1,73,Area Movement, Area-Impulse, Dice Rolling, Secret Unit Deployment,NaN,NaN
7950,Chronopia,1997,7758,2,4,90,90,3,72,Action Points,NaN,NaN,NaN,NaN,NaN
285895,Die Inseln im Nebel,2019,7759,2,4,45,60,1,71,Tile Placement,NaN,NaN,NaN,NaN,NaN
193291,Orient Express,2017,7760,2,5,45,90,1,75,Network and Route Building,NaN,NaN,NaN,NaN,NaN
39189,Kawanakajima 1561,2009,7761,1,2,0,0,5,64,Chit-Pull System, Hexagon Grid,NaN,NaN,NaN,NaN
208321,Holdfast  Atlantic 1939-45,2016,7762,1,2,60,150,0,64,Area Majority / Influence, Area Movement, Dice Rolling, Secret Unit Deployment,NaN,NaN
125368,Dino Hunt Dice,2012,7763,2,8,10,10,7,471,Dice Rolling, Push Your Luck,NaN,NaN,NaN,NaN
4918,Great War at Sea  U.S. Navy Plan Orange,1998,7764,2,4,120,120,2,106,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
178515,Little Circuses,2016,7765,1,7,30,45,2,134,Tile Placement, Worker Placement,NaN,NaN,NaN,NaN
238221,Kampf gegen das Spiessertum,2017,7766,3,10,30,500,0,75,Hand Management, Simultaneous Action Selection,NaN,NaN,NaN,NaN
5940,Bug Hunter Sniper!  Sniper! Companion Game #3,1988,7767,2,3,90,90,1,83,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
162383,Festung Europa  The Campaign for Western Europe,2016,7768,2,2,240,240,4,84,Campaign / Battle Card Driven, Hand Management, Hexagon Grid,NaN,NaN,NaN
22203,Face To The Mat,2000,7769,1,2,0,0,8,54,Dice Rolling, Simulation, Variable Player Powers,NaN,NaN,NaN
138589,Axis & Allies Air Force Miniatures  Bandits High,2013,7770,2,6,90,90,2,64,Dice Rolling, Point to Point Movement, Simulation, Variable Player Powers,NaN,NaN
228409,Lusitania,2017,7771,2,4,10,20,7,88,Card Drafting, Hand Management, Set Collection,NaN,NaN,NaN
232267,Red Typhoon  The Soviet Winter Counter-Offensive,2017,7772,1,2,240,420,1,54,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
1543,Dragon Quest,1992,7773,2,6,60,60,3,215,Campaign / Battle Card Driven, Grid Movement, Role Playing, Variable Player Powers,NaN,NaN
3183,Car Wars (fifth edition),2002,7774,2,2,60,60,0,227,Modular Board, Role Playing, Simultaneous Action Selection,NaN,NaN,NaN
220672,Shop 'N Time,2017,7775,2,8,15,30,0,137,Card Drafting,NaN,NaN,NaN,NaN,NaN
6617,Rapidough Travel,1994,7776,4,99,30,30,0,192,Pattern Building, Pattern Recognition,NaN,NaN,NaN,NaN
234292,13 Ghosts,2017,7777,2,4,10,20,5,139,Player Elimination,NaN,NaN,NaN,NaN,NaN
83,Sam Grant,1997,7778,2,2,180,180,2,130,Secret Unit Deployment,NaN,NaN,NaN,NaN,NaN
374,Colorado County,1998,7779,2,4,60,60,4,172,Auction/Bidding, Simultaneous Action Selection, Tile Placement,NaN,NaN,NaN
153510,Xalapa,2014,7780,1,6,30,30,2,97,Puzzle, Real-time,NaN,NaN,NaN,NaN
189341,Timeline  Qu\u00e9bec,2015,7781,2,8,15,15,0,86,Card Game, Educational, Trivia,NaN,NaN,NaN
768,Keytown,2000,7782,2,5,60,60,2,107,Medieval,NaN,NaN,NaN,NaN,NaN
174013,The End is Nigh,2017,7783,2,6,15,20,2,112,Cooperative Game, Memory, Voting,NaN,NaN,NaN
11695,Defiant Russia,2004,7784,2,2,120,120,3,203,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN
242312,Mont\u00e9limar  Anvil of Fate,2018,7785,1,4,120,3000,0,43,Chit-Pull System, Hexagon Grid,NaN,NaN,NaN,NaN
198,Buried Treasure,1992,7786,2,4,30,30,5,232,Set Collection,NaN,NaN,NaN,NaN,NaN
57349,Vampires of the Night,2009,7787,2,4,20,20,1,150,Action / Dexterity, Childrens Game, Horror,NaN,NaN,NaN
10186,JENA!,1996,7788,2,3,300,300,2,99,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN
149746,My Little Pony  Collectible Card Game,2013,7789,2,2,20,20,6,259,Deck, Variable Player Powers,NaN,NaN,NaN,NaN
56690,Multiplayer Pentago,2009,7790,2,4,5,5,4,149,Pattern Building,NaN,NaN,NaN,NaN,NaN
18058,Anno Domini  Spiel des Jahres,2004,7791,2,8,30,30,0,133,Card Drafting,NaN,NaN,NaN,NaN,NaN
2903,The Hunt for Red October,1988,7792,2,2,60,60,6,383,Area-Impulse, Dice Rolling, Secret Unit Deployment,NaN,NaN,NaN
126026,Gato Leader,2016,7793,1,1,60,60,3,71,Area Movement, Dice Rolling, Simulation,NaN,NaN,NaN
161290,Space Movers 2201,2015,7794,2,7,60,60,1,113,Cooperative Game, Dice Rolling, Pick-up and Deliver,NaN,NaN,NaN
81691,Lino,2010,7795,2,2,20,20,2,83,Pattern Building,NaN,NaN,NaN,NaN,NaN
13218,Austerlitz 1805  Partie Sud,2004,7796,2,2,60,60,3,60,Chit-Pull System, Hexagon Grid,NaN,NaN,NaN,NaN
250878,Rebel Nox,2018,7797,4,6,20,30,3,115,Hand Management, Team-Based Game, Trick-taking,NaN,NaN,NaN
202204,Munchkin Collectible Card Game,2018,7798,2,2,20,40,0,123,Bluffing, Card Game, Collectible Components, Fighting,NaN,NaN
87632,Escape of the Dead Minigame,2010,7799,1,1,15,15,6,181,Action Points, Dice Rolling, Paper-and-Pencil, Worker Placement,NaN,NaN
108737,Air Show,2011,7800,2,5,60,90,1,102,Auction/Bidding, Set Collection,NaN,NaN,NaN,NaN
155822,Krosmaster Junior,2014,7801,2,4,5,15,5,235,Action Points, Grid Movement, Variable Player Powers,NaN,NaN,NaN
177844,Sector 6,2017,7802,1,6,30,60,5,334,Enclosure, Grid Movement, Modular Board,NaN,NaN,NaN
861,Weapons & Warriors   Castle Combat Set,1993,7803,2,99,30,30,7,458,Action Points, Area Movement, Dice Rolling, Roll / Spin and Move,NaN,NaN
42748,1812  The Cradle of Steam Railways,2011,7804,2,4,180,180,4,62,Network and Route Building, Stock Holding, Tile Placement,NaN,NaN,NaN
244196,Marvel Dice Masters  Avengers Infinity Campaign Box,2018,7805,2,2,30,30,0,56,Deck, Dice Rolling, Variable Player Powers,NaN,NaN,NaN
180050,Star Wars Death Star Perplexus,2015,7806,1,1,0,0,2,54,Action / Dexterity, Maze,NaN,NaN,NaN,NaN
75890,Spartacus Imperator,2011,7807,1,2,90,90,2,63,Action Points, Area Movement, Dice Rolling, Secret Unit Deployment,NaN,NaN
147889,Dig Mars,2013,7808,2,4,30,30,2,196,Action Points, Grid Movement,NaN,NaN,NaN,NaN
184287,Frantic,2015,7809,2,8,5,45,2,119,Card Drafting, Take That,NaN,NaN,NaN,NaN
2857,Jungle Jam,2000,7810,2,10,20,20,3,218,Pattern Recognition,NaN,NaN,NaN,NaN,NaN
245824,Cat Rescue,2018,7811,1,4,15,30,2,98,Cooperative Game, Pattern Building, Set Collection,NaN,NaN,NaN
3152,Star Wars  Starfighter Battle Book,1989,7812,2,2,10,10,1,117,Simulation, Simultaneous Action Selection, Variable Player Powers,NaN,NaN,NaN
231824,Blank,2017,7813,2,6,10,15,3,128,Hand Management, Take That,NaN,NaN,NaN,NaN
282438,Throne of Allegoria,2019,7814,2,4,60,120,5,72,Action Points, Auction/Bidding, I Cut, Secret Unit Deployment, Variable Player Powers, Worker Placement
207783,POW!,2016,7815,2,5,20,20,4,196,Dice Rolling, Push Your Luck,NaN,NaN,NaN,NaN
77034,Cat & Chocolate,2010,7816,3,6,20,20,3,241,Storytelling, Team-Based Game, Voting,NaN,NaN,NaN
68876,Boots on the Ground,2010,7817,1,3,60,60,2,155,Campaign / Battle Card Driven, Grid Movement,NaN,NaN,NaN,NaN
36598,Impetus,2008,7818,2,2,90,90,6,59,Dice Rolling, Simulation,NaN,NaN,NaN,NaN
119265,Hospital Rush,2014,7819,3,5,30,60,3,268,Variable Phase Order, Variable Player Powers, Worker Placement,NaN,NaN,NaN
129735,Buster Balloon,2012,7820,2,6,15,15,6,253,Dice Rolling,NaN,NaN,NaN,NaN,NaN
6282,Azhanti High Lightning,1980,7821,2,16,60,60,3,156,Action Points, Dice Rolling, Hexagon Grid, Role Playing,NaN,NaN
42101,All Things Zombie  Better Dead Than Zed!,2009,7822,1,8,45,45,4,71,Cooperative Game, Variable Player Powers,NaN,NaN,NaN,NaN
236108,Intelle,2017,7823,2,2,15,15,2,73,Area Majority / Influence, Modular Board,NaN,NaN,NaN,NaN
55756,Anno Domini  Europa,2009,7824,2,8,30,30,1,78,Card Game, Educational, Party Game, Trivia,NaN,NaN
75418,Regimental Fire and Fury,2010,7825,2,0,180,180,3,41,Dice Rolling,NaN,NaN,NaN,NaN,NaN
179548,Sweet Nose,2016,7826,3,5,30,45,4,98,Secret Unit Deployment, Set Collection, Trading,NaN,NaN,NaN
180785,Mighty Monsters,2016,7827,3,6,20,35,1,270,Betting and Bluffing, Hand Management,NaN,NaN,NaN,NaN
55835,W\u00fcrfel-Ligretto,2009,7828,2,4,20,20,7,349,Dice Rolling,NaN,NaN,NaN,NaN,NaN
1919,D-Day (3rd edition),1977,7829,2,2,180,180,8,384,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
5183,Austerlitz,1993,7830,1,4,360,360,1,120,Hexagon Grid,NaN,NaN,NaN,NaN,NaN
