object_id,game_name,year_published,min_players,max_players,min_playtime,max_playtime,category_1,category_2,category_3,category_4,category_5,category_6,mech_1,mech_2,mech_3,mech_4,mech_5,mech_6,total_votes,users_rated,average,baverage,stddev,complexity,site_views
146144,A.E.G.I.S.  Combining Robot Strategy Game,2018,2,6,20,120,Dice, Fighting, Sci_Fi, War,error,error,Action Points, Area Majority / Influence, Dice Rolling, Grid Movement, Modular Board, Player Elimination,4,114,7.76711,5.59153,1.87368,2.1429,33741
1208,1851  Kentucky & Tennessee,1998,3,5,180,180,Trains,error,error,error,error,error,Network and Route Building, Stock Holding, Tile Placement,NaN,NaN,NaN,0,96,6.86406,5.59152,1.40443,3.2727,22566
162292,The Draugr,2014,1,1,20,20,card, Dice, Horror, Print & Play,error,error,Area Majority / Influence, Dice Rolling, Modular Board,NaN,NaN,NaN,2,151,6.44797,5.59148,1.45887,1.8571,57798
214758,N  The Napoleonic Wars,2017,1,1,60,240,War, War,error,error,error,error,Area Majority / Influence, Area Movement, Chit-Pull System, Dice Rolling,NaN,NaN,5,62,7.74839,5.59147,1.12404,3.1818,40109
167283,Circular Reasoning  The Well of Power,2015,2,4,30,30,strategy, Maze, Number,error,error,error,Area Movement, Grid Movement, Memory,NaN,NaN,NaN,2,123,6.61837,5.59146,1.60398,2.3333,27211
193248,Get Off My Land!,2017,2,4,30,60,Farming,error,error,error,error,error,Action Points, Area Majority / Influence,NaN,NaN,NaN,NaN,0,145,6.59379,5.59143,1.52981,2.7143,24485
182050,Germania Magna  Border in Flames,2016,2,4,30,60,Ancient, card, War,error,error,error,Card Drafting, Cooperative Game, Dice Rolling, Hand Management,NaN,NaN,3,175,6.36886,5.5914,1.56423,2.5,40012
470,Road to the White House,1992,3,6,240,240,Political,error,error,error,error,error,Political,NaN,NaN,NaN,NaN,NaN,2,253,6.1487,5.59134,1.7855,3.5312,49160
181464,D6 Shooter,2016,2,4,30,60,American West, card, Dice,error,error,error,Push Your Luck,NaN,NaN,NaN,NaN,NaN,2,163,6.70141,5.59134,1.76592,1,16644
228452,Adamastor,2017,1,2,15,15,card, Exploration, Medieval, War, Print & Play,error,Card Drafting, Cooperative Game, Hand Management, Point to Point Movement,NaN,NaN,3,74,7.47716,5.59133,1.35176,2,26791
257306,High Score,2018,1,4,20,45,Adventure, Dice, Fantasy, Adaptation,error,error,Push Your Luck, Variable Player Powers,NaN,NaN,NaN,NaN,4,102,6.91245,5.59132,1.53212,1.6,8656
148036,Risk  Plants vs. Zombies,2013,2,2,30,60,Fighting, Adaptation,error,error,error,error,Area Majority / Influence, Variable Player Powers,NaN,NaN,NaN,NaN,4,249,6.10618,5.59131,1.35874,1.6667,51677
191374,Telepathy  Washington State Edition,2016,2,2,10,20,strategy, Deduction, Educational, Puzzle,error,error,Abstract Strategy, Deduction, Educational, Puzzle,NaN,NaN,2,102,6.80147,5.59128,1.45389,1.25,10899
16197,Rivoli 1797,1997,2,2,240,240,War, War,error,error,error,error,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN,0,55,8.08909,5.59127,1.48675,3.4,19835
209567,Upstream,2017,2,5,25,40,strategy, Animals, Environmental, Racing,error,error,Action Points, Grid Movement, Modular Board, Tile Placement,NaN,NaN,8,151,6.54157,5.59126,1.58258,2.25,21819
67123,Tank on Tank,2010,1,2,60,60,War, War,error,error,error,error,Chit-Pull System, Dice Rolling, Hexagon Grid,NaN,NaN,NaN,7,117,6.8265,5.59121,1.3895,1.4828,100226
1373,Midway,1991,2,2,90,240,War, War, War,error,error,error,Hexagon Grid, Secret Unit Deployment,NaN,NaN,NaN,NaN,2,164,6.35457,5.5912,1.32404,2.3478,38313
140314,High Heavens,2015,2,4,30,75,card, Fighting, Miniatures, Mythology, War,error,Action Points, Grid Movement, Hand Management,NaN,NaN,NaN,9,104,7.40519,5.59119,1.86533,2.1818,38757
156945,The Front Nine,2014,2,4,45,45,card, Economic, Sports,error,error,error,Card Drafting, Set Collection, Tile Placement,NaN,NaN,NaN,5,92,7.01424,5.5911,1.29678,2.1,29832
169675,L'osti d'jeu,2014,3,12,40,40,card, Humor, Adult, Party Game,error,error,Hand Management, Simultaneous Action Selection,NaN,NaN,NaN,NaN,8,218,6.21147,5.59109,1.55849,1,7420
7064,Senjutsu  Dynamic Samurai Combat,2003,2,2,30,30,Fighting,error,error,error,error,error,Secret Unit Deployment,NaN,NaN,NaN,NaN,NaN,4,140,6.56571,5.59108,1.40659,2.1,38526
96602,Footy Manager,2011,1,8,0,0,Dice, Print & Play, Sports,error,error,error,Dice Rolling, Paper-and-Pencil, Simulation,NaN,NaN,NaN,5,74,7.91149,5.59107,1.59171,2.1429,52802
11429,The Rising Sun  Command at Sea Volume I,1994,2,12,150,150,War, War, War,error,error,error,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN,1,82,7.21707,5.59103,1.67505,4.381,32840
205961,Travelin',2017,2,5,20,50,Travel,error,error,error,error,error,Hand Management, Point to Point Movement, Take That,NaN,NaN,NaN,4,103,6.88939,5.59102,1.68223,1.2857,13430
3977,Strong Stuff!,2002,2,6,20,20,Dexterity, Childrens Game, Party Game,error,error,error,Dice Rolling, Roll / Spin and Move,NaN,NaN,NaN,NaN,6,162,6.35591,5.59102,1.43259,1,33731
237629,Cortex Challenge 2,2017,2,6,15,15,card, Educational, Party Game,error,error,error,Memory, Pattern Recognition,NaN,NaN,NaN,NaN,1,104,6.80865,5.59101,1.15093,1,4985
236143,Museum Rush,2018,2,4,20,60,Humor,error,error,error,error,error,Push Your Luck, Take That, Tile Placement, Time Track,NaN,NaN,3,136,6.79939,5.59096,1.62453,2.25,20535
158861,Athlas  Duel for Divinity,2014,2,2,45,60,Fantasy, Miniatures,error,error,error,error,Deck, Modular Board,NaN,NaN,NaN,NaN,4,129,6.58233,5.59096,1.87955,3.75,64410
2213,Revolt on Antares,1981,2,4,45,45,Sci_Fi, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,3,191,6.31419,5.59091,1.51597,1.9667,38135
169375,How To Serve Man,2016,2,6,60,60,Humor, Sci_Fi,error,error,error,error,Hand Management, Worker Placement,NaN,NaN,NaN,NaN,6,174,6.51832,5.59091,1.74304,2,20157
189925,Ludi Gladiatorii,2015,1,5,30,45,Ancient, card, Fighting,error,error,error,Auction/Bidding, Campaign / Battle Card Driven, Card Drafting,NaN,NaN,NaN,3,129,6.63674,5.59091,1.28096,1.7857,7828
202564,Cookie Box,2016,2,4,15,20,Dexterity, Memory, Real-time,error,error,error,Memory, Pattern Recognition,NaN,NaN,NaN,NaN,1,129,6.65209,5.5909,1.38315,1,11426
26472,Dragon Parade,2007,2,5,30,30,card,error,error,error,error,error,Hand Management,NaN,NaN,NaN,NaN,NaN,18,634,5.77397,5.59087,1.2597,1.2254,49630
43196,Yalu  The Chinese Counteroffensive in Korea  November 1950-May 1951 (second edition),2010,1,2,300,600,War, War,error,error,error,error,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN,5,82,7.25595,5.59087,1.3548,2.9474,43030
9792,Oriente,2004,4,12,20,30,Animals, Bluffing, card, Fighting, Medieval, Negotiation,Team-Based Game, Variable Player Powers, Voting,NaN,NaN,NaN,12,658,5.80207,5.59085,1.58754,2.1333,60697
164446,Way of the Fighter  Super,2018,2,4,20,50,Fighting, Adaptation,error,error,error,error,Action Queue, Dice Rolling, Hand Management, Push Your Luck, Variable Player Powers,NaN,5,76,7.77105,5.59085,1.61855,3.4286,28542
232078,Pot de Vin,2017,3,6,30,45,Political, Renaissance,error,error,error,error,Hand Management, Set Collection, Trick-taking,NaN,NaN,NaN,2,213,6.27228,5.59084,1.64968,2,21587
34819,Pengoloo,2007,2,4,10,10,Animals, Childrens Game, Dice, Memory,error,error,Memory, Set Collection,NaN,NaN,NaN,NaN,4,363,5.9545,5.59084,1.33142,1,32904
3523,Decision At Kasserine,1983,1,4,300,300,War, War,error,error,error,error,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN,3,90,7.11167,5.59081,1.6982,3.1875,27062
198700,Justice League  Hero Dice \u2013 Flash,2016,1,4,15,30,Adaptation, Dice,error,error,error,error,Cooperative Game, Dice Rolling, Variable Player Powers,NaN,NaN,NaN,0,130,6.5941,5.59079,1.35417,2,8760
217609,Wars of Marcus Aurelius  Rome 170-180CE,2018,1,1,30,90,Ancient, War,error,error,error,error,Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement, Solo / Solitaire Game,NaN,NaN,4,69,7.50116,5.59077,1.59833,3,34180
266177,Tsuro  Phoenix Rising,2019,2,8,20,60,strategy,error,error,error,error,error,Hand Management, Network and Route Building, Set Collection, Tile Placement,NaN,NaN,3,114,6.79936,5.59074,1.51566,2,21773
84088,Fauna junior,2010,2,4,30,30,Animals, Childrens Game, Educational, Trivia,error,error,Betting and Bluffing,NaN,NaN,NaN,NaN,NaN,2,111,6.72694,5.59072,1.1744,1.4286,12939
176215,Odyssey  Wrath of Poseidon,2015,2,5,30,30,Deduction, War,error,error,error,error,Area Movement, Team-Based Game,NaN,NaN,NaN,NaN,3,195,6.23311,5.59067,1.36567,1.6667,51928
32,Buffalo Chess,1975,2,2,30,30,strategy, American West,error,error,error,error,Abstract Strategy, American West,NaN,NaN,NaN,NaN,3,265,6.09936,5.59064,1.35025,1.5238,39679
127324,Storm Hollow  A Storyboard Game,2017,2,7,60,60,Adventure, Dice, Fantasy, Mythology,error,error,Cooperative Game, Dice Rolling, Role Playing, Storytelling, Variable Player Powers,NaN,6,72,8.52361,5.59062,1.76639,2,127541
44558,Beer & Pretzels,2009,2,5,15,15,Dexterity, Humor,error,error,error,error,Tile Placement,NaN,NaN,NaN,NaN,NaN,6,254,6.09213,5.59061,1.35325,1,26163
192315,Widower's Wood  An Iron Kingdoms Adventure Board Game,2017,2,4,60,120,Adventure, Exploration, Fantasy, Fighting, Miniatures,error,Cooperative Game, Dice Rolling, Grid Movement, Hand Management, Role Playing, Variable Player Powers,5,79,7.31962,5.59059,1.43086,3.6,46909
193584,The Last Garden,2017,2,4,30,45,Sci_Fi,error,error,error,error,error,Area Majority / Influence, Betting and Bluffing, Hand Management, Take That, Worker Placement,NaN,3,81,7.41049,5.59059,1.30544,2.3333,16048
168792,Secret Weapons of the Third Reich,2014,1,4,120,180,Sci_Fi, War,error,error,error,error,Card Drafting, Cooperative Game, Worker Placement,NaN,NaN,NaN,7,98,6.90888,5.59057,1.92297,4.2,52284
4510,Johnny Reb III,1996,2,2,360,360,American War, Miniatures, War,error,error,error,Campaign / Battle Card Driven, Secret Unit Deployment, Simultaneous Action Selection,NaN,NaN,NaN,3,87,7.17931,5.59052,1.48588,3.6,32174
184117,ManaSurge,2016,2,6,30,30,card, Fantasy, Number,error,error,error,Hand Management, Take That,NaN,NaN,NaN,NaN,4,150,6.47367,5.5905,1.60056,1.5,26079
485,Galloping Pigs,1992,2,5,30,30,Animals, card, Childrens Game,error,error,error,Animals, Card Game, Childrens Game,NaN,NaN,NaN,8,949,5.7441,5.5905,1.39816,1.1429,62473
6516,Titan Legions,1994,2,2,240,240,Fighting, Miniatures, Sci_Fi, War,error,error,Dice Rolling, Modular Board, Point to Point Movement, Secret Unit Deployment, Variable Phase Order, Variable Player Powers,0,113,6.7292,5.59048,1.80043,2.5833,36880
145478,HeartSwitch,2013,3,6,45,45,card,error,error,error,error,error,Trick-taking,NaN,NaN,NaN,NaN,NaN,2,153,6.45432,5.59041,1.35154,2,14824
174243,Bridges to Nowhere,2018,1,4,10,30,card,error,error,error,error,error,Card Drafting, Pattern Building, Set Collection, Tile Placement,NaN,NaN,2,121,6.79116,5.59037,1.37914,1.8571,14996
2778,Gondor,1977,2,2,120,120,Fantasy, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,3,239,6.18197,5.59037,1.39195,2.7241,44857
195373,BOO,2017,2,2,15,15,strategy, Horror,error,error,error,error,Area Majority / Influence, Enclosure, Pattern Building,NaN,NaN,NaN,2,253,6.09198,5.59035,1.24627,1.25,11955
30795,Babylon 5  A Call to Arms (Second Edition),2007,2,4,120,120,Miniatures, Adaptation, Sci_Fi, War,error,error,Dice Rolling, Simulation,NaN,NaN,NaN,NaN,1,69,7.4087,5.59029,1.25175,3,27830
230553,Dragon Ball Super Card Game  UNIVERSE 6 ASSAILANTS Expert Deck XD01,2017,2,2,15,60,card, Fighting,error,error,error,error,Hand Management,NaN,NaN,NaN,NaN,NaN,2,82,7.52504,5.59028,1.37456,3,13993
3724,1809  Napoleon's Danube Campaign,1984,2,2,240,240,War, War,error,error,error,error,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN,2,159,6.46226,5.59028,1.35668,3.4783,43895
259121,Less Than 60 Miles,2019,1,4,180,600,War, War,error,error,error,error,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN,5,63,8.76984,5.59027,1.29659,3.5714,33140
6197,The Sun of Austerlitz,2003,2,2,120,120,Fighting, War, War,error,error,error,Hexagon Grid, Simulation,NaN,NaN,NaN,NaN,3,89,7.24607,5.59024,1.42538,3.6154,34366
102881,Trench  Minimalista Edition,2013,2,2,45,45,strategy,error,error,error,error,error,Grid Movement,NaN,NaN,NaN,NaN,NaN,7,125,7.81256,5.59024,2.47799,3.5294,68181
5021,The Struggle of Nations,1982,2,2,360,360,War, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,2,232,6.19267,5.59023,1.7534,4.3243,58741
585,Kardinal,2000,2,4,20,20,strategy,error,error,error,error,error,Tile Placement,NaN,NaN,NaN,NaN,NaN,1,118,6.61102,5.59021,1.1745,2.1818,17536
26859,Kragmortha,2007,2,8,30,45,Fantasy, Humor, Party Game,error,error,error,Acting, Area Movement, Card Drafting, Player Elimination,NaN,NaN,13,1064,5.7784,5.5902,1.67197,1.4156,85233
284832,Sloboda,2019,2,4,40,60,card, Fantasy,error,error,error,error,Worker Placement,NaN,NaN,NaN,NaN,NaN,3,128,6.66118,5.5902,1.43406,2.6,24036
143416,Gothic Doctor,2015,2,4,25,25,card, Adaptation,error,error,error,error,Hand Management, Set Collection,NaN,NaN,NaN,NaN,3,112,6.97589,5.59008,1.69637,1.9,13465
274405,The Menace Among Us,2019,4,8,40,60,card, Deduction, Sci_Fi,error,error,error,Variable Player Powers,NaN,NaN,NaN,NaN,NaN,3,67,7.67761,5.59004,1.27078,1.6667,16377
188021,Doughnut Drive-Thru,2015,2,4,20,30,card,error,error,error,error,error,Dice Rolling, Worker Placement,NaN,NaN,NaN,NaN,5,211,6.17511,5.59003,1.33474,1.5,21280
272993,Dragonrealm,2019,2,4,20,30,Adventure, card, Dice, Fantasy,error,error,Area Majority / Influence, Dice Rolling, Hand Management,NaN,NaN,NaN,2,80,7.263,5.59001,1.26261,1.4,20428
172600,Dungeon Busters,2014,3,5,20,20,Bluffing, card, Exploration, Fantasy, Negotiation,error,Hand Management, Simultaneous Action Selection,NaN,NaN,NaN,NaN,5,461,5.90114,5.59001,1.39574,1.4,44867
109922,Combat Infantry  WestFront 1944-45,2017,0,0,0,0,War, War,error,error,error,error,Dice Rolling, Hexagon Grid, Modular Board, Secret Unit Deployment,NaN,NaN,10,79,7.44835,5.59001,1.71989,2.6,53827
70097,Arriala  Canal de Garonne,2010,2,4,30,30,City Building,error,error,error,error,error,Action Points, Area Majority / Influence, Point to Point Movement,NaN,NaN,NaN,3,162,6.44685,5.58999,1.46933,2.3333,24010
175464,Les Quatre-Bras & Waterloo 1815  The Empire's Final Blows,2015,2,3,0,0,War, War,error,error,error,error,Chit-Pull System, Hexagon Grid,NaN,NaN,NaN,NaN,0,57,8.00439,5.58998,1.39744,3.5556,21789
22863,Luck of the Draw,2006,4,8,30,30,Party Game,error,error,error,error,error,Line Drawing, Paper-and-Pencil, Voting,NaN,NaN,NaN,3,150,6.58998,5.58995,1.47649,1.1333,22208
257707,Unlock! In Pursuit of Cabrakan,2018,1,6,0,0,Exploration, Puzzle, Real-time,error,error,error,Cooperative Game, Storytelling,NaN,NaN,NaN,NaN,3,85,6.91588,5.58995,1.3673,2.5,9620
5332,Split (Revised Edition),2001,2,6,45,45,card,error,error,error,error,error,Pattern Building,NaN,NaN,NaN,NaN,NaN,3,257,6.12782,5.58995,1.44169,1.5238,25809
128568,(Your Name Here) and the Argonauts,2012,1,1,20,20,card, Dice, Mythology, Print & Play,error,error,Dice Rolling, Push Your Luck,NaN,NaN,NaN,NaN,6,88,7.21341,5.58993,1.31414,1.3636,48606
224319,One Minute Game,2017,1,4,1,5,card, Real-time,error,error,error,error,Pattern Recognition, Tile Placement,NaN,NaN,NaN,NaN,2,129,6.72132,5.58992,1.61155,1.3333,11811
590,Mille Bornes,1954,2,6,45,45,card, Racing,error,error,error,error,Hand Management, Take That, Team-Based Game,NaN,NaN,NaN,64,6843,5.68996,5.58989,1.55782,1.2532,275741
148144,Dreaming Spires,2014,3,5,90,90,Age of Reason, City Building, Medieval,error,error,error,Auction/Bidding, Simulation, Tile Placement, Variable Player Powers,NaN,NaN,8,188,6.41585,5.58986,1.71663,3,38864
772,Ausbrecher AG,1985,2,6,20,20,Deduction, Dice, Racing,error,error,error,Betting and Bluffing, Dice Rolling, Paper-and-Pencil, Roll / Spin and Move,NaN,NaN,7,258,6.06678,5.58986,1.18375,1.3704,21520
