object_id,game_name,year_published,min_players,max_players,min_playtime,max_playtime,category_1,category_2,category_3,category_4,category_5,category_6,mech_1,mech_2,mech_3,mech_4,mech_5,mech_6,total_votes,users_rated,average,baverage,stddev,complexity,site_views
2376,The Wreck of the B.S.M. Pandora,1980,1,5,120,120,Adventure, Sci_Fi,error,error,error,error,Cooperative Game, Tile Placement,NaN,NaN,NaN,NaN,4,179,6.47793,5.59636,1.48744,2.2632,64150
1188,Chaos Marauders,1987,2,4,45,45,card, Fantasy,error,error,error,error,Set Collection, Tile Placement,NaN,NaN,NaN,NaN,8,502,5.95829,5.59635,1.58674,1.3667,80801
2994,Guderian's Blitzkrieg,1992,2,2,360,360,War, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,4,126,6.94325,5.59635,1.69747,3.7692,38909
10376,Ring of Fire  The Fourth Battle for Kharkov,1994,1,2,240,600,War, War,error,error,error,error,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN,4,75,7.48867,5.59629,1.21378,3.1667,29966
126025,Rise of the Zombies!,2013,1,8,30,90,card, Fighting, Real-time, Zombies,error,error,Area Movement, Cooperative Game, Dice Rolling,NaN,NaN,NaN,9,162,6.39127,5.59628,1.78898,2,68899
1806,The Piggyback Brigade,2000,2,7,15,25,Dexterity, Childrens Game, Dice, Racing,error,error,Dice Rolling,NaN,NaN,NaN,NaN,NaN,9,349,5.98338,5.59611,1.43362,1.0488,34114
20772,King of Chicago,2005,2,6,120,120,Mafia, Negotiation,error,error,error,error,Action Points, Area Movement, Pick-up and Deliver, Team-Based Game,NaN,NaN,5,169,6.59,5.59607,1.68855,2.5714,35721
72269,Toscana,2010,2,5,45,45,Economic, Farming, industry_manuf,error,error,error,Area Majority / Influence, Commodity Speculation, Modular Board, Stock Holding, Trading,NaN,6,185,6.3673,5.59599,1.4444,2.8571,31523
177542,Shuffle Heroes,2015,2,2,20,30,card, Fantasy, Fighting, Horror,error,error,Deck, Hand Management, Variable Player Powers,NaN,NaN,NaN,6,154,6.57221,5.59594,1.59162,2.0833,22224
24078,Lightning  North Africa on to Tobruk!,2006,2,2,30,30,card, War, War,error,error,error,Hand Management, Simulation,NaN,NaN,NaN,NaN,0,139,6.55727,5.59594,1.14803,2,30808
126119,Muskets & Tomahawks  Skirmishes in North America during the 18th century,2012,2,4,45,45,Age of Reason, War, American Revolutionary War, Miniatures, War,error,Action Points, Dice Rolling,NaN,NaN,NaN,NaN,3,57,7.9807,5.59594,1.44495,1.75,21759
2699,Fire Team,1987,2,2,240,240,War, War,error,error,error,error,Action Points, Chit-Pull System, Hexagon Grid,NaN,NaN,NaN,2,109,6.90917,5.59594,1.7048,3.05,41965
97377,Hail Caesar,2011,2,8,240,240,Ancient, Book, Medieval, Miniatures, War,error,Dice Rolling,NaN,NaN,NaN,NaN,NaN,2,78,7.45897,5.59591,1.68062,3,26527
209672,Pecunia non olet (second edition),2016,2,6,20,40,Ancient, card,error,error,error,error,Card Drafting, Hand Management,NaN,NaN,NaN,NaN,1,112,6.7125,5.5959,1.27385,1.5,12531
134283,1914  Serbien Muss Sterbien,2015,2,2,360,360,War, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,2,66,7.83636,5.59589,1.10682,4,49038
145042,Puppet Wars Unstitched,2013,2,2,60,60,Miniatures,error,error,error,error,error,Miniatures,NaN,NaN,NaN,NaN,NaN,4,85,7.50882,5.59589,1.51815,2.5,32505
9108,\u4eee\u9762\u821e\u8e0f\u4f1a,2003,3,5,90,90,Adventure, card, Deduction, Fantasy, Fighting, Music,Card Drafting, Hand Management, Role Playing, Variable Phase Order, Variable Player Powers,NaN,2,363,6.01912,5.59585,1.35498,2.2903,72130
22684,Race the Wind Sailing Cup,2007,2,5,60,60,War, Racing, Sports,error,error,error,Simulation,NaN,NaN,NaN,NaN,NaN,4,180,6.37728,5.5958,1.45876,2.5217,56871
34152,Grind,2009,2,2,60,60,Miniatures, Sci_Fi, Sports,error,error,error,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN,7,213,6.3938,5.59578,1.80912,2.6667,110312
3149,Lost Valley of the Dinosaurs,1985,2,4,30,30,Adventure, Prehistoric,error,error,error,error,Modular Board, Pick-up and Deliver, Role Playing, Roll / Spin and Move, Simultaneous Action Selection,NaN,7,366,6.18336,5.59576,1.50587,1.2308,86539
10323,Saga,2003,3,6,60,60,card, Fantasy,error,error,error,error,Hand Management, Set Collection,NaN,NaN,NaN,NaN,4,130,6.60762,5.59573,1.50121,1.7778,24118
99935,Keep Up The Fire!  The Boxer Rebellion,2011,1,1,50,50,Post-War, War,error,error,error,error,Action Points, Campaign / Battle Card Driven, Chit-Pull System, Dice Rolling, Point to Point Movement,NaN,3,93,7.26452,5.59571,1.42504,1.8571,28177
194517,Super Fantasy Brawl,2019,2,2,30,45,Fantasy, Fighting, Miniatures, War,error,error,Area Movement, Grid Movement, Hand Management, Team-Based Game, Variable Player Powers,NaN,3,81,8.28025,5.59559,1.90331,2.25,69179
173291,Spit It Out!,2015,3,8,20,30,Party Game,error,error,error,error,error,Party Game,NaN,NaN,NaN,NaN,NaN,3,234,6.13013,5.59559,1.25111,1,24352
2256,The Magnificent Race,1975,2,4,60,60,Childrens Game, War, Racing, Trains, Transportation,error,Betting and Bluffing, Roll / Spin and Move,NaN,NaN,NaN,NaN,7,250,6.221,5.59555,1.35295,1.1622,38338
234700,My Story,2017,2,4,45,60,card,error,error,error,error,error,Deck, Simulation, Time Track,NaN,NaN,NaN,4,121,6.65669,5.59554,1.32781,2.6667,16434
4961,Sunda to Sahul,2002,1,4,45,45,Exploration, Prehistoric, Puzzle, Real-time, Territory Building,error,Tile Placement,NaN,NaN,NaN,NaN,NaN,3,295,6.01073,5.59546,1.6156,2.1515,59952
146451,Wrath of Kings,2015,2,0,0,90,Fantasy, Miniatures, War,error,error,error,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN,12,76,7.8,5.59546,1.75357,2.9,43607
28944,Harzbahn 1873,2011,2,5,300,300,Economic, industry_manuf, Trains, Transportation,error,error,Auction/Bidding, Network and Route Building, Stock Holding, Tile Placement,NaN,NaN,4,70,7.37857,5.59541,1.53399,4.2,32967
34139,Death Wears White,2001,9,9,300,300,Party Game,error,error,error,error,error,Storytelling,NaN,NaN,NaN,NaN,NaN,3,62,7.60153,5.59538,1.25089,2.1667,42922
5294,Fury in the West,1977,2,2,180,180,American War, War, War,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,6,145,6.59207,5.59538,1.37761,2.8,32615
25972,Victory at Sea,2006,2,2,360,360,Miniatures, War, War, War,error,error,Dice Rolling, Simulation,NaN,NaN,NaN,NaN,2,119,6.75672,5.59537,1.43119,2.375,54071
179627,Tunhell,2015,2,4,20,40,card, Fantasy, Fighting, Humor,error,error,Card Game, Fantasy, Fighting, Humor,NaN,NaN,7,139,6.54734,5.59533,1.48174,1.6,13154
202884,Temporal Odyssey,2018,2,4,20,45,card, Fantasy, Adaptation,error,error,error,Card Drafting,NaN,NaN,NaN,NaN,NaN,1,98,6.89832,5.59531,1.31275,2.5,20589
232481,Zooloretto Duell,2017,2,2,20,20,Animals, card,error,error,error,error,Area Majority / Influence, Card Drafting, Set Collection,NaN,NaN,NaN,2,128,6.56156,5.5953,1.1256,2,11038
133689,Fall Blau  Army Group South,2016,1,6,30,420,War, War,error,error,error,error,Dice Rolling, Hexagon Grid, Simulation,NaN,NaN,NaN,3,57,7.89123,5.59528,1.60135,3.375,47324
46614,Nonaga,2017,2,2,5,20,strategy,error,error,error,error,error,Area Movement, Pattern Building,NaN,NaN,NaN,NaN,8,105,6.94438,5.59527,1.34244,1.8571,12695
207202,Castle Dukes,2017,1,4,60,90,Dexterity, City Building, Medieval,error,error,error,Action Points, Tile Placement,NaN,NaN,NaN,NaN,2,88,7.59174,5.59526,1.71058,2,30051
120316,Nine Worlds,2016,2,6,60,90,Fantasy, Fighting, Mythology, Travel,error,error,Area Movement, Variable Player Powers,NaN,NaN,NaN,NaN,3,164,6.54896,5.59521,1.51278,2.6,31191
38870,Pensacola,2010,2,2,360,360,Age of Reason, American Revolutionary War, War,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,2,85,7.30788,5.5952,1.51137,3.2632,37792
165022,\u20acuro Crisis,2015,3,4,90,90,Economic,error,error,error,error,error,Auction/Bidding, Simulation, Simultaneous Action Selection,NaN,NaN,NaN,2,92,7.06315,5.59519,1.36413,3.125,22310
24207,Burger Quiz,0,3,6,30,30,Humor, Trivia,error,error,error,error,Humor, Trivia,NaN,NaN,NaN,NaN,1,129,6.66411,5.59513,1.63913,1.8,7825
91668,Avanti,2011,3,5,60,60,Racing,error,error,error,error,error,Point to Point Movement, Simultaneous Action Selection,NaN,NaN,NaN,NaN,7,177,6.34237,5.59513,1.19574,1.65,19572
159405,The Shadow Over Westminster,2015,1,4,60,60,card, Horror, Sci_Fi,error,error,error,Cooperative Game, Deck, Point to Point Movement,NaN,NaN,NaN,4,121,6.69174,5.59513,1.72294,2.6,30671
10683,SEEKRIEG 5,2004,2,10,120,120,Miniatures, War, War, War, War,error,Action Points, Dice Rolling, Simulation,NaN,NaN,NaN,0,56,8.11429,5.59511,2.05908,4.3077,29588
178450,Side Quest,2016,1,4,20,120,card, Dice, Fantasy,error,error,error,Action Points, Area Movement, Cooperative Game, Dice Rolling, Hand Management, Push Your Luck,2,220,6.3025,5.59505,1.34864,1.7143,35118
228234,HATSUDEN,2017,2,2,15,30,industry_manuf,error,error,error,error,error,Area Majority / Influence, Hand Management,NaN,NaN,NaN,NaN,3,142,6.57474,5.59502,1.32166,1.1667,14684
4331,Quads Magnetic,1996,2,2,10,10,strategy,error,error,error,error,error,Tile Placement,NaN,NaN,NaN,NaN,NaN,6,255,6.13243,5.59495,1.46039,1.8667,49291
115105,Kittens in a Blender,2011,2,4,20,40,Animals, card, Humor,error,error,error,Hand Management, Rock-Paper-Scissors,NaN,NaN,NaN,NaN,16,1852,5.73978,5.59493,1.63808,1.1216,165052
506,The Big Cheese,1998,3,6,30,30,Animals, card, Print & Play,error,error,error,Auction/Bidding, Dice Rolling,NaN,NaN,NaN,NaN,7,481,5.91067,5.59492,1.37447,1.3455,36145
283135,Magic Maze on Mars,2019,1,6,15,15,Exploration, Maze, Real-time, Sci_Fi,error,error,Cooperative Game, Grid Movement, Modular Board,NaN,NaN,NaN,2,94,6.94574,5.59491,1.38677,2,13521
23761,Guadalajara,2006,1,2,180,360,War, War,error,error,error,error,Hexagon Grid,NaN,NaN,NaN,NaN,NaN,7,155,6.60006,5.5949,1.38587,2.9231,52904
94915,Munchkin Axe Cop,2011,3,6,60,120,card, Adaptation, Fighting, Humor,error,error,Dice Rolling, Hand Management, Take That, Trading, Variable Player Powers,NaN,1,343,6.14609,5.59484,1.73494,1.75,23104
262994,Valda,2019,2,5,60,150,Ancient, City Building, Dice, Fantasy, Mythology,error,Action Points, Area Majority / Influence, Card Drafting, Dice Rolling, Hexagon Grid, Stock Holding,5,98,7.55,5.59483,1.34143,2.2,11454
172563,Hemloch  Midnight Edition,2015,2,2,30,30,card, Fantasy,error,error,error,error,Area Majority / Influence, Hand Management,NaN,NaN,NaN,NaN,3,90,7.02222,5.59483,1.06498,2.3077,10672
67426,Monsterpocalypse  Voltron \u2013 Defender of the Universe Battle Game,2010,2,2,90,90,Fighting, Miniatures, Sci_Fi,error,error,error,Dice Rolling, Variable Player Powers,NaN,NaN,NaN,NaN,1,96,7.04906,5.59477,1.26509,2.4444,39655
5751,Operation Mercury,1992,2,2,360,360,War, War,error,error,error,error,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN,2,96,7.04167,5.59476,1.27816,3.5294,41703
256729,Wacky Races  The Board Game,2019,2,6,20,20,Humor, Adaptation, Racing,error,error,error,Hand Management, Modular Board, Race, Take That, Variable Player Powers,NaN,8,241,6.41443,5.59475,1.8631,1.1111,59901
10579,The War for the Union,1992,2,2,360,360,American War, War,error,error,error,error,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN,3,107,7.05093,5.59474,1.63583,3.8462,51756
83283,Volo,2010,2,2,45,45,strategy, Print & Play,error,error,error,error,Enclosure, Grid Movement, Pattern Building,NaN,NaN,NaN,6,69,7.4827,5.59468,1.23707,3,17681
9803,Operation Michael,2002,2,2,180,180,Dice, Fighting, War, War,error,error,Dice Rolling, Hexagon Grid,NaN,NaN,NaN,NaN,4,111,6.8536,5.59464,1.29097,2.7647,36936
12135,Drive on Stalingrad (second edition),2002,2,4,120,120,War, War,error,error,error,error,Dice Rolling, Hexagon Grid, Simulation, Variable Phase Order,NaN,NaN,1,96,6.96979,5.59461,1.65838,2.3077,45375
254992,Battle of the Bards,2019,2,4,20,60,card, Dice, Music,error,error,error,Deck, Dice Rolling,NaN,NaN,NaN,NaN,1,82,7.34659,5.59451,1.32721,2,17959
14042,Team Work Original,2004,4,16,20,20,card, Humor, Party Game, Word Game,error,error,Cooperative Game, Storytelling, Team-Based Game,NaN,NaN,NaN,2,242,6.14847,5.5945,1.26946,1.3182,18666
1370,The Classic Dungeon,1992,1,6,30,30,Adventure, Dice, Exploration, Fantasy, Fighting, Medieval,Role Playing, Roll / Spin and Move, Variable Player Powers,NaN,NaN,NaN,11,384,6.04339,5.59447,1.5034,1.4359,104301
130357,Go First Dice,2012,2,4,1,1,Dice,error,error,error,error,error,Dice Rolling,NaN,NaN,NaN,NaN,NaN,3,44,8.36136,5.59442,2.22519,1,18565
29351,Durak,0,2,6,15,15,Bluffing, card, Memory, Party Game,error,error,Hand Management, Memory, Trick-taking,NaN,NaN,NaN,6,204,6.32554,5.5944,1.79655,1.5556,19278
88464,Repello,2010,2,4,30,30,strategy,error,error,error,error,error,Pattern Building, Pattern Recognition,NaN,NaN,NaN,NaN,5,177,6.46328,5.59439,1.42036,2,29092
1890,Plateau,1986,2,2,45,45,strategy, Bluffing, Deduction,error,error,error,Grid Movement, Secret Unit Deployment, Trading,NaN,NaN,NaN,3,88,7.21818,5.59437,1.70064,2.6,29983
97332,Malifaux Rules Manual,2011,2,2,0,0,Book, Horror, Miniatures, War,error,error,Hand Management, Variable Player Powers,NaN,NaN,NaN,NaN,0,57,7.96228,5.59435,1.51936,3.75,7368
214898,Gloom in Space,2017,2,5,60,60,card, Horror, Humor, Sci_Fi,error,error,Hand Management, Storytelling, Take That,NaN,NaN,NaN,2,114,6.87412,5.59434,1.2512,2,13160
154499,Hot Tin Roof,2014,3,4,30,60,Animals,error,error,error,error,error,Network and Route Building, Point to Point Movement,NaN,NaN,NaN,NaN,5,238,6.16899,5.59431,1.38446,1.9231,26777
