objectid,name,yearpublished,minplayers,maxplayers,minplaytime,maxplaytime
26055,Twilight Imperium (Second Edition),2000,2,6,240,240
17970,Axis & Allies Miniatures,2005,2,2,60,60
204135,Skyjo,2015,2,8,15,45
37696,The Stars Are Right,2008,2,4,55,55
36345,Monty Python Fluxx,2008,2,6,40,40
65534,The Ares Project,2011,2,4,60,60
31920,Munchkin Booty  Guest Artist Edition,2008,3,6,90,90
279869,Nine Tiles Panic,2019,2,5,20,20
22245,Times Square,2006,2,2,20,30
165967,Great War Commander,2018,2,3,120,120
4985,Warmaster,2000,2,99,120,120
66081,Pocket Battles  Orcs vs. Elves,2010,2,2,20,20
164506,Biblios Dice,2015,2,5,30,30
204801,Kneipenquiz  Das Original,2016,3,6,30,40
12896,La Bataille des Quatre Bras,1991,1,2,360,480
30932,Lascaux  Exploring Ancestral Art,2007,3,5,25,25
163920,Ga\u00efa \u5927\u5730\u50b3\u8aaa,2014,2,5,30,30
99358,Stonewall Jackson's Way II,2013,0,2,240,720
40107,Soviet Dawn  The Russian Civil War,2009,1,1,25,60
142555,The Lord of the Rings  The Two Towers Deck-Building Game,2013,2,5,30,45
221248,Monikers  The Shut Up & Sit Down Nonsense Box,2017,4,20,30,60
21464,California,2006,2,5,60,60
204493,Sakura Arms,2016,2,2,30,30
176262,Fleet Wharfside,2015,2,4,20,30
147623,Friese's Landlord,2013,2,6,40,40
128698,Vampire Empire,2012,2,2,30,30
271319,Las Vegas Royale,2019,2,5,45,60
255653,Warhammer Age of Sigmar  Champions Trading Card Game,2018,2,2,15,30
8552,I Go!,2003,2,4,30,30
162263,Temporum,2014,2,5,35,35
216439,Trash Pandas,2017,2,4,15,20
3632,Too Many Cooks,2002,2,5,30,30
163976,Exoplanets,2015,2,4,45,60
254123,Shadowrun Crossfire  Prime Runner Edition,2018,1,4,30,60
192,Nicht die Bohne!,1999,3,6,45,45
61458,Kaigan,2009,3,4,90,90
1821,Grant Takes Command,2001,2,2,120,120
180325,Elfenroads,2015,2,6,45,90
138704,Northern Pacific,2013,3,6,60,60
235344,TOKYO METRO,2018,1,5,60,90
207753,Arena  For the Gods!,2017,2,6,30,40
431,Alhambra  The Card Game,1992,3,6,45,45
145601,Deadline,2017,2,4,60,60
145012,Sultaniya,2014,2,4,45,45
4258,Totaler Krieg!,1999,2,3,360,360
2470,The Extraordinary Adventures of Baron Munchausen,1998,3,20,45,45
237031,D100 Dungeon,2017,1,1,5,90
171110,Cosmic Run,2015,1,4,30,30
264239,Patchwork Doodle,2019,1,6,20,20
206206,Escape from 100 Million B.C.,2017,1,6,60,90
8207,Dungeoneer  Vault of the Fiends,2003,2,4,30,30
39832,Sumeria,2009,3,4,30,60
92666,Hegemonic,2013,2,6,180,180
73313,Elements,2010,2,2,10,20
4112,Hex,1942,2,2,20,20
6542,Lock 'n Load  Forgotten Heroes \u2013 Vietnam,2003,2,2,60,60
178892,Vs System 2PCG  The Marvel Battles,2015,2,2,30,30
1545,Flowerpower,2001,1,2,30,30
4214,Stonewall in the Valley,1995,2,2,180,180
75223,Utopia Engine,2010,1,1,30,60
244099,Herbaceous Sprouts,2019,1,4,30,30
14683,Men of Iron,2005,2,2,180,180
147887,Allegiance  A Realm Divided,2015,2,4,30,60
281152,On the Underground  London\/Berlin,2019,2,5,45,60
1447,1841,1994,2,8,300,300
8668,Iglu Pop,2003,2,6,15,20
24878,AT-43 Initiation Set  Operation Damocles,2006,2,2,60,60
2250,Midway,1964,2,2,120,120
5576,Dungeoneer  Tomb of the Lich Lord,2003,2,4,60,60
266967,Dice Throne  Season Two \u2013 Cursed Pirate v. Artificer,2018,2,2,20,40
167298,Sheep & Thief,2014,2,4,30,30
3548,Assault on Hoth  The Empire Strikes Back,1988,2,2,90,90
131682,City of Gears,2012,2,4,45,60
283864,Trails of Tucana,2019,1,8,15,15
219512,Tudor,2018,2,4,90,120
72809,Barbarossa,2010,2,5,60,60
4505,Tarot,1430,3,5,30,30
31545,Pow Wow,2006,3,8,30,30
911,Empires of the Middle Ages,1980,1,6,240,360
192927,The Last Friday,2016,2,6,30,120
275913,Bruxelles 1897,2019,2,4,40,60
13301,Caribbean,2004,2,4,30,30
24304,Unspeakable Words,2007,2,6,30,30
216381,Hand of Fate  Ordeals,2018,1,4,30,120
392,Brawl,1999,2,7,15,15
6663,Lunar Rails,2003,2,6,180,240
163931,Grog Island,2014,2,4,40,75
147747,Super Fantasy  Ugly Snouts Assault,2013,1,6,90,90
3577,Terrible Swift Sword  The Three Days of Gettysburg,1976,2,6,420,4200
155122,1066,2018,1,2,30,60
143484,Florenza  The Card Game,2013,2,4,60,60
88126,Time's Up! Family,2010,4,12,30,30
97803,Penny Arcade  The Game \u2013 Gamers vs. Evil,2011,2,4,30,45
192312,Mr. Cabbagehead's Garden,2016,1,2,10,20
35935,Day & Night,2008,2,2,45,45
7062,Smarty Party!,2003,3,8,45,60
181494,CVlizations,2015,2,5,45,60
108831,Kulami,2011,2,2,30,30
6778,The Settlers of Zarahemla,2003,2,4,90,90
10947,Master Thieves,2004,2,8,60,60
232824,Caper,2018,2,4,30,45
65225,Road Kill Rally,2010,3,6,90,90
84464,Tier auf Tier  Das gro\u00dfe Abenteuer,2010,2,4,15,15
8166,Anno 1503,2003,2,4,90,90
174476,10' to Kill,2015,2,4,10,15
160561,Versailles,2014,2,5,90,90
243358,Space Park,2018,1,4,20,30
256839,VektoRace,2018,2,4,30,120
1452,Mhing,1982,2,6,60,60
935,Australian Rails,1994,2,6,180,240
17104,Canasta,1939,2,6,45,45
242667,Dark Souls  The Card Game,2018,1,4,45,60
197072,High Treason  The Trial of Louis Riel,2016,2,2,30,45
108018,Riichi Mahjong,0,4,4,60,120
27385,Alchemist,2007,2,5,50,50
42929,Martian Rails,2009,2,6,120,180
246816,Tales of Glory,2018,2,5,30,45
279613,Unlock! Timeless Adventures,2019,1,6,60,90
200785,Legendary Inventors,2016,2,5,30,40
139326,UGO!,2013,2,4,40,40
135262,Electronic Catch Phrase,2000,4,99,20,20
568,Rage,1983,2,10,45,45
193512,Kingdom Defenders,2018,2,4,60,90
164865,B-Sieged  Sons of the Abyss,2016,1,6,60,90
364,Samarkand,1980,2,5,40,40
66424,Dungeon Run,2011,1,6,60,60
199723,UltraQuest  Gold,2016,2,5,60,600
226519,Exit  The Game \u2013 The House of Riddles,2017,1,4,45,90
205885,X nimmt!,2016,2,4,25,25
121041,Pluckin' Pairs,2012,3,8,50,50
257067,Magnastorm,2018,2,4,70,100
205477,Vengeance,2018,1,4,30,120
12004,Candamir  The First Settlers,2004,2,4,60,60
132758,Fool's Gold,2015,3,5,60,90
1212,Nuclear Proliferation,1992,2,6,30,30
6263,King's Breakfast,2003,3,5,15,15
1002,Cosmic Eidex,1998,3,3,60,60
61484,Zombie State  Diplomacy of the Dead,2010,2,5,180,180
1717,Freedom in the Galaxy,1979,2,2,120,120
3312,1776,1974,2,2,120,120
1493,1853,1989,3,6,180,180
259081,Machi Koro Legacy,2019,2,4,30,45
47046,Gambit 7,2008,3,21,15,15
7935,1844  Switzerland,2003,3,7,300,300
145308,Marrying Mr. Darcy,2014,2,6,30,60
14188,Bughouse Chess,1960,4,4,10,10
3661,Imperium,1977,2,2,180,180
220588,Gandhi  The Decolonization of British India,2019,1,4,90,240
204575,Way of the Panda,2018,2,4,60,90
4047,Across 5 Aprils,1992,2,2,180,180
243538,Goblivion,2018,1,2,30,30
233006,Carthago  Merchants & Guilds,2017,2,4,60,90
234828,Xi'an,2017,2,4,30,60
66120,Zooloretto Mini,2010,2,5,30,30
237251,Biosphere,2017,2,6,30,90
22347,Pecking Order,1998,2,2,20,20
15889,Scopa,1600,2,6,30,30
256065,Carcassonne  Safari,2018,2,5,35,35
2077,Hell's Highway,1983,2,2,360,360
153999,...and then,2015,2,2,30,45
41052,Loco Motive,2009,4,8,15,15
245357,Starship Samurai,2018,2,4,75,75
24,Twilight Imperium,1997,2,6,240,240
854,Doge,2000,3,4,45,45
23953,Outside the Scope of BGG,0,0,0,0,0
154905,Microbrewers,2014,2,4,30,30
10174,Deluxe Bitter Woods,2003,2,4,240,240
33434,Funkenschlag  EnBW,2007,2,6,120,120
122159,Cthulhu Fluxx,2012,2,6,5,30
229,King of the Elves,1999,2,6,60,60
3475,Shadowfist,1995,2,7,60,60
172584,Among Nobles,2015,3,5,90,120
40276,Masters of Venice,2009,2,5,90,90
41636,Abandon Ship,2008,3,7,30,30
249821,Codenames  Harry Potter,2018,2,2,15,15
3137,Anno Domini  Inventions Edition,1999,2,8,30,30
89415,Rory's Story Cubes  Actions,2007,1,12,20,20
257380,Counterfeiters,2018,2,4,35,35
2363,Orient Express,1985,1,6,60,60
242529,Medium,2019,2,8,30,45
150783,Antidote,2013,2,7,20,30
105187,MIL (1049),2011,2,5,60,120
29256,Origins   How We Became Human,2007,2,5,180,180
7479,WarCraft  The Board Game,2003,2,4,120,120
816,2038  Tycoons of the Asteroid Belt,1995,3,6,360,360
32382,Gipsy King,2007,2,5,30,30
103339,Reluctant Enemies,2014,2,2,750,750
181523,Snowblind  Race for the Pole,2016,1,4,30,60
129090,Roll For It!,2011,2,4,30,30
45134,Arcana,2009,2,4,60,60
199223,Bad Bones,2019,1,6,30,45
13005,Tanz der Hornochsen!,2004,2,8,30,30
285775,KeyForge  Worlds Collide,2019,2,2,15,45
206156,SUPERHOT  The Card Game,2017,1,3,20,40
2876,Mage Knight Dungeons,2002,2,4,60,60
155702,Quarriors! Light vs. Dark,2014,2,4,30,30
19358,Western Town,2005,2,4,45,90
8229,\u963f\u746a\u591a\u62c9,2003,2,4,30,30
3828,Lokomotive Werks,2002,3,5,120,120
256669,Scorpius Freighter,2018,2,4,45,75
201846,Expancity,2018,2,4,60,90
114438,But Wait,2011,3,10,30,30
271060,Pathfinder Adventure Card Game  Core Set,2019,1,4,90,90
270538,Foothills,2019,2,2,30,45
252688,Enchanters  Overlords,2018,2,4,30,60
229791,Triplock,2017,1,2,15,30
159632,Strife  Legacy of the Eternals,2014,2,2,60,60
39328,Baltic Gap,2009,2,2,240,240
25727,Lock 'n Load Tactical  Day of Heroes,2008,2,2,60,120
23890,Der schwarze Pirat,2006,2,4,15,15
156840,Clinic,2014,2,4,120,120
257726,Brikks,2018,1,4,20,30
5651,The Longest Day,1979,2,8,5400,5400
3463,Wizard,1978,2,2,30,30
38318,Start Player,2008,2,99,1,1
203204,Magic  The Gathering \u2013 Arena of the Planeswalkers  Shadows over Innistrad,2016,2,4,60,60
29294,World of Warcraft  The Adventure Game,2008,2,4,90,120
177727,Haleakala,2015,2,2,40,40
58798,Cardcassonne,2009,2,5,30,45
192673,Martians  A Story of Civilization,2016,1,4,90,120
4556,Patton's Best,1987,1,1,90,90
99312,Feudality,2011,2,6,60,90
184700,In the Name of Odin,2016,2,5,45,60
16497,Rat Hot,2005,2,2,30,30
27680,1936  Guerra Civil,2006,2,2,45,90
252399,Vast  The Mysterious Manor,2019,1,5,60,120
9675,La Strada,2004,2,4,30,30
209003,Commands & Colors  Medieval,2019,2,2,60,120
211940,Okey Dokey,2016,1,5,16,32
204605,Unicornus Knights,2016,2,6,60,90
122690,Star Trek Deck Building Game  The Original Series,2012,2,4,90,90
106999,Coney Island,2011,2,4,60,60
258451,Deckscape  The Mystery of Eldorado,2018,1,6,30,90
28396,It's Alive!,2007,2,5,15,30
117663,\u05d0\u05d5\u05e6\u05e8\u05d5\u05ea \u05d0\u05d5 \u05e6\u05e8\u05d5\u05ea,2012,2,5,30,30
6688,Ninety-Nine,1967,2,4,60,60
188164,B-17 Flying Fortress Leader,2017,1,1,30,120
283649,Deep Blue,2019,2,5,45,45
268586,6 nimmt! 25 Jahre,2019,2,10,45,45
272682,Expedition to Newdale,2019,1,4,90,90
201509,Dead Man's Doubloons,2018,2,6,45,45
207910,Subatomic  An Atom Building Game,2018,2,4,40,60
164702,Glorantha  The Gods War,2019,3,4,90,120
226213,Cursed Court,2017,2,6,30,60
266964,Dice Throne  Season Two \u2013 Vampire Lord v. Seraph,2018,2,2,20,40
255455,Captains of the Gulf,2018,2,4,75,120
127312,Enigma,2012,2,4,45,45
64956,10 Days in the Americas,2010,2,4,20,30
339,Quiddler Deluxe,1998,1,8,30,30
38984,Mow,2008,2,10,15,15
72667,Mijnlieff,2010,2,2,10,10
13751,Under the Shadow of the Dragon,2004,2,2,90,90
249411,Cuzco,2018,2,4,90,90
144761,Going,2013,2,6,20,20
55834,Mosaix,2009,1,4,20,20
244946,Brook City,2019,1,4,45,120
161530,J\u00e4ger und Sp\u00e4her,2014,2,2,60,60
4173,Anzio,1969,2,2,120,120
27165,Age of Discovery,2007,2,4,45,45
755,Thunder at Cassino,1987,1,2,360,360
155025,The Magnates  A Game of Power,2014,2,5,90,90
134711,Guilds of Cadwallon,2013,2,4,30,30
146784,A Touch of Evil  Dark Gothic,2014,2,6,45,45
226254,The Ruhr  A Story of Coal Trade,2017,2,4,120,120
25114,Die S\u00e4ulen von Venedig,2006,2,6,45,60
313,Big Boss,1994,2,6,90,90
26235,Pick & Pack,2007,2,2,20,20
21985,Giro Galoppo,2006,2,5,30,30
34496,World of Warcraft Miniatures Game,2008,2,2,45,45
91773,Resident Evil Deck Building Game  Alliance,2011,1,4,45,45
247160,Dinosaur Tea Party,2018,3,5,15,30
111502,Star Trek Deck Building Game  The Next Generation \u2013 Next Phase,2012,2,4,90,90
229632,Unlock! Fifth Avenue,2017,1,6,30,30
17851,Pizza Box Football,2005,1,2,60,60
165876,Spike,2014,2,4,60,60
63539,Lupus in Tabula,2001,8,24,20,40
29387,Zombie Fluxx,2007,2,6,10,40
282414,Pharaon,2019,1,5,30,75
92643,Artus,2011,2,4,60,60
88513,Chicken Caesar,2012,3,6,90,90
176361,One Night Revolution,2015,3,10,15,15
173275,Ghostbusters  The Board Game,2015,1,4,30,120
270314,Ohanami,2019,2,4,20,20
42306,Wings of War  WW2 Deluxe set,2009,2,4,45,45
213370,Castles of Caladale,2017,1,4,30,30
29805,Petits Meurtres & Faits Divers,2007,4,7,45,45
789,Focus,1963,2,4,45,45
63740,Hotel Samoa,2010,3,6,45,60
143981,VOLT  Robot Battle Arena,2014,2,4,30,30
231991,Firefly Adventures  Brigands and Browncoats,2018,1,5,90,120
3413,Saratoga,1998,2,2,180,180
55601,Sneaks & Snitches,2010,2,5,20,20
234521,Necromunda  Underhive,2017,2,4,60,60
150484,Secrets of the Lost Tomb,2015,1,6,120,120
144325,Munchkin Legends,2013,3,6,60,120
13123,No. 500,1904,2,6,30,30
255664,The Binding of Isaac  Four Souls,2018,2,4,30,60
107704,Fief,2011,3,6,120,120
3730,Statis Pro Baseball,1971,1,2,20,20
3593,Star Wars  Star Warriors,1987,2,6,120,120
129556,Think! Words,2012,2,10,30,30
40603,Incursion,2009,2,2,120,120
41239,Mamma Mia! Plus,2009,2,6,60,60
12171,Le Passe-Trappe,2003,2,2,10,10
4854,7th Fleet,1987,2,2,120,120
176334,Guns & Steel,2015,2,4,40,70
9617,Russian Rails,2004,2,6,180,240
225,Icehouse,1989,3,5,20,20
97273,Upon a Salty Ocean,2011,2,4,120,120
42328,Pax Baltica,2009,2,2,60,840
218376,Direwild,2018,2,4,60,90
1206,Venture,1969,2,6,45,45
8946,\u039a\u03ce\u03b4\u03b9\u03ba\u03b1\u03c2 \u0391\u03c1\u03c7\u03b9\u03bc\u03ae\u03b4\u03b7,2002,2,4,15,15
63167,Undermining,2011,2,5,45,45
204817,Henchmania,2016,2,5,45,60
229956,Fort Sumter  The Secession Crisis,2018,2,2,20,40
194232,Rick and Morty  Total Rickall Card Game,2016,2,5,30,30
266179,Space Gate Odyssey,2019,2,4,90,90
193483,Dwar7s Fall,2016,2,4,20,60
213953,Pyramid Poker,2017,2,2,10,30
234691,Mystery of the Temples,2017,2,4,20,40
163163,Grand Prix,2016,2,11,90,90
831,Schrille Stille,1999,3,6,90,90
6927,Hornet Leader,1991,1,2,30,30
283294,Yukon Airways,2019,1,4,60,90
101682,Saints in Armor,2012,2,2,300,300
215616,Ascension  Gift of the Elements,2017,1,4,30,60
271785,Slide Quest,2019,1,4,15,45
834,Chronology  The Game of All Time,1996,2,8,30,30
65568,J\u00e4ger und Sammler,2010,2,4,45,45
128733,Revolver 2  Last Stand at Malpaso,2012,2,2,45,45
6714,Go Away Monster!,1997,2,4,10,15
144388,Elevenses,2013,2,4,30,30
18746,Gustav Adolf the Great  With God and Victorious Arms,2006,2,2,300,300
253399,Journal 29  Interactive Book Game,2017,1,0,120,120
173092,Tr\u00e4xx,2015,1,4,15,15
189350,Starving Artists,2017,1,4,30,60
129820,Salmon Run,2013,2,4,20,45
28218,Fangfrisch,2007,3,5,20,30
6955,Reiner Knizia's Decathlon,2003,1,4,45,45
235627,Iquazu\u0301,2017,2,4,50,50
169649,Sapiens,2015,2,4,45,45
2375,Sequence,1982,2,12,10,30
42142,Doctor Who  Solitaire Story Game,2009,1,1,45,45
230200,Overbooked,2018,1,4,20,40
120669,No Retreat! The North African Front,2013,2,2,180,180
10814,Dicke Luft in der Gruft,2004,2,6,30,30
11106,Warhammer 40,1987,2,2,60,120
33495,Time's Up! \u00c9dition purple,2007,4,12,45,45
10156,The Russian Campiagn  Mega Version (fifth edition),2003,2,2,240,240
20865,Bolide,2005,2,8,120,120
42490,Pony Express,2009,3,5,45,45
27969,A Most Dangerous Time  Japan in Chaos,2009,2,4,240,240
3408,This Accursed Civil War,2002,2,2,240,240
207898,Captive,2016,1,1,30,130
153422,Gardens,2014,2,4,45,45
245928,Pax Emancipation,2018,1,3,60,120
119632,IOTA,2012,2,4,30,30
253756,Gorus Maximus,2018,1,8,20,45
253215,Jetpack Joyride,2019,1,4,20,20
42244,Martinique,2009,2,2,30,30
274533,Throw Throw Burrito Original Edition,2019,2,6,15,15
28086,Risk Express,2006,2,6,20,20
159868,Sellswords,2014,2,2,15,15
2073,Sixth Fleet,1985,2,2,360,360
168839,Die Kutschfahrt zur Teufelsburg,2006,3,10,30,30
18243,Parthenon  Rise of the Aegean,2005,3,6,120,120
196305,Guildhall Fantasy  Alliance,2016,2,4,30,45
258412,Unlock! Night of the Boogeymen,2019,1,6,60,60
161297,Paradox,2016,2,4,40,120
1350,Das Amulett,2001,3,6,60,60
173115,Monarch,2015,3,4,45,45
247360,Junk Orbit,2018,2,5,30,40
85204,Kings of War,2012,2,0,60,60
262540,Freshwater Fly,2019,1,4,40,90
236248,Small Islands,2018,1,4,30,30
195194,Horizons,2018,2,5,60,75
655,Castle,2000,2,5,30,30
178210,Batman Fluxx,2015,2,6,5,30
9963,Santorini,2004,2,3,20,20
2150,London's Burning,1995,1,2,120,480
32424,1848  Australia,2007,3,6,360,360
13855,Carthage  The First Punic War,2005,2,2,1800,1800
177515,SEAL Team Flix,2018,1,4,45,120
129294,Campaign Trail,2019,1,6,115,115
28805,The Lord of the Rings  Strategy Battle Game,2005,2,2,30,30
1705,Slapshot,1982,2,10,30,30
69552,Panic Station,2011,4,6,40,40
266460,Y\u00ednzi  The Shining Ming Dynasty,2019,2,4,100,180
121073,Panic Lab,2012,2,10,10,30
123885,Pick-a-Pig,2012,1,5,15,15
142,Vino,1999,3,5,90,90
201308,Hive Mind,2016,3,12,30,90
192343,Bubblee Pop,2016,1,2,20,20
2129,Crossbows and Catapults,1983,2,2,30,30
137095,The Witches  A Discworld Game,2013,1,4,90,90
3086,The Omega Virus,1992,1,4,10,35
181501,Peloponnes Card Game,2015,2,5,20,45
227893,Smile,2017,3,5,30,30
151151,Epic Resort,2014,2,4,60,120
255907,Trogdor!! The Board Game,2019,1,6,30,60
246150,Arraial,2018,1,4,30,30
217949,A Column of Fire,2017,2,4,60,90
183578,Wing Leader  Supremacy 1943-1945,2016,2,2,60,180
215471,Wind the Film!,2016,2,4,20,20
165,La Boite Magique,1977,1,2,20,20
130552,Warhammer  The Game of Fantasy Battles (8th Edition),2010,2,2,180,360
214996,Silver Bayonet  The First Team in Vietnam,2016,1,2,30,960
5825,Paris Paris,2003,2,4,45,45
234429,Raids,2018,2,4,40,40
7571,Winds of Plunder,2007,3,5,120,120
235512,Loot Island,2017,2,5,30,60
269160,Old Masters,2019,2,4,40,60
146130,Coin Age,2013,2,2,15,15
38931,Basilica,2010,2,2,45,45
23950,Viktory II,2006,2,8,60,60
24568,Rumis+,2006,2,6,45,45
50381,Cards Against Humanity For Her,2009,4,30,30,30
31745,Utopia,2007,2,5,60,60
159406,Portal  The Uncooperative Cake Acquisition Game,2015,2,4,30,45
62225,Infidel,2011,2,2,120,120
276925,Warhammer Age of Sigmar  Warcry Starter Set,2019,2,4,30,60
62853,JAB  Realtime Boxing,2011,2,2,15,15
103091,Catan Histories  Merchants of Europe,2011,3,4,120,120
4001,Space Marine,1989,2,3,120,120
280136,Paranormal Detectives,2019,2,6,30,50
2,Dragonmaster,1981,3,4,30,30
209136,Q.E.,2017,3,4,45,60
142239,Vye  The Card Game of Capture and Control,2013,2,5,20,20
302,Forum Romanum,1988,2,6,45,45
23685,1805  Sea of Glory,2009,2,2,480,480
36887,Waterloo,2009,2,2,180,180
258411,Unlock! Expedition  Challenger,2019,1,6,60,60
4210,Stonewall's Last Battle  The Chancellorsville Campaign,1996,1,2,180,180
1125,Big Shot,2001,2,4,30,30
129156,Battles of the Bulge  Celles,2012,2,2,180,180
276498,Paris  La Cit\u00e9 de la Lumi\u00e8re,2019,2,2,30,30
178940,Push It,2015,2,4,10,10
104377,TSCHAK!,2011,2,4,40,40
63196,Three-Dragon Ante  Emperor's Gambit,2010,2,6,30,30
5445,Rod Hockey,1932,2,4,20,20
5316,Warhammer Epic 40,1997,2,4,180,180
72420,Braggart,2010,2,6,30,30
4079,What's My Word?,1972,2,2,45,60
230059,Crossfire,2017,5,10,5,10
14634,Homeworlds,2001,2,6,15,60
57998,Bo\u017ce Igrzysko,2010,3,4,120,120
201455,Assault of the Giants,2017,3,6,60,150
912,Pacific Victory,2000,2,2,240,240
8130,Die Fugger,2003,2,4,45,45
246228,Impact  Battle of Elements,2018,2,5,15,15
20101,Kaivai,2005,3,4,120,120
152510,The Lord of the Rings  The Return of the King Deck-Building Game,2014,2,5,45,45
55863,The Three Musketeers  The Queen's Pendants,2009,2,5,45,45
145642,The Cards of Cthulhu,2014,1,4,30,90
1498,Paydirt,1970,1,2,60,90
221230,Farlight,2017,2,5,45,45
146559,Infamy,2013,3,4,60,60
248,Blood Royale,1987,3,5,240,240
226588,Untold  Adventures Await,2017,1,4,45,60
8515,Hybrid,2003,2,2,120,120
126239,Twin Tin Bots,2013,2,6,50,50
234711,Christmas Tree,2017,2,4,30,45
278553,Silver,2019,2,4,30,60
142889,Enemy Coast Ahead  The Dambuster Raid,2014,1,3,30,360
5740,Strat-O-Matic Pro Football,1968,1,2,120,120
28044,Pocket Civ,2005,1,2,30,30
180761,Dreamwell,2016,2,4,30,45
252854,Sabotage,2019,2,4,60,90
104627,Feudalia,2011,1,4,90,90
65825,Gettysburg,2010,2,2,180,180
154510,Shadows of Malice,2014,1,8,120,120
7614,A World at War,2003,1,8,1440,2880
216578,Half-Pint Heroes,2017,2,7,30,60
66190,New York,2011,2,6,45,60
21373,Federation Commander  Romulan Border,2006,2,8,60,60
145888,CapCom Street Fighter Deck-Building Game,2014,2,5,45,45
144743,Machina Arcana,2014,1,4,150,150
206939,Do De Li Do,2016,2,6,10,20
72644,Space Mission Maze Globe,2001,1,1,30,30
255659,Ground Floor (second edition),2018,1,5,90,150
123228,Bling Bling Gemstone,2012,2,6,10,20
3895,Silent Death,1990,2,8,120,120
2555,Vom Kap bis Kairo,2001,2,4,30,30
129614,Rondo,2012,2,4,25,25
25491,Alhambra  The Dice Game,2006,2,6,60,60
56796,\u3069\u3046\u3076\u3064\u3057\u3087\u3046\u304e  Let's Catch the Lion!,2008,2,2,15,15
34227,Blox,2008,2,4,45,45
132326,Venetia,2013,2,4,75,90
146149,Speed Cups,2013,2,4,15,15
195709,Monikers  Something Something,2016,4,20,30,60
3208,Dragonland,2002,2,4,45,45
192240,Control,2016,2,4,5,15
161527,Catan  Ancient Egypt,2014,3,4,75,75
216856,Demon Worker,2016,3,4,45,45
175222,Lost Legacy  Third Chronicle \u2013 Sacred Grail & Staff of Dragons,2015,2,6,10,10
55165,Bisikle,2009,1,4,30,30
260710,Amul,2019,3,8,30,45
321,Mole in the Hole \/ Taupes et Compagnie,1995,2,4,45,45
207687,Killing Parentless Children,2017,1,4,10,30
162107,Doodle City,2014,1,6,30,30
138166,Huida de Silver City,2013,1,4,120,120
36482,Wings of War  Fire from the Sky,2009,2,6,30,30
310,Wizard's Quest,1979,2,6,180,180
159581,Maskmen,2014,2,6,20,20
870,Empires of the Ancient World,2000,3,5,120,180
243696,Race to the New Found Land,2018,2,4,60,90
963,The Gardens of the Alhambra,1993,2,4,45,60
225163,Reworld,2017,2,4,50,90
241225,Smash Up  That '70s Expansion,2018,2,2,45,45
163056,Mus\u00e9e,2014,2,4,30,30
254213,Boomerang,2018,2,4,30,45
17027,Sitting Ducks Gallery,2005,3,6,20,20
142063,Deadzone,2013,2,4,60,60
25574,Play-Gin,1909,2,2,30,30
686,Dr. Jekyll & Mr. Hyde,1997,3,4,60,60
32002,Forged in Steel,2016,2,4,60,120
62972,The Barbarossa Campaign,2010,1,1,40,40
172965,Guards of Atlantis  Tabletop MOBA,2017,4,9,60,120
548,Buck Rogers  Battle for the 25th Century Game,1988,2,6,120,120
25294,Take it to the Limit!,2006,1,6,45,45
706,Frederick the Great  The Campaigns of The Soldier King 1756-1759,1975,2,4,240,240
136192,Dungeon Dice,2014,2,5,20,20
149361,Hapsburg Eclipse,2014,1,1,30,30
24947,The Spoils  Shade of the Devoured Emperor,2006,2,6,40,40
651,Zero Down,1998,2,5,20,20
258309,\u7b2c\u4e00\u985e\u63a5\u89f8,2018,2,7,15,40
143994,Capo Dei Capi,2013,2,2,20,20
7742,Confrontation,2000,2,2,120,120
31506,Ziegen Kriegen,2007,3,6,15,15
89,Blue vs. Gray,1999,2,4,120,120
159575,Dracula's Feast,2017,4,8,5,15
6817,Schafkopf,1780,4,4,30,30
3855,Crimson Skies,1998,2,2,180,180
8920,BuyWord,2004,1,4,45,45
88594,Eruption,2011,2,6,30,60
114903,Castellan,2013,2,2,45,45
1143,Warrior Knights,1985,2,6,180,180
198832,Legends Untold  Weeping Caves Novice Set,2019,1,4,60,60
269968,Exit  The Game \u2013 The Haunted Roller Coaster,2019,1,4,45,90
214234,Tank Duel  Enemy in the Crosshairs,2019,1,8,60,180
13084,Volcano,2000,1,6,30,30
180543,Exceed  Red Horizon \u2013 Reese,2016,2,2,10,20
101013,Ninja  Legend of the Scorpion Clan,2011,2,4,45,45
256623,Realm of Sand,2018,1,4,30,60
11269,Roads to Leningrad,2004,2,2,180,180
1376,Serengeti,2001,3,6,25,30
186279,M\u00f6lkky,2013,2,99,30,30
245487,Orchard  A 9 card solitaire game,2018,1,1,5,10
230089,Okanagan  Valley of the Lakes,2017,2,4,45,45
144566,Circus Train (Second edition),2013,1,5,90,90
5770,Orchard,1986,2,8,10,10
234469,Origami,2017,2,4,15,30
235922,King of the Dice,2017,2,5,20,30
139508,The Walled City  Londonderry & Borderlands,2014,2,4,60,60
4562,Mogul,2002,3,6,45,45
127784,Suspend,2012,1,4,15,15
125048,Dobble Free Demo Version,0,2,8,5,5
217894,Delve,2017,2,4,60,60
39019,Nothing Gained But Glory,2010,2,2,300,300
3125,7th Sea Collectible Card Game,1998,2,6,45,45
9829,Runebound (First Edition),2004,2,6,120,120
206175,Cortex Challenge,2016,2,6,15,15
245645,Franchise,2018,2,5,60,60
76,Air Baron,1996,2,6,120,120
172225,Exploding Kittens,2015,2,5,15,15
222643,The Lady and the Tiger,2017,1,6,15,20
8993,Fire in the East,1984,2,4,3000,3000
