objectid,name,category1,category2,category3,category4,category5,category6
16149,Up And Down,Animals, Childrens Game, Memory,error,error,error
262520,Chachapoya,Bluffing, card,error,error,error,error
231045,\u8457\u8272\u5feb\u624b,Dexterity, Childrens Game, Party Game,error,error,error
2773,Knights of the Dinner Table  HACK!,Adventure, card, Adaptation, Exploration, Fantasy, Fighting
204755,Isle of Monsters,Adventure,error,error,error,error,error
25,Battlemist,Exploration, Fantasy, War,error,error,error
38204,How to Host a Dungeon,Civilization, Fantasy, Print & Play,error,error,error
245823,Napoleon's Resurgence,War, War,error,error,error,error
3568,Stage II,Deduction, Party Game, Trivia,error,error,error
192116,Cthulhu  A Deck Building Game,card, Horror,error,error,error,error
93563,Whitewater,Racing,error,error,error,error,error
131788,Game Over,card, Childrens Game,error,error,error,error
236475,Best of Werewolves of Miller's Hollow,Bluffing, Deduction, Horror, murder_mystery, Party Game,error
11283,1895 Namibia,Economic, Trains, Transportation,error,error,error
31586,Obcy,Adventure, Adaptation, Sci_Fi, War,error,error
9117,Embrace An Angry Wind,American War, Dice, War,error,error,error
173269,Aquarium,City Building, War, Sci_Fi,error,error,error
107649,Die geheimnisvolle Sternschnuppe,Dexterity, Childrens Game,error,error,error,error
179794,Me Want Cookies!,card, Childrens Game, Real-time,error,error,error
207,Twitch,Dexterity, card,error,error,error,error
26047,Sid Meier's Civilization  The Card Game,card, Civilization, Adaptation,error,error,error
39663,Song of Drums and Shakos,Miniatures, War, Print & Play, War,error,error
238919,The Battle of Wakefield  Yorkshire,Medieval, War,error,error,error,error
4816,Xactika,card,error,error,error,error,error
2180,Flagship  Prometheus Unchained,card, Sci_Fi,error,error,error,error
2457,Torpedo Run!,Dexterity, Miniatures, War, Real-time, War, War
282297,Aqua Mirabilis,Age of Reason, industry_manuf,error,error,error,error
286343,Conflict of Heroes  Awakening the Bear \u2013 Operation Barbarossa 1941 (Third Edition),War, War,error,error,error,error
150138,10 Negritos,Deduction, Adaptation, murder_mystery, Adaptation,error,error
42255,The Kaiser's War  World War I,War, War,error,error,error,error
255970,Timeline  Canada,card, Educational, Trivia,error,error,error
275785,Die Hard  The Nakatomi Heist Board Game,Adaptation,error,error,error,error,error
166298,Peptide  A Protein Building Game,Educational, Medical,error,error,error,error
44338,Ninja Burger  Secret Ninja Death Touch Edition,card, Humor,error,error,error,error
166210,Blend Off!,Dice, Real-time,error,error,error,error
175121,Adventure Time Card Wars  Ice King vs. Marceline,card, Humor, Adaptation,error,error,error
229235,Guardian's Call,Bluffing, Deduction,error,error,error,error
136240,Ignis,strategy,error,error,error,error,error
35452,Lincoln's War,American War, War,error,error,error,error
205346,Beer Empire,Economic, industry_manuf,error,error,error,error
169368,\u6416\u6416\u860b\u679c\u6a39,Dexterity, Childrens Game, Party Game,error,error,error
11396,Dragon Master,Fantasy,error,error,error,error,error
158751,Guerra De Mitos III,Mythology,error,error,error,error,error
83919,Scattergories Categories,Word Game,error,error,error,error,error
38499,22 Pommes,Farming,error,error,error,error,error
215066,Gang Rush Breakout,Dice, Mafia, Miniatures, Racing,error,error
147168,Guerra De Mitos II,card, Mythology,error,error,error,error
283155,Calico,strategy, Animals, Puzzle,error,error,error
179322,Healing Blade  Defenders of Soma,card, Educational, Fantasy, Fighting, Medical,error
245382,The Way of the Bear,Animals,error,error,error,error,error
195515,The Chosin Few,War, War,error,error,error,error
123370,Nox,card,error,error,error,error,error
245371,Vejen,Medieval, Transportation,error,error,error,error
127589,Slavika,card, Fantasy, Medieval, Mythology,error,error
154526,Payoff Pitch Baseball,card, Dice, Print & Play, Sports,error,error
170430,12 Days of Christmas,card,error,error,error,error,error
30287,Ghost for Sale,card,error,error,error,error,error
148209,Slash  Romance without boundaries,card, Humor, Adult, Print & Play,error,error
82702,Funfair,Dexterity, Bluffing, Party Game,error,error,error
231644,Matterhorn,Dice, Sports,error,error,error,error
702,Wabbit Wampage,Adaptation, Farming, Humor,error,error,error
252314,Nyctophobia  Vampire Encounter,Horror,error,error,error,error,error
4020,Race For Tunis,War, War,error,error,error,error
255029,Verona Twist,strategy,error,error,error,error,error
33040,Humans!!!,Fighting, Horror, Humor, Zombies,error,error
259345,Snail Sprint!,Childrens Game, Dice,error,error,error,error
188124,Ostroleka 26 maja 1831,War, War,error,error,error,error
237551,The War of the Worlds  England,Adaptation, Sci_Fi,error,error,error,error
203845,Dig Down Dwarf (Second Edition),Deduction, Dice, Fantasy,error,error,error
22297,Winged Horse  Campaigns in Vietnam,War, War,error,error,error,error
270972,Ringmaster  Welcome to the Big Top,card,error,error,error,error,error
94615,The Last King of Scotland,War, War,error,error,error,error
171950,Hands,card, Party Game, Real-time,error,error,error
237745,Rifles in the Ardennes,War, War,error,error,error,error
220508,Blue Water Navy,War, War, War,error,error,error
11412,Wallamoppi,Dexterity,error,error,error,error,error
5065,FuBi 2.0,Dexterity, Sports,error,error,error,error
1101,Flying Carpet,Arabian, Aviation, Racing,error,error,error
148745,We Were Brothers,Collectible, Miniatures, War, War,error,error
60035,Ants!,Animals,error,error,error,error,error
254135,Fortune City,City Building,error,error,error,error,error
2736,The Lonely Mountain,Fantasy, War,error,error,error,error
240926,Pocket Pharma,card, industry_manuf, Medical,error,error,error
188825,Airfix Battles,Miniatures, War, War,error,error,error
9044,All Quiet on the Western Front,War, War,error,error,error,error
186990,Suez '56  Anglo French Intervention in Egypt,War, War,error,error,error,error
143509,Bluff in Zoo,Animals, Bluffing, card,error,error,error
183360,Legends of Draxia,card, Fantasy,error,error,error,error
64735,Splut!,strategy, Fantasy,error,error,error,error
34403,Lost Battles   Reconstructing the Great Clashes of the Ancient World,Ancient, Miniatures, War,error,error,error
15271,Contrario,Party Game, Word Game,error,error,error,error
9782,Battle of the Bands  Encore Edition,card, Humor, Music, Party Game,error,error
3070,Red Parachutes  Soviet Airborne Assault Across the Dnepr,Aviation, War, War,error,error,error
233149,Pulp Detective,card, Dice, murder_mystery, Print & Play,error,error
10346,Inchon  MacArthur's Gambit,War, War,error,error,error,error
178349,Empires at Sea  Deluxe Edition,Adventure, industry_manuf, War, War, Pirates, Territory Building
203584,Los Tesoros del Rey Pirata,Pirates,error,error,error,error,error
746,The Game of France,War, War,error,error,error,error
1578,RoadKill,card, Fighting, Racing, Sci_Fi,error,error
8140,Global Powers,Economic, Political,error,error,error,error
244153,Your Town,American West, Book, Adaptation,error,error,error
210414,Magic  The Gathering \u2013 Duel Decks  Nissa vs. Ob Nixilis,card, Fantasy, Fighting,error,error,error
259005,Farben,card,error,error,error,error,error
24028,Rukshuk,Dexterity, Party Game,error,error,error,error
525,Pisa,card,error,error,error,error,error
195456,SPY,card, Deduction, secret_agent,error,error,error
17821,Connection Games,strategy, Book,error,error,error,error
12699,The Army of the Heartland  The Army of Tennessee's Campaigns,American War, War,error,error,error,error
101118,Borodino  Napoleon in Russia 1812,War, War,error,error,error,error
10884,White Bear & Red Moon,Fantasy, War,error,error,error,error
73312,4 Seasons,Bluffing, card, Number,error,error,error
197946,Wreck and Ruin,Dice, Fighting, Miniatures, Sci_Fi, Transportation, War
2965,Kendo,strategy, Fighting, Medieval,error,error,error
193121,Legends,Travel,error,error,error,error,error
90274,Dawn  Rise of the Occulites,Dice, Fantasy, Miniatures,error,error,error
2918,The Last Crusade,card, Collectible, War, War,error,error
221367,Cartoon Network Crossover Crisis  Animation Annihilation Deck-Building Game,card, Humor, Adaptation,error,error,error
169436,Speedy Words,card, Party Game, Real-time, Word Game,error,error
177843,Mix It,card, Childrens Game, Puzzle,error,error,error
250822,Title Bout 2,Sports,error,error,error,error,error
178030,Overlords of Infamy,Fantasy, Humor,error,error,error,error
234378,Unfinished Case of Holmes,Adventure, Book, murder_mystery, Party Game, Print & Play, Puzzle
294612,Unlock! Epic Adventures,card, Exploration, Puzzle, Real-time,error,error
145344,San Guo Sha  Kingdom Wars,Ancient, card, War, Adaptation, Party Game,error
118732,Titans of Industry,City Building, industry_manuf,error,error,error,error
94949,A Blood-Red Banner  The Alamo,Educational, Post-War, War,error,error,error
35305,Kahmat\u00e9,Sports,error,error,error,error,error
26919,The War Game  World War II,Political, War, War,error,error,error
1477,Days of Decision II,Political, War, War,error,error,error
220258,Envyra,strategy, Bluffing, card, Deduction, Environmental,error
11988,Australian Railways,Trains, Transportation,error,error,error,error
231367,Dunkirk  France 1940,War, War,error,error,error,error
149970,Outer Earth,card, Economic, industry_manuf, Print & Play, Space Exploration,error
284054,Smoothies,Dice,error,error,error,error,error
151016,Provincia Romana,Ancient, card,error,error,error,error
67910,Mini FITS,strategy, Puzzle,error,error,error,error
4293,The Great Redoubt,War, War,error,error,error,error
8707,Jacob Marley,Economic, Adaptation,error,error,error,error
141734,String Savanna,Animals, Territory Building,error,error,error,error
220987,Bloody Monday,War, War,error,error,error,error
215058,Sonhando com Alice,Fantasy,error,error,error,error,error
216630,Traveller Customizable Card Game  Two Player Starter Set,card, Sci_Fi, Space Exploration,error,error,error
106560,Play American Mah Jongg!,strategy,error,error,error,error,error
4328,Tony & Tino,Mafia,error,error,error,error,error
244267,BarBEARian Battlegrounds,Animals, Bluffing, City Building, Dice,error,error
73365,Papayoo,card, Party Game,error,error,error,error
190700,Team Yankee,Miniatures, War, War,error,error,error
5279,Sagunto  The Battle for Valencia,War, War,error,error,error,error
129751,KIPP X,Dexterity,error,error,error,error,error
1950,The Mysteries of Peking,Deduction, murder_mystery,error,error,error,error
7475,Hand and Foot,card,error,error,error,error,error
132229,Rogues to Riches,card, Humor,error,error,error,error
109657,Ocean Limbo,Dexterity,error,error,error,error,error
17235,Sunshine Rescue,Childrens Game, Fantasy,error,error,error,error
206686,Fanhunter  Urban Warfare,Adaptation, Miniatures, War,error,error,error
234510,The Deception of Antiques  12 Chinese Zodiac Bronze Heads,Bluffing, Deduction, Memory, Adaptation, Negotiation, Adaptation
248182,Solar City,City Building, Economic, Environmental, Sci_Fi,error,error
49396,Battleground Fantasy Warfare  Elves of Ravenwood,card, Dice, Fantasy, War,error,error
168265,oddball Aeronauts 2  Double the Trouble,card, Fantasy,error,error,error,error
4366,Remember the Maine!  The Spanish-American War,War, Post-War, War,error,error,error
3807,Smokejumpers,Fiery Dragon Productions, Microgame Design Group,error,error,error,error
257204,Zura,card, Fantasy,error,error,error,error
209714,Splatter SHOOT,Dexterity, card, Fighting, Humor, Miniatures, Party Game
266064,Trudvang Legends,Fantasy, Miniatures,error,error,error,error
208340,Congo,Adventure, Exploration, Miniatures,error,error,error
130008,La Loire,Economic, Medieval, Transportation,error,error,error
239930,Tour Operator,Aviation, Travel,error,error,error,error
189154,The Ninth World  A Skillbuilding Game for Numenera,Sci_Fi,error,error,error,error,error
1337,Traboulet,strategy,error,error,error,error,error
231966,Stworze,Adventure, Ancient, Fantasy, Mythology,error,error
171431,The Maiden in the Forest,strategy, card, Fantasy, Print & Play,error,error
14781,Dr\u00f4les de Z\u00e8bres,strategy, Animals,error,error,error,error
30706,Make 'n' Break Extreme,Dexterity, card,error,error,error,error
21798,HysteriCoach,Dexterity, Party Game, Sports,error,error,error
226006,Ursa Miner,Animals,error,error,error,error,error
207899,Knights Club  The Bands of Bravery,Book, Adaptation,error,error,error,error
55842,Namibia,Economic, Trains, Transportation,error,error,error
178335,Biergarten,card,error,error,error,error,error
24693,They Shall Not Pass  The Battle of Verdun 1916,War, War,error,error,error,error
124000,Inception,Adaptation,error,error,error,error,error
85857,Guns of August,War, War,error,error,error,error
274548,6 Castles,Medieval, Territory Building,error,error,error,error
3603,The Normandy Campaign,War, War,error,error,error,error
246316,Forbidden City,Territory Building,error,error,error,error,error
13224,The Conquerors  Alexander the Great,Ancient, War,error,error,error,error
4746,Dungeons & Dragons Computer Labyrinth Game,Adventure, Electronic, Exploration, Fantasy, Memory,error
1246,Insecta Mutant Kit,Animals, Educational, Fighting, Horror, Sci_Fi,error
158589,18Africa,Economic, Print & Play, Trains,error,error,error
142645,Havok & Hijinks,card, Fantasy, Humor,error,error,error
13647,Warlord,Fantasy, Fighting, Miniatures, War,error,error
17816,Family Fluxx,card, Childrens Game,error,error,error,error
111866,Rise!,strategy, City Building, Territory Building,error,error,error
250881,Dominations  Road to Civilization,Civilization,error,error,error,error,error
234314,D\u00f4jima,Deduction, Dice, Farming, Medieval,error,error
256701,Fluff,Bluffing, Dice, Party Game,error,error,error
131387,MOD X,strategy,error,error,error,error,error
11978,The Great War in the Near East,War, War,error,error,error,error
