objectid,name,category1,category2,category3,category4,category5,category6
198985,Day Night Z,Adventure, Exploration, Horror, Miniatures, Travel, Zombies
244082,Outback,Animals, Dice,error,error,error,error
164917,Bananagrams WildTiles,Real-time, Word Game,error,error,error,error
10445,Duel Masters Trading Card Game  2 Player Starter Set,card, Collectible, Fantasy, Fighting, Adaptation, Sci_Fi
180387,Dungeon Solitaire  Tomb of the Four Kings,Adventure, card, Fantasy, Print & Play,error,error
10022,La R\u00e9volution fran\u00e7aise  La patrie en danger 1790-1796,Political,error,error,error,error,error
43393,Cubiko,Dexterity, Childrens Game,error,error,error,error
89918,Mount Drago,Fantasy,error,error,error,error,error
9858,The Russo-Japanese War,Miniatures, War, Post-War, War,error,error
290,Gold Digger,American West, card,error,error,error,error
202296,Zauberei hoch drei,Childrens Game, Fantasy, Memory,error,error,error
46530,The Red Dragon Inn  Gambling? I'm In!,card, Fantasy,error,error,error,error
227502,Medieval,Medieval, Negotiation, Political, Territory Building,error,error
5058,Operation Crusader,War, War,error,error,error,error
239,Wagram,War, War,error,error,error,error
242589,NATO Air Commander,Aviation, War, War,error,error,error
266980,Steamopolis,industry_manuf, Sci_Fi,error,error,error,error
246689,Munchkin Teenage Mutant Ninja Turtles,card, Adaptation, Fantasy, Fighting,error,error
161923,Switching Tracks,Puzzle, Trains, Transportation,error,error,error
2226,Greyhounds,Racing, Sports,error,error,error,error
275800,Save the Meeples,Adventure, Exploration, Space Exploration, Trains,error,error
1635,Demonlord,Fantasy, Print & Play, War,error,error,error
9356,Pacific Fleet,Dice, War, War,error,error,error
247984,Moorea,card,error,error,error,error,error
39704,Emu Ranchers,card, Print & Play,error,error,error,error
152471,Manifest,War, Pirates, Transportation,error,error,error
260239,Dicium,Civilization, Dice, Exploration, Fighting, Game System, Racing
84913,Caminos,strategy,error,error,error,error,error
184648,The Exiled  Siege,Fantasy, Fighting, Medieval,error,error,error
69318,Perpetual-Motion Machine,card, industry_manuf,error,error,error,error
43332,Austerlitz 20,War, War,error,error,error,error
4357,Aspern-Essling,War, War,error,error,error,error
167404,Warsaw Rising Up 1945-1980,City Building, Educational,error,error,error,error
6380,WarCry,card, Collectible, Fantasy, Fighting,error,error
142988,Hunters of Arcfall,Dice, Sci_Fi,error,error,error,error
132407,Stone & Relic,card,error,error,error,error,error
145549,Islands of the Damned  Wake Island and Peleliu,War, War,error,error,error,error
18963,En Garde!,card, Fighting, Renaissance,error,error,error
108012,Collapsible D  The Final Minutes of the Titanic,Dice, Maze, War,error,error,error
26474,Cold War Commander,Book, War, Miniatures, War, War, War
251228,Radetzky's March  The Hundred Hours Campaign,Post-War, War,error,error,error,error
176960,Wok on Fire,Dexterity,error,error,error,error,error
294,Keydom,Bluffing, Fantasy, Medieval,error,error,error
165523,Rory's Story Cubes  Score,Dice,error,error,error,error,error
99698,Micro Space Empire,Print & Play, Sci_Fi, Space Exploration,error,error,error
2444,Carrier Strike!,Miniatures, War, War, War,error,error
24230,Glik,strategy,error,error,error,error,error
25142,Tal der Abenteuer  Die Schatzsuche im Himalaja,Adventure, Travel,error,error,error,error
6918,1940,War, War,error,error,error,error
7008,Preference,card,error,error,error,error,error
3751,Palazzo Paletti,Dexterity,error,error,error,error,error
2758,Bridgette,card,error,error,error,error,error
150831,Cuba  The Splendid Little War,Economic, Political, Post-War, War,error,error
220380,Blorg in the Midwest,card, Humor, Print & Play, Puzzle, Sci_Fi,error
158122,Migration  Book II \u2013 A Saga of Conflict,Animals, Fantasy,error,error,error,error
17538,Jackson at the Crossroads  Cross Keys & Port Republic,American War, War,error,error,error,error
191065,Castle Flutterstone,Dexterity, Childrens Game,error,error,error,error
40949,Nur die Ziege z\u00e4hlt,Animals, card,error,error,error,error
101206,Night Drop  6 June 44,War, War,error,error,error,error
687,Cabale,strategy,error,error,error,error,error
262135,Anomaly,Deduction, Horror, Sci_Fi,error,error,error
232242,Wanted 7,American West, card, Fighting,error,error,error
7849,Introduction to Advanced Dungeons & Dragons,Adventure, Exploration, Fantasy, Fighting, Miniatures,error
148007,A Spoiled Victory  Dunkirk 1940,Print & Play, War, War,error,error,error
37912,Highway to the Reich (third edition),War, War,error,error,error,error
703,Roman Civil War,Ancient, War, War,error,error,error
282006,50 Clues  The Pendulum of the Dead,card, Deduction, Horror, Adult, murder_mystery, Puzzle
21149,War of the Suns,War, War,error,error,error,error
39565,World War 5,Dice, War,error,error,error,error
5023,The Conquerors  The Romans and The Macedonians,Ancient, War,error,error,error,error
246355,Dead & Breakfast,Puzzle,error,error,error,error,error
15047,Trivial Pursuit DVD  Star Wars Saga Edition,Adaptation, Party Game, Sci_Fi, Trivia,error,error
135019,Formula E,Animals, Racing, Sports, Transportation,error,error
26747,Space Junkyard,Print & Play, Sci_Fi,error,error,error,error
7635,Torch,War, War,error,error,error,error
5830,Bloody 110,War, War,error,error,error,error
245085,Troll & Dragon,Childrens Game, Dice, Fantasy, Medieval, Real-time,error
224678,Baseball Highlights  2045 \u2013 Spring Training,card, Sci_Fi, Sports,error,error,error
274128,Epic Spell Wars of the Battle Wizards  ANNIHILAGEDDON Deck-Building Game,card,error,error,error,error,error
236178,Mini DiverCity,Animals, card, Environmental, Exploration, Memory, War
191895,Toddles-Bobbles,card, Childrens Game, Memory,error,error,error
5953,Karambolage,Dexterity, Childrens Game, Dice,error,error,error
6121,Tablut,strategy, Medieval, Sci_Fi,error,error,error
4234,Hougoumont,War, War,error,error,error,error
172033,Crabz,strategy,error,error,error,error,error
5277,Overlord,War, War,error,error,error,error
1555,Dungeon Dice,Dice, Fantasy,error,error,error,error
15238,International Cricket,Sports,error,error,error,error,error
218503,Wartime  The Battle of Valyance Vale,Fantasy, Real-time, War,error,error,error
8751,Wurzburg,War, War,error,error,error,error
131321,The Valkyrie Incident,card,error,error,error,error,error
118559,Syracuse (415\/413 av. J.-C.),Ancient, War,error,error,error,error
23848,Hameln,Animals, City Building, Humor,error,error,error
234860,Hack Trick  It's Hacking Time,card, Deduction,error,error,error,error
1321,Duomix,Dexterity, card, Childrens Game, Puzzle,error,error
249039,5 Minute Chase,Real-time,error,error,error,error,error
127096,Metal Adventures,Adventure, Fantasy, Fighting, Negotiation, Pirates, Sci_Fi
31336,Corunea,card, Collectible, Fantasy, Fighting,error,error
168653,Wilderness Empires,Age of Reason, War, card, War,error,error
40411,Flames of War  Open Fire,Fighting, Miniatures, War, War,error,error
6039,Antietam  Burnished Rows of Steel,American War, War, War,error,error,error
228425,Kaiju Crush,Fighting, Territory Building,error,error,error,error
18724,Forged in Fire  The 1862 Peninsula Campaign,American War, War,error,error,error,error
204592,The Mysterious Forest,Childrens Game, Adaptation, Dice, Exploration, Fantasy, Memory
171775,Dexikon,card, Word Game,error,error,error,error
117707,Wanzen tanzen,Animals, card, Dice,error,error,error
3985,Crisis  Korea 1995,War, Political, War,error,error,error
23615,Kulikovo 1380  The Golden Horde,Medieval, War,error,error,error,error
132766,Lock 'n Load Tactical  Heroes of North Africa,War, War,error,error,error,error
1300,Im Zeichen des Kreuzes,Medieval, Travel,error,error,error,error
192288,Kido Butai  Japan's Carriers at Midway,War, War,error,error,error,error
11694,Great War at Sea  Cruiser Warfare,War, War, War,error,error,error
183963,Invaders from Dimension X!,Print & Play, Sci_Fi, War,error,error,error
142333,Mob Town,card, Mafia,error,error,error,error
126404,Area 1851,American West, card, Real-time, Sci_Fi,error,error
56886,By Fire and Sword,Miniatures, Renaissance, War,error,error,error
679,Minion Hunter,Horror, Sci_Fi,error,error,error,error
2879,Encore,Music,error,error,error,error,error
130548,Vorpals,card, Fantasy,error,error,error,error
217619,Sherlook,Memory, Real-time,error,error,error,error
218576,Fantastic Park,Animals,error,error,error,error,error
5274,Triumphant Fox,War, War,error,error,error,error
95756,Pick 'N' Choose,Dexterity, Party Game, Trivia,error,error,error
183626,Internal Affairs,Bluffing, card, Deduction, Party Game,error,error
242482,Blight Chronicles  Agent Decker,Adventure, card, secret_agent,error,error,error
5241,Sinai,War, War,error,error,error,error
180644,3 Kings,Bluffing, Deduction, Fantasy, Medieval, Negotiation, Political
21703,Mana,strategy,error,error,error,error,error
581,Tile Chess,strategy,error,error,error,error,error
2216,Vampyre,Exploration, Horror,error,error,error,error
30102,The Aztec Market,strategy, Puzzle,error,error,error,error
184802,Ironclad,Adventure, Dice, Sci_Fi, Space Exploration,error,error
8717,The Schlieffen Plan,War, War,error,error,error,error
260168,Volleyball High,card, Sports,error,error,error,error
202513,BattleGoats,card,error,error,error,error,error
5958,NATO,War, War,error,error,error,error
131457,Septikon  Uranium Wars,Print & Play, Sci_Fi,error,error,error,error
149618,Rock'n Rodeo  Der Festivalmanager,Economic, Music,error,error,error,error
85633,World War II  Barbarossa 1941,Miniatures, War, War,error,error,error
1324,Caf\u00e9 International  Das Kartenspiel,card,error,error,error,error,error
70767,Smash Monster Rampage!,Humor, Print & Play, Sci_Fi, War,error,error
236125,Nights of Fire  Battle for Budapest,card, War, Political, War,error,error
5988,Wings Over France,Aviation, War, War,error,error,error
188051,Deadfall,Bluffing, card,error,error,error,error
204576,The Perfumer,industry_manuf,error,error,error,error,error
148000,Sissi!  Die Bohnenkaiserin,card,error,error,error,error,error
5264,Kanev  Parachutes Across the Dnepr,Aviation, War, War,error,error,error
228142,Tales & Games  Jack & the Beanstalk,Dexterity, Childrens Game, Dice, Adaptation,error,error
189663,Dungeon Solitaire  Labyrinth of Souls,card,error,error,error,error,error
236205,The Mansky Caper,Mafia,error,error,error,error,error
172382,Death Over The Kingdom,card, Medieval, Party Game,error,error,error
17075,Giza,Ancient, card,error,error,error,error
212401,Leningrad '41,War, War,error,error,error,error
2248,Leverage,strategy,error,error,error,error,error
142903,Foragers,Ancient, Economic, Exploration, Prehistoric,error,error
66088,Q\u2022bitz,strategy, Dexterity, Dice, Memory, Puzzle,error
206450,TOP Kitchen,Dice, Economic,error,error,error,error
176458,Rights,card,error,error,error,error,error
266141,Castello Methoni,City Building, Economic, Territory Building,error,error,error
26697,Shenandoah  Jackson's Valley Campaign,American War, War,error,error,error,error
125634,Inception  Solo card game,card, Fighting, Adaptation, Print & Play, Sci_Fi,error
7750,Tannenberg  Eagles in the East \/ Galicia  The Forgotten Cauldron,War, War,error,error,error,error
2343,Electronic Talking Mystery Mansion,Deduction, Electronic, Exploration, murder_mystery,error,error
228399,Okko Chronicles  Cycle of Water \u2013 Quest into Darkness,Adventure, Adaptation, Fantasy, Miniatures,error,error
228713,Black Souls,Adventure, Exploration, Medieval, Adaptation,error,error
5045,Rommel's War,War, War,error,error,error,error
20829,Keesdrow Deluxe,Word Game,error,error,error,error,error
38578,Age of Muskets Volume I  Tomb for an Empire,War, War,error,error,error,error
5503,TimeTripper,Adventure, Sci_Fi, War,error,error,error
3590,Campaign Trail,Political,error,error,error,error,error
245532,18GB  The Railways of Great Britain,Economic, Trains,error,error,error,error
157451,Mon premier tr\u00e9sor de jeux,Animals, Childrens Game, Farming,error,error,error
257834,Ramen,card,error,error,error,error,error
221977,Badass Riders,card,error,error,error,error,error
217554,Dr. Microbe,Dexterity, Childrens Game, Medical,error,error,error
251660,Plunderbund,Economic, Fantasy, Mafia,error,error,error
3901,Sturm Nach Osten,War, War,error,error,error,error
23658,Fiery Dragons,Childrens Game, Memory, Racing,error,error,error
9439,FBI,card,error,error,error,error,error
36659,Free Trader,Fighting, Print & Play, Sci_Fi, Space Exploration,error,error
131616,Nautilus,card, Adaptation, Sci_Fi,error,error,error
260561,WARIGIN,Bluffing, card, Deduction, Fantasy, Memory, Mythology
145553,Asgard's Chosen,Fantasy, Fighting, Mythology, Territory Building,error,error
39095,Picky Sticks,Dexterity, Childrens Game,error,error,error,error
24264,Button Soccer,Dexterity, Sports,error,error,error,error
1081,Die Schlacht der Dinosaurier,Prehistoric,error,error,error,error,error
223201,Attack of the Jelly Monster,Dice, Real-time, Sci_Fi,error,error,error
9077,La Grande Arm\u00e9e,War, War,error,error,error,error
211450,Take That,card,error,error,error,error,error
7955,Seel\u00f6we,War, War,error,error,error,error
8317,The Sands of War,War, War, War,error,error,error
41054,You Robot,card, Party Game, Real-time, Sci_Fi,error,error
23329,Skybridge,strategy,error,error,error,error,error
99976,Alien Menace,Dexterity, card, Sci_Fi,error,error,error
33196,Genji,card, Adaptation,error,error,error,error
30771,18West,American West, Economic, Trains,error,error,error
50719,RisiKo! Prestige,War,error,error,error,error,error
11708,War Between The States (second edition),American War, War,error,error,error,error
165628,HINT,Party Game,error,error,error,error,error
35812,Wilde Wikinger,Childrens Game, Dice, Economic, Real-time,error,error
23284,Wayfinder,strategy,error,error,error,error,error
147919,Guiscard,Medieval, War,error,error,error,error
68816,Storming the Reich,War, War,error,error,error,error
577,Parts Unknown,Economic, Horror,error,error,error,error
124838,Maurice  War in an Age of Gentlemen and Philosophers \u2013 1690-1790,Age of Reason, Miniatures, War,error,error,error
253087,Shadowrun  Sprawl Ops,Dice, Sci_Fi, secret_agent,error,error,error
194964,Mothership  Tabletop Combat,Dice, Miniatures, Sci_Fi, War,error,error
56342,Chez Cthulhu,card,error,error,error,error,error
35425,Mutants and Death Ray Guns,Miniatures, Print & Play, Sci_Fi, War,error,error
178835,Bruti,card, Fantasy, Fighting, Medieval,error,error
170431,King's Kilt,card,error,error,error,error,error
193981,Downfall,Exploration, Sci_Fi, Territory Building,error,error,error
159011,Thornwatch,card, Adaptation, Fantasy,error,error,error
6037,Cortes  Conquest of the Aztec Empire,Renaissance, War,error,error,error,error
10245,Bloody Omaha  D-Day 1944,War, War,error,error,error,error
120814,Off Your Rocker,Deduction, Party Game,error,error,error,error
271038,Snowman Dice,Dexterity,error,error,error,error,error
5195,The Farming Game,Economic, Farming,error,error,error,error
1420,Monopoly Express,Dice, Economic,error,error,error,error
133940,Circle of Fire  The Siege of Cholm,War, War,error,error,error,error
97093,Cherokee,American West, card, Fighting,error,error,error
259134,Adeptus Titanicus  The Horus Heresy Rules Set,Miniatures, Sci_Fi, War,error,error,error
143255,Goblins vs Zombies,card, Fantasy, Humor, Zombies,error,error
204281,Baby Clues,Bluffing, card, Deduction,error,error,error
27363,Danger 13,card,error,error,error,error,error
56604,Veto! Szlachecka Gra Karciana 2 edycja (2ed),card, Collectible, Fighting, Adaptation, Political,error
32469,Make You Gunfighters,American West, card, Deduction, Fighting, Party Game,error
18103,Tien Len,card,error,error,error,error,error
154742,Video Game High School,Adaptation, Dice, Adaptation,error,error,error
383,Turf Horse Racing,Animals, Dice, Racing,error,error,error
4651,Stalingrad,War, War,error,error,error,error
176070,Magic Realm Light 30,Adventure, Exploration, Fantasy, Print & Play,error,error
256939,Zeppelin Raider  Imperial German Naval Airships,Aviation, War, War,error,error,error
509,The Reef,card,error,error,error,error,error
618,MLB Showdown,card, Collectible, Sports,error,error,error
238012,Semper Fidelis  Bitwa o Lw\u00f3w 1918-1919,Educational, War,error,error,error,error
200886,Manaforge,card, Dice, Fantasy,error,error,error
201307,Menu Masters,card,error,error,error,error,error
25453,Balance Duels,strategy, Dexterity,error,error,error,error
109285,Nations in Arms  Valmy to Waterloo,War, War,error,error,error,error
233969,Parley,Pirates, Renaissance,error,error,error,error
23657,Schatz in Sicht!,Childrens Game, Dice, Pirates,error,error,error
147400,Kyoto Protocol,card, Environmental, industry_manuf,error,error,error
9870,Marengo 1800,War, War,error,error,error,error
36623,Second World War at Sea  Coral Sea \u2013 The First Carrier Battle,War, War, War,error,error,error
68387,Trenchzone,War, War,error,error,error,error
19009,Star Fleet Battles Cadet Training Manual,Adaptation, Sci_Fi, War,error,error,error
137958,Wild West Exodus,Fighting, Miniatures, War,error,error,error
177245,Cosmic Kaboom,Dexterity, Sci_Fi,error,error,error,error
197067,Downsize,card, Economic,error,error,error,error
174431,Wipers Salient,War, War,error,error,error,error
11002,Farfalia,card,error,error,error,error,error
3313,Traverse,strategy,error,error,error,error,error
58782,Bluffer,Bluffing, Trivia,error,error,error,error
22600,1831,Trains,error,error,error,error,error
2078,Aegean Strike,Aviation, War, War,error,error,error
140594,Word Whimsy,Party Game, Word Game,error,error,error,error
5997,Pleasant Hill  The Red River Campaign,American War, War, War,error,error,error
99696,Briscola Chiamata,Bluffing, card,error,error,error,error
64080,Rowboat,card,error,error,error,error,error
1891,Portal,card, Collectible, Fantasy,error,error,error
4178,Psyche-Paths,strategy,error,error,error,error,error
258,Fluxx,card,error,error,error,error,error
287228,Mal Trago,card, Party Game,error,error,error,error
15153,The Flowers of the Forest,Renaissance, War,error,error,error,error
3860,Wordsearch,Word Game,error,error,error,error,error
267313,Pla\u017cing  parawany w d\u0142o\u0144,strategy,error,error,error,error,error
148375,Regnum Angelica,card, Print & Play,error,error,error,error
20586,All Things Zombie,Fighting, Horror, Miniatures, War, Zombies,error
32288,Dou Dizhu,card,error,error,error,error,error
29126,HeroCard Orc Wars,card, Fantasy,error,error,error,error
204577,Sponsio,card,error,error,error,error,error
60316,Numeri,Dice, Math, Racing,error,error,error
201281,Apocalypse  The Game of Nuclear Devastation,Bluffing, War, War,error,error,error
6559,Glory II  Across the Rappahannock,American War, Fighting, War,error,error,error
9685,Bounce It-In Game,Dexterity, Childrens Game,error,error,error,error
7538,Fish Eat Fish,Animals, Bluffing, card,error,error,error
284,Lords of the Sierra Madre (second edition),American West, Economic, Negotiation, Transportation, War,error
36903,Squadron Strike,Miniatures, Sci_Fi, War,error,error,error
606,Pico 2,card,error,error,error,error,error
2775,The Battle of Five Armies,Fantasy, Adaptation, War,error,error,error
1205,Luxor,Ancient,error,error,error,error,error
168549,Night Clan,card, Fantasy,error,error,error,error
255680,Ambar,card, Medieval,error,error,error,error
72131,Caravelas,Adventure, Educational, War, Travel,error,error
7503,A Frozen Hell,War, War,error,error,error,error
132251,Ghooost!,card, Horror,error,error,error,error
139,Hoax,Bluffing, Deduction,error,error,error,error
177053,Road To Infamy,card, Mafia,error,error,error,error
9619,Ex Libris,Bluffing, card, Party Game, Word Game,error,error
281132,Cover Your Kingdom,card, Fantasy, Party Game,error,error,error
6813,Operation Market Garden,War, War,error,error,error,error
165633,Slap .45,Dexterity, American West, card,error,error,error
160762,Oni,card, Deduction, Party Game,error,error,error
171351,Random Encounters,Adventure, card, Dice, Fantasy, Number,error
248567,Star Trek  Galactic Enterprises,Bluffing, Economic, Adaptation, Negotiation, Sci_Fi,error
101644,Bushido,Fantasy, Fighting, Miniatures,error,error,error
121015,Tea Time,card, Adaptation,error,error,error,error
18056,Anno Domini  Kunst,Bluffing, card, Educational, Humor, Party Game, Trivia
241,Age of Exploration,Exploration, Renaissance,error,error,error,error
39994,Cranium Party Playoff,Bluffing, Humor, Memory, Negotiation, Party Game,error
143323,Stak Bots,card,error,error,error,error,error
6045,I Am Spartacus!,Ancient, War,error,error,error,error
268159,Warhammer  The Game of Fantasy Battles (6th Edition),Book, Fantasy, Miniatures, War,error,error
169513,Dorasure,Adventure, Fantasy, Miniatures,error,error,error
202265,Chicago & NorthWestern,Economic, Trains, Transportation,error,error,error
224119,21 Days,Adventure, Animals, Dice, War,error,error
54457,The Arduous Beginning,War, War,error,error,error,error
238700,Lanzeloth,card, Medieval,error,error,error,error
7840,The Defense of Rorke's Drift and The Boer War,Post-War, War,error,error,error,error
109635,Washington's Crossing,Age of Reason, American Revolutionary War, War,error,error,error
180211,Apollo XIII,Aviation, card, Educational, Real-time, Space Exploration,error
194229,Mad Science Foundation,card, Sci_Fi,error,error,error,error
103883,Electronic Labyrinth,Electronic, Fantasy, Maze,error,error,error
10467,Renegade Legion  Leviathan,Sci_Fi, War,error,error,error,error
9650,War in the Pacific (first edition),War, War, War,error,error,error
190462,Triumph of Chaos v.2 (Deluxe Edition),Political, War, War,error,error,error
159375,Prime Climb,Educational, Number,error,error,error,error
69316,IRONDIE,Collectible, Dice,error,error,error,error
145675,SecuenzooS,Animals, Memory, Racing,error,error,error
39426,Panzer Grenadier  Kursk \u2013 South Flank,War, War,error,error,error,error
147563,Stories!,Schmidt Spiele,error,error,error,error,error
2335,Rome & Carthage,Ancient, Civilization, Fighting, War, War,error
35219,La Bataille de France,War, War,error,error,error,error
234949,Oliver Twist,Adaptation,error,error,error,error,error
23387,Conan Collectible Card Game,Adventure, card, Collectible, Fantasy, Fighting, Mythology
102219,Connect 4 Launchers,Dexterity, Childrens Game, Puzzle,error,error,error
211364,Seize the Bean,Dexterity, card, Economic,error,error,error
292962,The Suits  Season 3,Bluffing, card, Fighting,error,error,error
179804,Zpocalypse 2  Defend the Burbs,card, Dice, Miniatures, Zombies,error,error
37931,Jenga  Donkey Kong Collector's Edition,Dexterity, Party Game, Adaptation,error,error,error
232956,Omen  Fires in the East,Ancient, card, Fantasy, Mythology,error,error
38400,War for Eda\u00f0h  The Beginning,card, Fantasy, Fighting, War,error,error
163482,15 Dias  The Spanish Golden Age,card, Negotiation, Political, Renaissance,error,error
63011,Patrol  Lost!,Dice, Print & Play,error,error,error,error
50862,Caligula,Ancient, card, Political,error,error,error
203381,Magic  The Gathering \u2013 Duel Decks  Blessed vs. Cursed,card, Fantasy, Fighting,error,error,error
9961,Year of the Rat  Vietnam,War, War,error,error,error,error
5491,Time is Money,Dice, Memory, Party Game,error,error,error
108341,Dynamite Nurse,card, Fantasy, Medical,error,error,error
150605,Candy Chaser,Bluffing,error,error,error,error,error
152115,Pent-Up,strategy,error,error,error,error,error
7278,Against All Odds,War, War,error,error,error,error
72200,Red Dragon \/ Green Crescent,War, War,error,error,error,error
4919,Great War at Sea  U.S. Navy Plan Red,War, War,error,error,error,error
4343,Semper Fi!,War, War,error,error,error,error
227326,Gruff  Rage of the Trolls,card, Fantasy, Fighting,error,error,error
235767,Sorcerer & Stones,strategy, Ancient, Fantasy, Puzzle,error,error
149927,LED  L\u00f3gica \u2013 Estrategia \u2013 Deducci\u00f3n,strategy, Bluffing,error,error,error,error
138966,Ici Londres,card, War,error,error,error,error
181331,Top 12,Puzzle,error,error,error,error,error
257395,Dungeon Derby,Dice, Fantasy, Miniatures, Racing,error,error
18881,Schildi Schildkr\u00f6te,Dexterity, Animals, Bluffing, Childrens Game, Dice, Racing
174990,Builders of Blankenburg,City Building, Medieval,error,error,error,error
1620,Decline and Fall,Ancient, Negotiation, War,error,error,error
136089,Just in Time,Puzzle, Real-time,error,error,error,error
254846,Peanut Club,card, Party Game,error,error,error,error
40800,Miss Poutine,card, Real-time,error,error,error,error
15000,Word Basket,Dexterity, card, Word Game,error,error,error
103830,Morelli,strategy,error,error,error,error,error
63951,Lasalle,Book, Miniatures, War, War,error,error
1898,Friesematenten,card, Collectible,error,error,error,error
77076,Loch Ness,Childrens Game,error,error,error,error,error
6862,Laska,strategy,error,error,error,error,error
39278,Medina de Rioseco 1808,War, War,error,error,error,error
136606,Sergeants Miniatures Game  Red Devils,Miniatures, War, War,error,error,error
280203,Poule Poule,Animals, Memory, Party Game,error,error,error
257669,Streaming,Adaptation,error,error,error,error,error
2087,Magic Dance,Bluffing, Childrens Game, Deduction, Memory,error,error
220224,Maniacal,Adaptation,error,error,error,error,error
167,Dicke Kartoffeln,Economic, Farming,error,error,error,error
56641,NUTS! Second Edition,Miniatures, Print & Play, War, War,error,error
151936,Paul Koenig's The Bulge  6th Panzer Army,War, War,error,error,error,error
217338,Mistk\u00e4fer,Dice,error,error,error,error,error
192668,Flag Dash,Deduction, Sports,error,error,error,error
38680,Boochie,Dexterity,error,error,error,error,error
10234,\u00a1Arriba Espa\u00f1a!,War, Print & Play, War,error,error,error
4359,1914  Glory's End,War, War,error,error,error,error
126550,W\u0142adca Areny,Fantasy, Fighting,error,error,error,error
2025,Frag Gold Edition,Fighting, Sci_Fi, Adaptation,error,error,error
153002,Koboldbande,Childrens Game, Fantasy, Maze,error,error,error
3581,Lion of the North,War, War,error,error,error,error
6980,Mission Command Sea,Miniatures, War, War, War,error,error
225526,Big Bang 13.7,strategy,error,error,error,error,error
6548,Heartthrob,Childrens Game, Humor, Party Game,error,error,error
4977,VOR  The Maelstrom,Adventure, Miniatures, Sci_Fi, War,error,error
190577,Get Adler! Deduction Card Game,Bluffing, card, Deduction, Party Game,error,error
865,Landslide,Political,error,error,error,error,error
66809,Flying Lead,Mafia, Miniatures, War, War, War,error
211128,Coma Ward,Exploration, Horror, Adult,error,error,error
1881,Atmosfear  The Harbingers,Dice, Fantasy, Maze, Racing,error,error
4659,Moods,Party Game,error,error,error,error,error
2236,Streets of Stalingrad,War, War,error,error,error,error
3945,Forbidden Bridge,Dexterity, Adventure, Childrens Game, Exploration, Fantasy,error
171620,Thieves!,Bluffing, card,error,error,error,error
75674,Julian  Triumph Before the Storm,Ancient, Political, War,error,error,error
229244,Battlefold,Fantasy, Fighting, Puzzle,error,error,error
8737,Peter the Great,Age of Reason, War,error,error,error,error
34696,Drachen Wurf,Dice, Fantasy,error,error,error,error
6732,Aces High,Aviation, War, War,error,error,error
168882,Race to the North Pole,Adventure, Exploration, Racing,error,error,error
223767,Galactic Warlords  Battle for Dominion,Archona Games,error,error,error,error,error
5752,Black Sea Black Death,War, War,error,error,error,error
192346,Edenia,Racing, Space Exploration,error,error,error,error
2138,Crisis  Sinai 1973,War, War,error,error,error,error
287345,The Suits  Season 1,Bluffing, card, Fighting,error,error,error
63161,Corporation,strategy, Racing,error,error,error,error
323,Anno 1452,Medieval, Territory Building,error,error,error,error
176306,Conspiracy!,card, Sci_Fi,error,error,error,error
47484,Strange Aeons,Dice, Horror, Miniatures, War,error,error
35003,Zark City,strategy, card, Territory Building,error,error,error
198608,A Wing and a Prayer  Bombing the Reich,War, War,error,error,error,error
195275,Ghostbusters  The Board Game II,Adaptation, Adaptation,error,error,error,error
3627,Chaostle,Fantasy, Medieval, Miniatures,error,error,error
203408,Galactic Debate,Humor, Party Game, Political, Sci_Fi,error,error
188530,Eye My Favorite Things,card, Humor, Party Game,error,error,error
7639,Their Finest Hour,War, War,error,error,error,error
127883,Colonies,Civilization, Economic, Political, Sci_Fi,error,error
4011,Jerusalem!,War, War,error,error,error,error
174231,Badlands  Outpost of Humanity,Adventure, Exploration, Sci_Fi, War,error,error
140682,Czas Honoru  Operacja Most III,card, War, War,error,error,error
180355,Visby,Bluffing, card, Economic, Medieval,error,error
10676,Star Frontiers  Knight Hawks,Sci_Fi, Space Exploration, War,error,error,error
101930,Carnival,card, Dice,error,error,error,error
203885,Tajemnicze podziemia,Childrens Game, Fantasy, Maze,error,error,error
31926,TAIJI Deluxe,strategy,error,error,error,error,error
197528,King Of The Hill  The Dwarf Throne,Fantasy,error,error,error,error,error
173074,Tales & Games  Little Red Riding Hood,Bluffing, Childrens Game,error,error,error,error
124548,The Doom That Came To Atlantic City,Horror, Humor,error,error,error,error
114871,For The Win,strategy,error,error,error,error,error
2920,Highway to the Kremlin,War, War,error,error,error,error
118177,Synchropipes,strategy, Puzzle,error,error,error,error
11542,Eclipse,strategy,error,error,error,error,error
88316,Autokrator,Fighting, Medieval, Negotiation, War,error,error
20906,Nature of the Beast  Farm vs. Forest,Animals, card,error,error,error,error
246129,Helsinki 1918  German Intervention in the Finnish Civil War,War, War, War,error,error,error
4222,War between the States (first edition),American War, Economic, War,error,error,error
13676,The Perfect Ten,Trivia,error,error,error,error,error
477,The Broadway Game,Economic, Adaptation,error,error,error,error
146034,Donburiko,card,error,error,error,error,error
769,Star Trek Red Alert,Collectible, Fighting, Adaptation, Sci_Fi,error,error
2562,Samurai & Katana,Economic, Medieval, Negotiation, Political, War,error
121429,Ascari,Post-War, War,error,error,error,error
103752,Schachen,strategy,error,error,error,error,error
2334,Square Mile,City Building, Economic,error,error,error,error
3162,Invasion of the Air-eaters,Sci_Fi, War,error,error,error,error
1066,Zargos,Fantasy, Medieval, Territory Building,error,error,error
19505,Catchphrase,Puzzle, Word Game,error,error,error,error
198517,Consumption  Food and Choices,Kolossal Games,error,error,error,error,error
